study_id,site_id,sampling_method,pollinator,identified_to,guild,abundance,total_sampled_area,total_sampled_time,total_sampled_flowers,description,notes
Dupont_redclover_Denmark_2008,Brushojgard_2008,transect observations,Bombus terrestris,species,bumblebees,77,1944,40.983333333333334,390015,"Three plots per field (18x18m), one at field edge, one in middle and one in between. Observed walked slowly back and forth along rows, observing flowers approximately once. Field visited three times during flowering season of red clover, but the data here are from the day of peak flowering (when bee activity levels were highest). Number of flowers were calculated based on counts in three 1x1m squares in each of three 18x18m plots.","total observation area in square meters, total observation time in minutes"
Dupont_redclover_Denmark_2008,Braedstrup_2008,transect observations,Bombus terrestris,species,bumblebees,129,2916,100.25,573480,"Three plots per field (18x18m), one at field edge, one in middle and one in between. Observed walked slowly back and forth along rows, observing flowers approximately once. Field visited three times during flowering season of red clover, but the data here are from the day of peak flowering (when bee activity levels were highest). Number of flowers were calculated based on counts in three 1x1m squares in each of three 18x18m plots.","total observation area in square meters, total observation time in minutes"
Dupont_redclover_Denmark_2008,"Frijsendalsvej, Sall_2008",transect observations,Bombus terrestris,species,bumblebees,205,2916,74.8,829602,"Three plots per field (18x18m), one at field edge, one in middle and one in between. Observed walked slowly back and forth along rows, observing flowers approximately once. Field visited three times during flowering season of red clover, but the data here are from the day of peak flowering (when bee activity levels were highest). Number of flowers were calculated based on counts in three 1x1m squares in each of three 18x18m plots.","total observation area in square meters, total observation time in minutes"
Dupont_redclover_Denmark_2008,Galten_2008,transect observations,Bombus terrestris,species,bumblebees,354,3888,293.03333333333336,913680,"Three plots per field (18x18m), one at field edge, one in middle and one in between. Observed walked slowly back and forth along rows, observing flowers approximately once. Field visited three times during flowering season of red clover, but the data here are from the day of peak flowering (when bee activity levels were highest). Number of flowers were calculated based on counts in three 1x1m squares in each of three 18x18m plots.","total observation area in square meters, total observation time in minutes"
Dupont_redclover_Denmark_2008,"Gjern, Tingvejen_2008",transect observations,Bombus terrestris,species,bumblebees,84,2916,94.55000000000001,323676,"Three plots per field (18x18m), one at field edge, one in middle and one in between. Observed walked slowly back and forth along rows, observing flowers approximately once. Field visited three times during flowering season of red clover, but the data here are from the day of peak flowering (when bee activity levels were highest). Number of flowers were calculated based on counts in three 1x1m squares in each of three 18x18m plots.","total observation area in square meters, total observation time in minutes"
Dupont_redclover_Denmark_2008,Hesselballe_2008,transect observations,Bombus terrestris,species,bumblebees,213,1944,56.56666666666666,311317.71428571426,"Three plots per field (18x18m), one at field edge, one in middle and one in between. Observed walked slowly back and forth along rows, observing flowers approximately once. Field visited three times during flowering season of red clover, but the data here are from the day of peak flowering (when bee activity levels were highest). Number of flowers were calculated based on counts in three 1x1m squares in each of three 18x18m plots.","total observation area in square meters, total observation time in minutes"
Dupont_redclover_Denmark_2008,Odense_2008,transect observations,Bombus terrestris,species,bumblebees,103,2916,111.15,478656,"Three plots per field (18x18m), one at field edge, one in middle and one in between. Observed walked slowly back and forth along rows, observing flowers approximately once. Field visited three times during flowering season of red clover, but the data here are from the day of peak flowering (when bee activity levels were highest). Number of flowers were calculated based on counts in three 1x1m squares in each of three 18x18m plots.","total observation area in square meters, total observation time in minutes"
Dupont_redclover_Denmark_2008,Randers NO Syd_2008,transect observations,Bombus terrestris,species,bumblebees,181,3888,175.4,676836,"Three plots per field (18x18m), one at field edge, one in middle and one in between. Observed walked slowly back and forth along rows, observing flowers approximately once. Field visited three times during flowering season of red clover, but the data here are from the day of peak flowering (when bee activity levels were highest). Number of flowers were calculated based on counts in three 1x1m squares in each of three 18x18m plots.","total observation area in square meters, total observation time in minutes"
Dupont_redclover_Denmark_2008,Skejby_2008,transect observations,Bombus terrestris,species,bumblebees,163,2916,76.83333333333333,434848.5,"Three plots per field (18x18m), one at field edge, one in middle and one in between. Observed walked slowly back and forth along rows, observing flowers approximately once. Field visited three times during flowering season of red clover, but the data here are from the day of peak flowering (when bee activity levels were highest). Number of flowers were calculated based on counts in three 1x1m squares in each of three 18x18m plots.","total observation area in square meters, total observation time in minutes"
Dupont_redclover_Denmark_2008,Vamdrup_2008,transect observations,Bombus terrestris,species,bumblebees,143,3888,112.46666666666667,509328,"Three plots per field (18x18m), one at field edge, one in middle and one in between. Observed walked slowly back and forth along rows, observing flowers approximately once. Field visited three times during flowering season of red clover, but the data here are from the day of peak flowering (when bee activity levels were highest). Number of flowers were calculated based on counts in three 1x1m squares in each of three 18x18m plots.","total observation area in square meters, total observation time in minutes"
Dupont_redclover_Denmark_2008,"Vester Skerninge, Amarksvej_2008",transect observations,Bombus terrestris,species,bumblebees,316,2916,125.73333333333333,1134972,"Three plots per field (18x18m), one at field edge, one in middle and one in between. Observed walked slowly back and forth along rows, observing flowers approximately once. Field visited three times during flowering season of red clover, but the data here are from the day of peak flowering (when bee activity levels were highest). Number of flowers were calculated based on counts in three 1x1m squares in each of three 18x18m plots.","total observation area in square meters, total observation time in minutes"
Dupont_redclover_Denmark_2009,Braedstrup_2009,transect observations,Bombus terrestris,species,bumblebees,11,3888,113.16666666666666,768096,"Three plots per field (18x18m), one at field edge, one in middle and one in between. Observed walked slowly back and forth along rows, observing flowers approximately once. Field visited three times during flowering season of red clover, but the data here are from the day of peak flowering (when bee activity levels were highest). Number of flowers were calculated based on counts in three 1x1m squares in each of three 18x18m plots.","total observation area in square meters, total observation time in minutes"
Dupont_redclover_Denmark_2009,Galten_2009,transect observations,Bombus terrestris,species,bumblebees,27,3888,117.81666666666666,344304,"Three plots per field (18x18m), one at field edge, one in middle and one in between. Observed walked slowly back and forth along rows, observing flowers approximately once. Field visited three times during flowering season of red clover, but the data here are from the day of peak flowering (when bee activity levels were highest). Number of flowers were calculated based on counts in three 1x1m squares in each of three 18x18m plots.","total observation area in square meters, total observation time in minutes"
