study_id,site_id,crop,variety,management,country,latitude,longitude,X_UTM,Y_UTM,zone_UTM,sampling_start_month,sampling_end_month,sampling_year,field_size,yield,yield_units,yield2,yield2_units,yield_treatments_no_pollinators,yield_treatments_pollen_supplement,yield_treatments_no_pollinators2,yield_treatments_pollen_supplement2,fruits_per_plant,fruit_weight,plant_density,seeds_per_fruit,seeds_per_plant,seed_weight,sampling_richness,observed_pollinator_richness,other_pollinator_richness,other_richness_estimator_method,richness_restriction,sampling_abundance,abundance,ab_honeybee,ab_bombus,ab_wildbees,ab_syrphids,ab_humbleflies,ab_other_flies,ab_beetles,ab_lepidoptera,ab_nonbee_hymenoptera,ab_others,total_sampled_area,total_sampled_time,sampling_visitation,visitation_rate_units,visitation_rate,visit_honeybee,visit_bombus,visit_wildbees,visit_syrphids,visit_humbleflies,visit_other_flies,visit_beetles,visit_lepidoptera,visit_nonbee_hymenoptera,visit_others,Publication,Credit,Email_contact
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,BQ1,Vicia faba,NA,NA,Ecuador,-0.9769666790962219,-78.58480072021484,NA,NA,NA,7,8,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,transects,NA,NA,NA,bees+flies,transects,125,35,2,8,77,0,3,0,0,0,0,900,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carlos Zaragoza-Trello, Ignasi Bartomeus",carlos.zaragoza@ebd.csic.es
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,CUSU1,Vicia faba,NA,NA,Ecuador,-1.0670167207717896,-78.6906967163086,NA,NA,NA,7,8,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,transects,NA,NA,NA,bees+flies,transects,100,41,1,10,43,0,5,0,0,0,0,900,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carlos Zaragoza-Trello, Ignasi Bartomeus",carlos.zaragoza@ebd.csic.es
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,CUSU2,Vicia faba,NA,NA,Ecuador,-1.0919333696365356,-78.72611999511719,NA,NA,NA,7,8,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,transects,NA,NA,NA,bees+flies,transects,117,32,2,2,74,0,7,0,0,0,0,900,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carlos Zaragoza-Trello, Ignasi Bartomeus",carlos.zaragoza@ebd.csic.es
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,Q1,Vicia faba,NA,NA,Ecuador,-0.8978666663169861,-78.78108215332031,NA,NA,NA,7,8,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,transects,NA,NA,NA,bees+flies,transects,16,0,4,0,10,0,2,0,0,0,0,900,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carlos Zaragoza-Trello, Ignasi Bartomeus",carlos.zaragoza@ebd.csic.es
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,Q4,Vicia faba,NA,NA,Ecuador,-0.8747666478157043,-78.91621398925781,NA,NA,NA,7,8,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,transects,NA,NA,NA,bees+flies,transects,19,0,1,0,16,0,2,0,0,0,0,900,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carlos Zaragoza-Trello, Ignasi Bartomeus",carlos.zaragoza@ebd.csic.es
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,Q5,Vicia faba,NA,NA,Ecuador,-0.876550018787384,-78.908966064453125,NA,NA,NA,7,8,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,transects,NA,NA,NA,bees+flies,transects,25,0,1,0,20,0,4,0,0,0,0,900,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carlos Zaragoza-Trello, Ignasi Bartomeus",carlos.zaragoza@ebd.csic.es
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,BQ2,Vicia faba,NA,NA,Ecuador,-0.9819499850273132,-78.55848693847656,NA,NA,NA,7,8,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,transects,NA,NA,NA,bees+flies,transects,146,1,0,0,115,0,30,0,0,0,0,900,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carlos Zaragoza-Trello, Ignasi Bartomeus",carlos.zaragoza@ebd.csic.es
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,CUMBI1,Vicia faba,NA,NA,Ecuador,-1.0531833171844482,-78.56400299072266,NA,NA,NA,7,8,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,transects,NA,NA,NA,bees+flies,transects,29,10,0,0,16,0,3,0,0,0,0,900,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carlos Zaragoza-Trello, Ignasi Bartomeus",carlos.zaragoza@ebd.csic.es
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,CUMBI3,Vicia faba,NA,NA,Ecuador,-1.054816722869873,-78.51309967041016,NA,NA,NA,7,8,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,transects,NA,NA,NA,bees+flies,transects,31,7,0,0,18,0,6,0,0,0,0,900,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carlos Zaragoza-Trello, Ignasi Bartomeus",carlos.zaragoza@ebd.csic.es
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,CUMBI4,Vicia faba,NA,NA,Ecuador,-1.0508333444595337,-78.50468444824219,NA,NA,NA,7,8,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,transects,NA,NA,NA,bees+flies,transects,191,73,0,1,115,0,2,0,0,0,0,900,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carlos Zaragoza-Trello, Ignasi Bartomeus",carlos.zaragoza@ebd.csic.es
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,CUMBI5,Vicia faba,NA,NA,Ecuador,-1.0317833423614502,-78.47786712646484,NA,NA,NA,7,8,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,transects,NA,NA,NA,bees+flies,transects,131,6,0,4,107,0,14,0,0,0,0,900,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carlos Zaragoza-Trello, Ignasi Bartomeus",carlos.zaragoza@ebd.csic.es
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,CUMBI6,Vicia faba,NA,NA,Ecuador,-1.0116000175476074,-78.45881652832031,NA,NA,NA,7,8,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,transects,NA,NA,NA,bees+flies,transects,110,15,0,1,80,0,14,0,0,0,0,900,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carlos Zaragoza-Trello, Ignasi Bartomeus",carlos.zaragoza@ebd.csic.es
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,Q2,Vicia faba,NA,NA,Ecuador,-0.9166499972343445,-78.82878112792969,NA,NA,NA,7,8,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,transects,NA,NA,NA,bees+flies,transects,42,0,0,1,33,0,8,0,0,0,0,900,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carlos Zaragoza-Trello, Ignasi Bartomeus",carlos.zaragoza@ebd.csic.es
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,Q3,Vicia faba,NA,NA,Ecuador,-0.9524000287055969,-78.86955261230469,NA,NA,NA,7,8,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,transects,NA,NA,NA,bees+flies,transects,45,0,0,6,32,0,7,0,0,0,0,900,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carlos Zaragoza-Trello, Ignasi Bartomeus",carlos.zaragoza@ebd.csic.es
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,CUMBI2,Vicia faba,NA,NA,Ecuador,-1.0563000440597534,-78.542449951171875,NA,NA,NA,7,8,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,transects,NA,NA,NA,bees+flies,transects,112,34,0,0,78,0,0,0,0,0,0,900,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carlos Zaragoza-Trello, Ignasi Bartomeus",carlos.zaragoza@ebd.csic.es
