study_id,site_id,crop,variety,management,country,latitude,longitude,X_UTM,Y_UTM,zone_UTM,sampling_start_month,sampling_end_month,sampling_year,field_size,yield,yield_units,yield2,yield2_units,yield_treatments_no_pollinators,yield_treatments_pollen_supplement,yield_treatments_no_pollinators2,yield_treatments_pollen_supplement2,fruits_per_plant,fruit_weight,plant_density,seeds_per_fruit,seeds_per_plant,seed_weight,sampling_richness,observed_pollinator_richness,other_pollinator_richness,other_richness_estimator_method,richness_restriction,sampling_abundance,abundance,ab_honeybee,ab_bombus,ab_wildbees,ab_syrphids,ab_humbleflies,ab_other_flies,ab_beetles,ab_lepidoptera,ab_nonbee_hymenoptera,ab_others,total_sampled_area,total_sampled_time,sampling_visitation,visitation_rate_units,visitation_rate,visit_honeybee,visit_bombus,visit_wildbees,visit_syrphids,visit_humbleflies,visit_other_flies,visit_beetles,visit_lepidoptera,visit_nonbee_hymenoptera,visit_others,Publication,Credit,Email_contact
Diego_Nabaes_Jodar_Apple_Argentina_2019,almo,Malus domestica,Red_delicious,conventional,Argentina,-38.846654,-68.098342,NA,NA,NA,10,10,2019,1,22.4664108,fruit set (%),NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,transects,2,2,Chao1,all visitors considered,transects,156,155,0,0,1,0,0,0,0,0,0,NA,30,transects,visits per 100 flowers and hour,3.151515151515152,3.1313131313131315,0,0,0.020202020202020204,0,0,0,0,0,0,NA,NA,dnabaesjodar@unrn.edu.ar
Diego_Nabaes_Jodar_Apple_Argentina_2019,boro,Malus domestica,Red_delicious,conventional,Argentina,-39.01231,-67.753951,NA,NA,NA,10,10,2019,1,6.2911844,fruit set (%),NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,transects,1,1,Chao1,all visitors considered,transects,78,78,0,0,0,0,0,0,0,0,0,NA,30,transects,visits per 100 flowers and hour,1.1063829787234043,1.1063829787234043,0,0,0,0,0,0,0,0,0,NA,NA,dnabaesjodar@unrn.edu.ar
Diego_Nabaes_Jodar_Apple_Argentina_2019,bp1,Malus domestica,Gala,organic,Argentina,-38.998277,-67.954604,NA,NA,NA,10,10,2019,1,11.5178166,fruit set (%),NA,NA,0.7157258,NA,NA,NA,NA,NA,NA,NA,NA,NA,transects,4,4,Chao1,all visitors considered,transects,86,76,6,0,4,0,0,0,0,0,0,NA,30,transects,visits per 100 flowers and hour,3.759562841530055,3.3224043715846996,0.26229508196721313,0,0.17486338797814208,0,0,0,0,0,0,NA,NA,dnabaesjodar@unrn.edu.ar
Diego_Nabaes_Jodar_Apple_Argentina_2019,bp13,Malus domestica,Gala,organic,Argentina,-39.00361,-67.94514,NA,NA,NA,10,10,2019,1,9.3914007,fruit set (%),NA,NA,0.5128205,NA,NA,NA,NA,NA,NA,NA,NA,NA,transects,6,13.939,Chao1,all visitors considered,transects,131,125,3,1,0,0,0,0,1,1,0,NA,30,transects,visits per 100 flowers and hour,3.011494252873563,2.8735632183908044,0.06896551724137931,0.022988505747126436,0,0,0,0,0.022988505747126436,0.022988505747126436,0,NA,NA,dnabaesjodar@unrn.edu.ar
Diego_Nabaes_Jodar_Apple_Argentina_2019,delimed,Malus domestica,Gala,organic,Argentina,-38.8618,-68.105516,NA,NA,NA,10,10,2019,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,transects,1,1,Chao1,all visitors considered,transects,67,67,0,0,0,0,0,0,0,0,0,NA,30,transects,visits per 100 flowers and hour,1.191111111111111,1.191111111111111,0,0,0,0,0,0,0,0,0,NA,NA,dnabaesjodar@unrn.edu.ar
Diego_Nabaes_Jodar_Apple_Argentina_2019,delinor,Malus domestica,Red_delicious,organic,Argentina,-38.831463,-68.106899,NA,NA,NA,10,10,2019,1,15.459522,fruit set (%),NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,transects,3,3.991,Chao1,all visitors considered,transects,106,104,0,0,0,0,2,0,0,0,0,NA,30,transects,visits per 100 flowers and hour,1.8354978354978355,1.800865800865801,0,0,0,0,0.03463203463203463,0,0,0,0,NA,NA,dnabaesjodar@unrn.edu.ar
Diego_Nabaes_Jodar_Apple_Argentina_2019,delisur,Malus domestica,Gala,organic,Argentina,-38.88145,-68.080988,NA,NA,NA,10,10,2019,1,9.0950439,fruit set (%),NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,transects,3,3.991,Chao1,all visitors considered,transects,115,113,0,0,2,0,0,0,0,0,0,NA,30,transects,visits per 100 flowers and hour,1.8699186991869918,1.8373983739837398,0,0,0.032520325203252036,0,0,0,0,0,0,NA,NA,dnabaesjodar@unrn.edu.ar
Diego_Nabaes_Jodar_Apple_Argentina_2019,garnor,Malus domestica,Red_delicious,conventional,Argentina,-39.019475,-67.692304,NA,NA,NA,10,10,2019,1,0.8534491,fruit set (%),NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,transects,1,1,Chao1,all visitors considered,transects,29,29,0,0,0,0,0,0,0,0,0,NA,30,transects,visits per 100 flowers and hour,0.31955922865013775,0.31955922865013775,0,0,0,0,0,0,0,0,0,NA,NA,dnabaesjodar@unrn.edu.ar
Diego_Nabaes_Jodar_Apple_Argentina_2019,garsur,Malus domestica,Red_delicious,conventional,Argentina,-39.028962,-67.711969,NA,NA,NA,10,10,2019,1,1.0805492,fruit set (%),NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,transects,2,2,Chao1,all visitors considered,transects,129,128,0,0,0,0,1,0,0,0,0,NA,30,transects,visits per 100 flowers and hour,3.583333333333333,3.5555555555555554,0,0,0,0,0.027777777777777776,0,0,0,0,NA,NA,dnabaesjodar@unrn.edu.ar
Diego_Nabaes_Jodar_Apple_Argentina_2019,lopnor,Malus domestica,Red_delicious,conventional,Argentina,-38.994797,-67.818218,NA,NA,NA,10,10,2019,1,3.447689,fruit set (%),NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,transects,1,1,Chao1,all visitors considered,transects,43,43,0,0,0,0,0,0,0,0,0,NA,30,transects,visits per 100 flowers and hour,0.4942528735632184,0.4942528735632184,0,0,0,0,0,0,0,0,0,NA,NA,dnabaesjodar@unrn.edu.ar
Diego_Nabaes_Jodar_Apple_Argentina_2019,lopsur,Malus domestica,Red_delicious,conventional,Argentina,-39.003665,-67.814041,NA,NA,NA,10,10,2019,1,3.8611115,fruit set (%),NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,transects,2,2,Chao1,all visitors considered,transects,47,46,0,0,0,0,1,0,0,0,0,NA,30,transects,visits per 100 flowers and hour,0.5911949685534591,0.5786163522012578,0,0,0,0,0.012578616352201259,0,0,0,0,NA,NA,dnabaesjodar@unrn.edu.ar
Diego_Nabaes_Jodar_Apple_Argentina_2019,lvallen,Malus domestica,Cripps_pink,organic,Argentina,-39.038539,-67.772363,NA,NA,NA,10,10,2019,1,14.4813077,fruit set (%),NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,transects,1,1,Chao1,all visitors considered,transects,47,47,0,0,0,0,0,0,0,0,0,NA,30,transects,visits per 100 flowers and hour,1.8431372549019607,1.8431372549019607,0,0,0,0,0,0,0,0,0,NA,NA,dnabaesjodar@unrn.edu.ar
Diego_Nabaes_Jodar_Apple_Argentina_2019,lvch11,Malus domestica,Red_delicious,conventional,Argentina,-38.514898,-68.481071,NA,NA,NA,10,10,2019,1,10.7235786,fruit set (%),NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,transects,7,19.376,Chao1,all visitors considered,transects,101,94,0,0,2,0,4,0,0,1,0,NA,30,transects,visits per 100 flowers and hour,2.6933333333333334,2.506666666666667,0,0,0.05333333333333334,0,0.10666666666666667,0,0,0.02666666666666667,0,NA,NA,dnabaesjodar@unrn.edu.ar
Diego_Nabaes_Jodar_Apple_Argentina_2019,lvch28,Malus domestica,Cripps_pink,organic,Argentina,-38.532668,-68.448175,NA,NA,NA,10,10,2019,1,20.9664623,fruit set (%),NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,transects,1,1,Chao1,all visitors considered,transects,145,145,0,0,0,0,0,0,0,0,0,NA,30,transects,visits per 100 flowers and hour,2.013888888888889,2.013888888888889,0,0,0,0,0,0,0,0,0,NA,NA,dnabaesjodar@unrn.edu.ar
Diego_Nabaes_Jodar_Apple_Argentina_2019,lvch4,Malus domestica,Gala,organic,Argentina,-38.53145,-68.459285,NA,NA,NA,10,10,2019,1,4.2499613,fruit set (%),NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,transects,4,6.984,Chao1,all visitors considered,transects,191,188,0,0,2,0,1,0,0,0,0,NA,30,transects,visits per 100 flowers and hour,2.2339181286549707,2.198830409356725,0,0,0.023391812865497075,0,0.011695906432748537,0,0,0,0,NA,NA,dnabaesjodar@unrn.edu.ar
Diego_Nabaes_Jodar_Apple_Argentina_2019,maiolo,Malus domestica,Red_delicious,conventional,Argentina,-38.624413,-68.320813,NA,NA,NA,10,10,2019,1,9.53359,fruit set (%),NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,transects,2,2,Chao1,all visitors considered,transects,96,95,0,0,1,0,0,0,0,0,0,NA,30,transects,visits per 100 flowers and hour,1.1428571428571428,1.130952380952381,0,0,0.011904761904761904,0,0,0,0,0,0,NA,NA,dnabaesjodar@unrn.edu.ar
Diego_Nabaes_Jodar_Apple_Argentina_2019,nmr,Malus domestica,Red_delicious,conventional,Argentina,-38.640066,-68.258624,NA,NA,NA,10,10,2019,1,8.7685509,fruit set (%),NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,transects,1,1,Chao1,all visitors considered,transects,69,69,0,0,0,0,0,0,0,0,0,NA,30,transects,visits per 100 flowers and hour,0.7419354838709677,0.7419354838709677,0,0,0,0,0,0,0,0,0,NA,NA,dnabaesjodar@unrn.edu.ar
Diego_Nabaes_Jodar_Apple_Argentina_2019,pach,Malus domestica,Red_delicious,organic,Argentina,-38.648304,-68.26465,NA,NA,NA,10,10,2019,1,7.0688444,fruit set (%),NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,transects,2,2,Chao1,all visitors considered,transects,182,181,0,0,0,0,1,0,0,0,0,NA,30,transects,visits per 100 flowers and hour,3.3703703703703702,3.3518518518518516,0,0,0,0,0.018518518518518517,0,0,0,0,NA,NA,dnabaesjodar@unrn.edu.ar
Diego_Nabaes_Jodar_Apple_Argentina_2019,reunor,Malus domestica,Red_delicious,conventional,Argentina,-39.002652,-67.73663,NA,NA,NA,10,10,2019,1,8.9877511,fruit set (%),NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,transects,1,1,Chao1,all visitors considered,transects,3,3,0,0,0,0,0,0,0,0,0,NA,30,transects,visits per 100 flowers and hour,0.06349206349206349,0.06349206349206349,0,0,0,0,0,0,0,0,0,NA,NA,dnabaesjodar@unrn.edu.ar
Diego_Nabaes_Jodar_Apple_Argentina_2019,reusur,Malus domestica,Red_delicious,conventional,Argentina,-39.006714,-67.74679,NA,NA,NA,10,10,2019,1,9.3301471,fruit set (%),NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,transects,1,1,Chao1,all visitors considered,transects,10,10,0,0,0,0,0,0,0,0,0,NA,30,transects,visits per 100 flowers and hour,0.31746031746031744,0.31746031746031744,0,0,0,0,0,0,0,0,0,NA,NA,dnabaesjodar@unrn.edu.ar
Diego_Nabaes_Jodar_Apple_Argentina_2019,reyes,Malus domestica,Red_delicious,conventional,Argentina,-38.860069,-68.049711,NA,NA,NA,10,10,2019,1,18.3061236,fruit set (%),NA,NA,0.2469136,NA,NA,NA,NA,NA,NA,NA,NA,NA,transects,1,1,Chao1,all visitors considered,transects,30,30,0,0,0,0,0,0,0,0,0,NA,30,transects,visits per 100 flowers and hour,0.5797101449275363,0.5797101449275363,0,0,0,0,0,0,0,0,0,NA,NA,dnabaesjodar@unrn.edu.ar
Diego_Nabaes_Jodar_Apple_Argentina_2019,ros109,Malus domestica,Red_delicious,organic,Argentina,-38.584916,-68.360212,NA,NA,NA,10,10,2019,1,13.1392796,fruit set (%),NA,NA,1.0582011,NA,NA,NA,NA,NA,NA,NA,NA,NA,transects,1,1,Chao1,all visitors considered,transects,95,95,0,0,0,0,0,0,0,0,0,NA,30,transects,visits per 100 flowers and hour,2.7941176470588234,2.7941176470588234,0,0,0,0,0,0,0,0,0,NA,NA,dnabaesjodar@unrn.edu.ar
