study_id,site_id,sampling_method,pollinator,identified_to,guild,abundance,total_sampled_area,total_sampled_time,total_sampled_flowers,description,notes
Diego_Nabaes_Jodar_Apple_Argentina_2019,lvallen,transects,Apis_mellifera,species,honeybees,47,NA,30,5100,two within site spatial replicates multiplied by three within site temporal replicates,NA
Diego_Nabaes_Jodar_Apple_Argentina_2019,bp1,transects,Apis_mellifera,species,honeybees,76,NA,30,4575,two within site spatial replicates multiplied by three within site temporal replicates,NA
Diego_Nabaes_Jodar_Apple_Argentina_2019,bp1,transects,Bombus_1,morphospecies,bumblebees,5,NA,30,4575,two within site spatial replicates multiplied by three within site temporal replicates,NA
Diego_Nabaes_Jodar_Apple_Argentina_2019,bp1,transects,Bombus_2,morphospecies,bumblebees,1,NA,30,4575,two within site spatial replicates multiplied by three within site temporal replicates,NA
Diego_Nabaes_Jodar_Apple_Argentina_2019,bp1,transects,Syrphidae_1,morphospecies,syrphids,4,NA,30,4575,two within site spatial replicates multiplied by three within site temporal replicates,NA
Diego_Nabaes_Jodar_Apple_Argentina_2019,bp13,transects,Apis_mellifera,species,honeybees,125,NA,30,8700,two within site spatial replicates multiplied by three within site temporal replicates,NA
Diego_Nabaes_Jodar_Apple_Argentina_2019,bp13,transects,Bombus_1,morphospecies,bumblebees,2,NA,30,8700,two within site spatial replicates multiplied by three within site temporal replicates,NA
Diego_Nabaes_Jodar_Apple_Argentina_2019,bp13,transects,Bombus_2,morphospecies,bumblebees,1,NA,30,8700,two within site spatial replicates multiplied by three within site temporal replicates,NA
Diego_Nabaes_Jodar_Apple_Argentina_2019,bp13,transects,Anthopila_1,morphospecies,other_wild_bees,1,NA,30,8700,two within site spatial replicates multiplied by three within site temporal replicates,NA
Diego_Nabaes_Jodar_Apple_Argentina_2019,bp13,transects,Tatochila,genera,lepidoptera,1,NA,30,8700,two within site spatial replicates multiplied by three within site temporal replicates,NA
Diego_Nabaes_Jodar_Apple_Argentina_2019,bp13,transects,Polybia,genera,non_bee_hymenoptera,1,NA,30,8700,two within site spatial replicates multiplied by three within site temporal replicates,NA
Diego_Nabaes_Jodar_Apple_Argentina_2019,lopsur,transects,Apis_mellifera,species,honeybees,46,NA,30,15900,two within site spatial replicates multiplied by three within site temporal replicates,NA
Diego_Nabaes_Jodar_Apple_Argentina_2019,lopsur,transects,Calliphoridae,family,other_flies,1,NA,30,15900,two within site spatial replicates multiplied by three within site temporal replicates,NA
Diego_Nabaes_Jodar_Apple_Argentina_2019,boro,transects,Apis_mellifera,species,honeybees,78,NA,30,14100,two within site spatial replicates multiplied by three within site temporal replicates,NA
Diego_Nabaes_Jodar_Apple_Argentina_2019,lopnor,transects,Apis_mellifera,species,honeybees,43,NA,30,17400,two within site spatial replicates multiplied by three within site temporal replicates,NA
Diego_Nabaes_Jodar_Apple_Argentina_2019,zec7,transects,Apis_mellifera,species,honeybees,214,NA,30,12600,two within site spatial replicates multiplied by three within site temporal replicates,NA
Diego_Nabaes_Jodar_Apple_Argentina_2019,zec7,transects,Bombus_1,morphospecies,bumblebees,1,NA,30,12600,two within site spatial replicates multiplied by three within site temporal replicates,NA
Diego_Nabaes_Jodar_Apple_Argentina_2019,zec7,transects,Syrphidae_1,morphospecies,syrphids,2,NA,30,12600,two within site spatial replicates multiplied by three within site temporal replicates,NA
Diego_Nabaes_Jodar_Apple_Argentina_2019,zec7,transects,Muscomorpha_1,morphospecies,other_flies,2,NA,30,12600,two within site spatial replicates multiplied by three within site temporal replicates,NA
Diego_Nabaes_Jodar_Apple_Argentina_2019,zec7,transects,Muscomorpha_2,morphospecies,other_flies,1,NA,30,12600,two within site spatial replicates multiplied by three within site temporal replicates,NA
Diego_Nabaes_Jodar_Apple_Argentina_2019,ros109,transects,Apis_mellifera,species,honeybees,95,NA,30,6800,two within site spatial replicates multiplied by three within site temporal replicates,NA
Diego_Nabaes_Jodar_Apple_Argentina_2019,lvch28,transects,Apis_mellifera,species,honeybees,145,NA,30,14400,two within site spatial replicates multiplied by three within site temporal replicates,NA
Diego_Nabaes_Jodar_Apple_Argentina_2019,zec4,transects,Apis_mellifera,species,honeybees,115,NA,30,13950,two within site spatial replicates multiplied by three within site temporal replicates,NA
Diego_Nabaes_Jodar_Apple_Argentina_2019,zec4,transects,Muscomorpha_3,morphospecies,other_flies,2,NA,30,13950,two within site spatial replicates multiplied by three within site temporal replicates,NA
Diego_Nabaes_Jodar_Apple_Argentina_2019,zec4,transects,Formicidae,family,non_bee_hymenoptera,2,NA,30,13950,two within site spatial replicates multiplied by three within site temporal replicates,NA
Diego_Nabaes_Jodar_Apple_Argentina_2019,delinor,transects,Muscomorpha_4,morphospecies,other_flies,1,NA,30,11550,two within site spatial replicates multiplied by three within site temporal replicates,NA
Diego_Nabaes_Jodar_Apple_Argentina_2019,delinor,transects,Apis_mellifera,species,honeybees,104,NA,30,11550,two within site spatial replicates multiplied by three within site temporal replicates,NA
Diego_Nabaes_Jodar_Apple_Argentina_2019,delinor,transects,Muscomorpha_5,morphospecies,other_flies,1,NA,30,11550,two within site spatial replicates multiplied by three within site temporal replicates,NA
