study_id,site_id,crop,variety,management,country,latitude,longitude,X_UTM,Y_UTM,zone_UTM,sampling_start_month,sampling_end_month,sampling_year,field_size,yield,yield_units,yield2,yield2_units,yield_treatments_no_pollinators,yield_treatments_pollen_supplement,yield_treatments_no_pollinators2,yield_treatments_pollen_supplement2,fruits_per_plant,fruit_weight,plant_density,seeds_per_fruit,seeds_per_plant,seed_weight,observed_pollinator_richness,other_pollinator_richness,other_richness_estimator_method,richness_restriction,abundance,ab_honeybee,ab_bombus,ab_wildbees,ab_syrphids,ab_humbleflies,ab_other_flies,ab_beetles,ab_lepidoptera,ab_nonbee_hymenoptera,ab_others,total_sampled_area,total_sampled_time,visitation_rate_units,visitation_rate,visit_honeybee,visit_bombus,visit_wildbees,visit_syrphids,visit_humbleflies,visit_other_flies,visit_beetles,visit_lepidoptera,visit_nonbee_hymenoptera,visit_others,Publication,Credit,Email_contact
Amparo_Lázaro_Prunus_dulcis_several_years,CanBeia,Prunus dulcis,"Progressos, Lluquers, Pou",NA,Spain,39.6778333333333,2.56405555555555,NA,NA,NA,2,3,2015,0.7471300000000002,NA,NA,NA,NA,NA,NA,NA,NA,58.510260507822728,NA,NA,NA,NA,NA,NA,NA,NA,NA,674,437,218,11,6,0,1,0,1,0,NA,20 almond individuals; 5-10  meters separation between individuals,130,visits per 100 flowers and hour,5.452706802400054,3.5353603451762963,1.7636351378682666,0.08899076383738962,0.048540416638576146,0,0.008090069439762692,0,0.008090069439762692,0,NA,10.1016/j.agee.2018.05.004; 10.1016/j.agee.2019.02.009,Amparo Lázaro; David Alomar; Miguel A. González-Estévez,amparo.lazaro@imedea.uib-csic.es
Amparo_Lázaro_Prunus_dulcis_several_years,Cooperativa,Prunus dulcis,Over 60 varieties,NA,Spain,39.6903611111111,2.86172222222222,NA,NA,NA,2,3,2015,1.30553,NA,NA,NA,NA,NA,NA,NA,NA,375.23986879232677,NA,NA,NA,NA,NA,NA,NA,NA,NA,481,467,9,0,2,0,3,0,0,0,NA,20 almond individuals; 5-10  meters separation between individuals,150,visits per 100 flowers and hour,1.3249776186213071,1.2864127814888782,0.02479168101370429,0,0.005509262447489842,0,0.008263893671234764,0,0,0,NA,10.1016/j.agee.2018.05.004; 10.1016/j.agee.2019.02.009,Amparo Lázaro; David Alomar; Miguel A. González-Estévez,amparo.lazaro@imedea.uib-csic.es
Amparo_Lázaro_Prunus_dulcis_several_years,EsRafal,Prunus dulcis,NA,NA,Spain,39.64775,2.76172222222222,NA,NA,NA,2,3,2015,4.64483,NA,NA,NA,NA,NA,NA,NA,NA,79.913036714891405,NA,NA,NA,NA,NA,NA,NA,NA,NA,195,179,0,2,3,0,9,0,2,0,NA,20 almond individuals; 5-10  meters separation between individuals,285,visits per 100 flowers and hour,0.3415644527743354,0.31353865152105653,0,0.0035032251566598505,0.005254837734989775,0,0.015764513204969327,0,0.0035032251566598505,0,NA,10.1016/j.agee.2018.05.004; 10.1016/j.agee.2019.02.009,Amparo Lázaro; David Alomar; Miguel A. González-Estévez,amparo.lazaro@imedea.uib-csic.es
Amparo_Lázaro_Prunus_dulcis_several_years,FestivalPark,Prunus dulcis,NA,NA,Spain,39.6452222222222,2.74675,NA,NA,NA,2,3,2015,1.0971490000000004,NA,NA,NA,NA,NA,NA,NA,NA,253.81942002707962,NA,NA,NA,NA,NA,NA,NA,NA,NA,374,365,0,2,2,0,4,1,0,0,NA,20 almond individuals; 5-10  meters separation between individuals,260,visits per 100 flowers and hour,0.575768461025299,0.5619130702519629,0,0.0030789757274080156,0.0030789757274080156,0,0.006157951454816031,0.0015394878637040078,0,0,NA,10.1016/j.agee.2018.05.004; 10.1016/j.agee.2019.02.009,Amparo Lázaro; David Alomar; Miguel A. González-Estévez,amparo.lazaro@imedea.uib-csic.es
Amparo_Lázaro_Prunus_dulcis_several_years,SaCanova,Prunus dulcis,Over 60 varieties,NA,Spain,39.74625,3.01677777777777,NA,NA,NA,3,3,2015,1.17294,NA,NA,NA,NA,NA,NA,NA,NA,143.5916137062363,NA,NA,NA,NA,NA,NA,NA,NA,NA,463,407,5,17,2,0,7,1,20,4,NA,20 almond individuals; 5-10  meters separation between individuals,250,visits per 100 flowers and hour,0.4976265114196149,0.43743842364532015,0.005373936408419166,0.018271383788625167,0.0021495745633676663,0,0.007523510971786834,0.0010747872816838332,0.021495745633676663,0.004299149126735333,NA,10.1016/j.agee.2018.05.004; 10.1016/j.agee.2019.02.009,Amparo Lázaro; David Alomar; Miguel A. González-Estévez,amparo.lazaro@imedea.uib-csic.es
Amparo_Lázaro_Prunus_dulcis_several_years,SaFillola,Prunus dulcis,"Pou, Pons, Canaleta",NA,Spain,39.7063055555555,3.08586111111111,NA,NA,NA,2,3,2015,13.251878999999999,NA,NA,NA,NA,NA,NA,NA,NA,224.47995255491327,NA,NA,NA,NA,NA,NA,NA,NA,NA,563,535,1,21,3,0,3,0,0,0,NA,20 almond individuals; 5-10  meters separation between individuals,300,visits per 100 flowers and hour,0.29010898410326436,0.27568082858835957,5.152912683894571e-4,0.0108211166361786,0.0015458738051683713,0,0.0015458738051683713,0,0,0,NA,10.1016/j.agee.2018.05.004; 10.1016/j.agee.2019.02.009,Amparo Lázaro; David Alomar; Miguel A. González-Estévez,amparo.lazaro@imedea.uib-csic.es
Amparo_Lázaro_Prunus_dulcis_several_years,SaMarineta,Prunus dulcis,NA,NA,Spain,39.5815833333333,3.34894444444444,NA,NA,NA,2,2,2015,30,NA,NA,NA,NA,NA,NA,NA,NA,48.07719747963074,NA,NA,NA,NA,NA,NA,NA,NA,NA,247,243,2,0,1,0,1,0,0,0,NA,20 almond individuals; 5-10  meters separation between individuals,65,visits per 100 flowers and hour,9.08366533864542,8.936561446521607,0.07355194606190622,0,0.03677597303095311,0,0.03677597303095311,0,0,0,NA,10.1016/j.agee.2018.05.004; 10.1016/j.agee.2019.02.009,Amparo Lázaro; David Alomar; Miguel A. González-Estévez,amparo.lazaro@imedea.uib-csic.es
Amparo_Lázaro_Prunus_dulcis_several_years,SesCabanasses,Prunus dulcis,"Ferragnès, Masbovera, Glorieta, Pou",NA,Spain,39.6796666666666,3.22822222222222,NA,NA,NA,2,2,2015,2.3775600000000003,NA,NA,NA,NA,NA,NA,NA,NA,35.319137426602126,NA,NA,NA,NA,NA,NA,NA,NA,NA,724,686,13,20,0,0,3,0,0,0,NA,20 almond individuals; 5-10  meters separation between individuals,215,visits per 100 flowers and hour,1.5961961733915861,1.5124179211970001,0.028660981013937322,0.04409381694451895,0,0,0.006614072541677843,0,0,0,NA,10.1016/j.agee.2018.05.004; 10.1016/j.agee.2019.02.009,Amparo Lázaro; David Alomar; Miguel A. González-Estévez,amparo.lazaro@imedea.uib-csic.es
Amparo_Lázaro_Prunus_dulcis_several_years,Shospitalet,Prunus dulcis,"Pou, Canaleta",NA,Spain,39.4909444444444,3.25575,NA,NA,NA,2,3,2015,1.4916599999999998,NA,NA,NA,NA,NA,NA,NA,NA,80.017731834750151,NA,NA,NA,NA,NA,NA,NA,NA,NA,670,546,2,83,4,0,7,0,28,0,NA,20 almond individuals; 5-10  meters separation between individuals,295,visits per 100 flowers and hour,0.7347740021604549,0.5987859778800124,0.002193355230329716,0.09102424205868322,0.004386710460659432,0,0.007676743306154007,0,0.03070697322461603,0,NA,10.1016/j.agee.2018.05.004; 10.1016/j.agee.2019.02.009,Amparo Lázaro; David Alomar; Miguel A. González-Estévez,amparo.lazaro@imedea.uib-csic.es
Amparo_Lázaro_Prunus_dulcis_several_years,Sindioteria,Prunus dulcis,"Canaleta, Agrills, Mollars, Potes",NA,Spain,39.6169166666666,2.67766666666666,NA,NA,NA,2,3,2015,4.699299999999998,NA,NA,NA,NA,NA,NA,NA,NA,491.45215800773167,NA,NA,NA,NA,NA,NA,NA,NA,NA,576,542,14,6,0,0,8,0,0,6,NA,20 almond individuals; 5-10  meters separation between individuals,285,visits per 100 flowers and hour,0.346852658375724,0.32637871673549024,0.00843044655774329,0.003613048524747124,0,0,0.004817398032996165,0,0,0.003613048524747124,NA,10.1016/j.agee.2018.05.004; 10.1016/j.agee.2019.02.009,Amparo Lázaro; David Alomar; Miguel A. González-Estévez,amparo.lazaro@imedea.uib-csic.es
Amparo_Lázaro_Prunus_dulcis_several_years,SonBlai,Prunus dulcis,NA,NA,Spain,39.6229722222222,2.64733333333333,NA,NA,NA,2,3,2015,85,NA,NA,NA,NA,NA,NA,NA,NA,146.13718258341623,NA,NA,NA,NA,NA,NA,NA,NA,NA,629,600,14,1,1,0,9,0,1,3,NA,20 almond individuals; 5-10  meters separation between individuals,210,visits per 100 flowers and hour,1.1252538082417238,1.0733740619157939,0.025045394778035187,0.0017889567698596565,0.0017889567698596565,0,0.016100610928736908,0,0.0017889567698596565,0.005366870309578969,NA,10.1016/j.agee.2018.05.004; 10.1016/j.agee.2019.02.009,Amparo Lázaro; David Alomar; Miguel A. González-Estévez,amparo.lazaro@imedea.uib-csic.es
Amparo_Lázaro_Prunus_dulcis_several_years,SonCos,Prunus dulcis,"Ferragnès, Masbovera, Glorieta, Gomós",NA,Spain,39.6314444444444,2.74722222222222,NA,NA,NA,3,3,2015,55,NA,NA,NA,NA,NA,NA,NA,NA,156.37699414645783,NA,NA,NA,NA,NA,NA,NA,NA,NA,1014,962,0,5,4,0,8,20,13,2,NA,20 almond individuals; 5-10  meters separation between individuals,390,visits per 100 flowers and hour,0.40179261319734205,0.38118786380260655,0,0.0019812259033399507,0.0015849807226719604,0,0.003169961445343921,0.007924903613359803,0.0051511873486838715,7.924903613359802e-4,NA,10.1016/j.agee.2018.05.004; 10.1016/j.agee.2019.02.009,Amparo Lázaro; David Alomar; Miguel A. González-Estévez,amparo.lazaro@imedea.uib-csic.es
Amparo_Lázaro_Prunus_dulcis_several_years,SonMarrano,Prunus dulcis,"Ferragnès, Masbovera, Glorieta",NA,Spain,39.4338333333333,2.94677777777777,NA,NA,NA,3,3,2015,0.9741219999999998,NA,NA,NA,NA,NA,NA,NA,NA,102.71399630731631,NA,NA,NA,NA,NA,NA,NA,NA,NA,717,664,5,36,9,0,3,0,0,0,NA,20 almond individuals; 5-10  meters separation between individuals,300,visits per 100 flowers and hour,0.45918857472221336,0.4252457651541836,0.003202151846040539,0.023055493291491886,0.0057638733228729715,0,0.0019212911076243236,0,0,0,NA,10.1016/j.agee.2018.05.004; 10.1016/j.agee.2019.02.009,Amparo Lázaro; David Alomar; Miguel A. González-Estévez,amparo.lazaro@imedea.uib-csic.es
Amparo_Lázaro_Prunus_dulcis_several_years,SonPinya,Prunus dulcis,NA,NA,Spain,39.4508611111111,3.09455555555555,NA,NA,NA,3,3,2015,1.389571,NA,NA,NA,NA,NA,NA,NA,NA,201.03632468557481,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,335,1,21,4,0,4,0,10,9,NA,20 almond individuals; 5-10  meters separation between individuals,185,visits per 100 flowers and hour,1.7236567422441027,1.4959197115330942,0.004465431974725654,0.09377407146923876,0.017861727898902616,0,0.017861727898902616,0,0.04465431974725654,0.04018888777253089,NA,10.1016/j.agee.2018.05.004; 10.1016/j.agee.2019.02.009,Amparo Lázaro; David Alomar; Miguel A. González-Estévez,amparo.lazaro@imedea.uib-csic.es
Amparo_Lázaro_Prunus_dulcis_several_years,SonPou,Prunus dulcis,"Ferragnés, Glorieta, Pou",NA,Spain,39.6161388888888,2.64680555555555,NA,NA,NA,2,3,2015,30,NA,NA,NA,NA,NA,NA,NA,NA,450.68476453792692,NA,NA,NA,NA,NA,NA,NA,NA,NA,1608,1580,15,1,2,0,9,0,0,1,NA,20 almond individuals; 5-10  meters separation between individuals,240,visits per 100 flowers and hour,1.3220639984214162,1.2990429835235306,0.012332686552438582,8.221791034959056e-4,0.0016443582069918111,0,0.00739961193146315,0,0,8.221791034959056e-4,NA,10.1016/j.agee.2018.05.004; 10.1016/j.agee.2019.02.009,Amparo Lázaro; David Alomar; Miguel A. González-Estévez,amparo.lazaro@imedea.uib-csic.es
