study_id,site_id,crop,variety,management,country,latitude,longitude,X_UTM,Y_UTM,zone_UTM,sampling_start_month,sampling_end_month,sampling_year,field_size,yield,yield_units,yield2,yield2_units,yield_treatments_no_pollinators,yield_treatments_pollen_supplement,yield_treatments_no_pollinators2,yield_treatments_pollen_supplement2,fruits_per_plant,fruit_weight,plant_density,seeds_per_fruit,seeds_per_plant,seed_weight,observed_pollinator_richness,other_pollinator_richness,other_richness_estimator_method,richness_restriction,abundance,ab_honeybee,ab_bombus,ab_wildbees,ab_syrphids,ab_humbleflies,ab_other_flies,ab_beetles,ab_lepidoptera,ab_nonbee_hymenoptera,ab_others,total_sampled_area,total_sampled_time,visitation_rate_units,visitation_rate,visit_honeybee,visit_bombus,visit_wildbees,visit_syrphids,visit_humbleflies,visit_other_flies,visit_beetles,visit_lepidoptera,visit_nonbee_hymenoptera,visit_others,Publication,Credit,Email_contact
Pablo_Cavigliasso_Vaccinium_corymbosum_Argentina_2016,AB,Vaccinium corymbosum,Emerald,conventional,Argentina,-31.3265,-58.08404444,-4052629.696,3912847.668,NA,7,9,2016,92.8,75.9,fruitset (%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,31.82,Chao1,NA,100,63,6,0,26,0,2,0,0,3,0,NA,150,visits per hour and plant,1.333333333,0.84,0.08,0,0.346666667,0,0.026666667,0,0,0.04,0,NA,"Pablo Cavigliasso. Instituto Nacional de Tecnología Agropecuaria (INTA), Estación Experimental Agropecuaria Concordia. Programa Nacional Apícola (PROAPI)",pablo.cavigliaso@gmail.com; cavigliasso.pablo@inta.gob.ar
Pablo_Cavigliasso_Vaccinium_corymbosum_Argentina_2016,AR,Vaccinium corymbosum,Emerald,conventional,Argentina,-31.4065083,-58.12713056,-4060011.614,3904795.243,NA,7,9,2016,21,77.3,fruitset (%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,15.852,Chao1,NA,54,39,1,0,10,0,0,0,3,1,0,NA,150,visits per hour and plant,0.72,0.52,0.013333333,0,0.133333333,0,0,0,0.04,0.013333333,0,NA,"Pablo Cavigliasso. Instituto Nacional de Tecnología Agropecuaria (INTA), Estación Experimental Agropecuaria Concordia. Programa Nacional Apícola (PROAPI)",pablo.cavigliaso@gmail.com; cavigliasso.pablo@inta.gob.ar
Pablo_Cavigliasso_Vaccinium_corymbosum_Argentina_2016,BB,Vaccinium corymbosum,Emerald,conventional,Argentina,-31.4587111,-58.14964167,-4065419.621,3900210.857,NA,7,9,2016,11.5,75.3,fruitset (%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,55.128,Chao1,NA,109,77,0,1,24,0,0,0,5,2,0,NA,150,visits per hour and plant,1.453333333,1.026666667,0,0.013333333,0.32,0,0,0,0.066666667,0.026666667,0,NA,"Pablo Cavigliasso. Instituto Nacional de Tecnología Agropecuaria (INTA), Estación Experimental Agropecuaria Concordia. Programa Nacional Apícola (PROAPI)",pablo.cavigliaso@gmail.com; cavigliasso.pablo@inta.gob.ar
Pablo_Cavigliasso_Vaccinium_corymbosum_Argentina_2016,BBR3,Vaccinium corymbosum,Emerald,conventional,Argentina,-31.2228194,-58.06592778,-4040367.675,3919017.595,NA,7,9,2016,1168,72.6,fruitset (%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7.973,Chao1,NA,37,24,0,0,11,0,0,0,0,2,0,NA,150,visits per hour and plant,0.493333333,0.32,0,0,0.146666667,0,0,0,0,0.026666667,0,NA,"Pablo Cavigliasso. Instituto Nacional de Tecnología Agropecuaria (INTA), Estación Experimental Agropecuaria Concordia. Programa Nacional Apícola (PROAPI)",pablo.cavigliaso@gmail.com; cavigliasso.pablo@inta.gob.ar
Pablo_Cavigliasso_Vaccinium_corymbosum_Argentina_2016,BBR4,Vaccinium corymbosum,Emerald,conventional,Argentina,-31.2238583,-58.04071389,-4041377.164,3921564.628,NA,7,9,2016,89,68.1,fruitset (%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,13.224,Chao1,NA,86,56,3,0,18,0,0,0,1,8,0,NA,150,visits per hour and plant,1.146666667,0.746666667,0.04,0,0.24,0,0,0,0.013333333,0.106666667,0,NA,"Pablo Cavigliasso. Instituto Nacional de Tecnología Agropecuaria (INTA), Estación Experimental Agropecuaria Concordia. Programa Nacional Apícola (PROAPI)",pablo.cavigliaso@gmail.com; cavigliasso.pablo@inta.gob.ar
Pablo_Cavigliasso_Vaccinium_corymbosum_Argentina_2016,BBR5,Vaccinium corymbosum,Emerald,conventional,Argentina,-31.2207528,-58.05311944,-4040587.265,3920455.074,NA,7,9,2016,1168,62.4,fruitset (%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,65.242,Chao1,NA,66,33,7,0,18,0,1,1,2,4,0,NA,150,visits per hour and plant,0.88,0.44,0.093333333,0,0.24,0,0.013333333,0.013333333,0.026666667,0.053333333,0,NA,"Pablo Cavigliasso. Instituto Nacional de Tecnología Agropecuaria (INTA), Estación Experimental Agropecuaria Concordia. Programa Nacional Apícola (PROAPI)",pablo.cavigliaso@gmail.com; cavigliasso.pablo@inta.gob.ar
Pablo_Cavigliasso_Vaccinium_corymbosum_Argentina_2016,BM,Vaccinium corymbosum,Emerald,conventional,Argentina,-31.3840306,-58.14605556,-4056650.044,3903865.669,NA,7,9,2016,33.8,79.9,fruitset (%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,18.839,Chao1,NA,56,34,0,0,19,0,1,0,0,2,0,NA,150,visits per hour and plant,0.746666667,0.453333333,0,0,0.253333333,0,0.013333333,0,0,0.026666667,0,NA,"Pablo Cavigliasso. Instituto Nacional de Tecnología Agropecuaria (INTA), Estación Experimental Agropecuaria Concordia. Programa Nacional Apícola (PROAPI)",pablo.cavigliaso@gmail.com; cavigliasso.pablo@inta.gob.ar
Pablo_Cavigliasso_Vaccinium_corymbosum_Argentina_2016,BSA,Vaccinium corymbosum,Emerald,conventional,Argentina,-31.1934417,-58.04826111,-4037460.277,3922122.291,NA,7,9,2016,29.7,77.4,fruitset (%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,28.723,Chao1,NA,65,42,0,2,17,0,0,0,0,4,0,NA,150,visits per hour and plant,0.866666667,0.56,0,0.026666667,0.226666667,0,0,0,0,0.053333333,0,NA,"Pablo Cavigliasso. Instituto Nacional de Tecnología Agropecuaria (INTA), Estación Experimental Agropecuaria Concordia. Programa Nacional Apícola (PROAPI)",pablo.cavigliaso@gmail.com; cavigliasso.pablo@inta.gob.ar
Pablo_Cavigliasso_Vaccinium_corymbosum_Argentina_2016,BSF,Vaccinium corymbosum,Emerald,conventional,Argentina,-31.1856028,-58.04411944,-4036698.446,3922891.038,NA,7,9,2016,29.7,74,fruitset (%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,13.447,Chao1,NA,85,63,6,1,13,0,1,0,1,0,0,NA,150,visits per hour and plant,1.133333333,0.84,0.08,0.013333333,0.173333333,0,0.013333333,0,0.013333333,0,0,NA,"Pablo Cavigliasso. Instituto Nacional de Tecnología Agropecuaria (INTA), Estación Experimental Agropecuaria Concordia. Programa Nacional Apícola (PROAPI)",pablo.cavigliaso@gmail.com; cavigliasso.pablo@inta.gob.ar
Pablo_Cavigliasso_Vaccinium_corymbosum_Argentina_2016,PSE,Vaccinium corymbosum,Emerald,conventional,Argentina,-31.372975,-58.12293889,-4056162.94,3906649.617,NA,7,9,2016,68.6,75.4,fruitset (%),NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,28.804,Chao1,NA,92,64,9,0,17,0,1,0,0,1,0,NA,150,visits per hour and plant,1.226666667,0.853333333,0.12,0,0.226666667,0,0.013333333,0,0,0.013333333,0,NA,"Pablo Cavigliasso. Instituto Nacional de Tecnología Agropecuaria (INTA), Estación Experimental Agropecuaria Concordia. Programa Nacional Apícola (PROAPI)",pablo.cavigliaso@gmail.com; cavigliasso.pablo@inta.gob.ar
