study_id,site_id,sampling_method,pollinator,identified_to,guild,abundance,total_sampled_area,total_sampled_time,total_sampled_flowers,description,notes
Eeraerts_etal_Vaccinium_corymbosum_USA_2021,Harb,Net catches,Apis.mellifera,Species,honeybees,44,1200,120,NA,"4 transects sampled of 100 m long, 3 m wide. Each transect was sampled on the same day, 30 min per transect",NA
Eeraerts_etal_Vaccinium_corymbosum_USA_2021,Harb,Net catches,Bombus.melanopygus,Species,bumblebees,2,1200,120,NA,"4 transects sampled of 100 m long, 3 m wide. Each transect was sampled on the same day, 30 min per transect",NA
Eeraerts_etal_Vaccinium_corymbosum_USA_2021,Chuckanut,Net catches,Apis.mellifera,Species,honeybees,96,1200,120,NA,"4 transects sampled of 100 m long, 3 m wide. Each transect was sampled on the same day, 30 min per transect",NA
Eeraerts_etal_Vaccinium_corymbosum_USA_2021,Chuckanut,Net catches,Bombus.bifarius,Species,bumblebees,1,1200,120,NA,"4 transects sampled of 100 m long, 3 m wide. Each transect was sampled on the same day, 30 min per transect",NA
Eeraerts_etal_Vaccinium_corymbosum_USA_2021,Manny,Net catches,Apis.mellifera,Species,honeybees,56,1200,120,NA,"4 transects sampled of 100 m long, 3 m wide. Each transect was sampled on the same day, 30 min per transect",NA
Eeraerts_etal_Vaccinium_corymbosum_USA_2021,Manny,Net catches,Bombus.flavifrons,Species,bumblebees,2,1200,120,NA,"4 transects sampled of 100 m long, 3 m wide. Each transect was sampled on the same day, 30 min per transect",NA
Eeraerts_etal_Vaccinium_corymbosum_USA_2021,Manny,Net catches,Bombus.melanopygus,Species,bumblebees,5,1200,120,NA,"4 transects sampled of 100 m long, 3 m wide. Each transect was sampled on the same day, 30 min per transect",NA
Eeraerts_etal_Vaccinium_corymbosum_USA_2021,Manny,Net catches,Bombus.mixtus,Species,bumblebees,3,1200,120,NA,"4 transects sampled of 100 m long, 3 m wide. Each transect was sampled on the same day, 30 min per transect",NA
Eeraerts_etal_Vaccinium_corymbosum_USA_2021,Manny,Net catches,Bombus.sitkensis,Species,bumblebees,2,1200,120,NA,"4 transects sampled of 100 m long, 3 m wide. Each transect was sampled on the same day, 30 min per transect",NA
Eeraerts_etal_Vaccinium_corymbosum_USA_2021,Manny,Net catches,Bombus.vosnesenskii,Species,bumblebees,1,1200,120,NA,"4 transects sampled of 100 m long, 3 m wide. Each transect was sampled on the same day, 30 min per transect",NA
Eeraerts_etal_Vaccinium_corymbosum_USA_2021,Manny,Net catches,Andrena.andrena.sp1,Subgenus,other_wild_bees,1,1200,120,NA,"4 transects sampled of 100 m long, 3 m wide. Each transect was sampled on the same day, 30 min per transect",NA
Eeraerts_etal_Vaccinium_corymbosum_USA_2021,MP.Woodland,Net catches,Apis.mellifera,Species,honeybees,84,1200,120,NA,"4 transects sampled of 100 m long, 3 m wide. Each transect was sampled on the same day, 30 min per transect",NA
Eeraerts_etal_Vaccinium_corymbosum_USA_2021,MP.Sunrise,Net catches,Apis.mellifera,Species,honeybees,77,1200,120,NA,"4 transects sampled of 100 m long, 3 m wide. Each transect was sampled on the same day, 30 min per transect",NA
Eeraerts_etal_Vaccinium_corymbosum_USA_2021,MP.Sunrise,Net catches,Bombus.mixtus,Species,bumblebees,1,1200,120,NA,"4 transects sampled of 100 m long, 3 m wide. Each transect was sampled on the same day, 30 min per transect",NA
Eeraerts_etal_Vaccinium_corymbosum_USA_2021,MP.Sunrise,Net catches,Andrena.perplexa,Species,other_wild_bees,1,1200,120,NA,"4 transects sampled of 100 m long, 3 m wide. Each transect was sampled on the same day, 30 min per transect",NA
Eeraerts_etal_Vaccinium_corymbosum_USA_2021,MP.Axling,Net catches,Apis.mellifera,Species,honeybees,55,1200,120,NA,"4 transects sampled of 100 m long, 3 m wide. Each transect was sampled on the same day, 30 min per transect",NA
Eeraerts_etal_Vaccinium_corymbosum_USA_2021,MP.Axling,Net catches,Bombus.impatiens,Species,bumblebees,1,1200,120,NA,"4 transects sampled of 100 m long, 3 m wide. Each transect was sampled on the same day, 30 min per transect",NA
