study_id,site_id,crop,variety,management,country,latitude,longitude,X_UTM,Y_UTM,zone_UTM,sampling_start_month,sampling_end_month,sampling_year,field_size,yield,yield_units,yield2,yield2_units,yield_treatments_no_pollinators,yield_treatments_pollen_supplement,yield_treatments_no_pollinators2,yield_treatments_pollen_supplement2,fruits_per_plant,fruit_weight,plant_density,seeds_per_fruit,seeds_per_plant,seed_weight,observed_pollinator_richness,other_pollinator_richness,other_richness_estimator_method,richness_restriction,abundance,ab_honeybee,ab_bombus,ab_wildbees,ab_syrphids,ab_humbleflies,ab_other_flies,ab_beetles,ab_lepidoptera,ab_nonbee_hymenoptera,ab_others,total_sampled_area,total_sampled_time,visitation_rate_units,visitation_rate,visit_honeybee,visit_bombus,visit_wildbees,visit_syrphids,visit_humbleflies,visit_other_flies,visit_beetles,visit_lepidoptera,visit_nonbee_hymenoptera,visit_others,Publication,Credit,Email_contact
Juliana_Hipólito_Coffea_arabica_Brazil_2013,C01,Coffea arabica,catucai,conventional,Brazil,-13.482222557067871,-41.33944320678711,246784,8508367,SAD 69 24S,10,11,2013,3.59,1,bags/hectare,48,fruit set,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,2,2,Chao1,NA,11,10,0,0,0,0,0,1,0,0,0,200,40,visits per 100 flowers and hour,1.71875,1.5625,0,0,0,0,0,0.15625,0,0,0,10.1016/j.agee.2017.09.038,"Juliana Hipólito, Blandina Viana (Universidade Federal da Bahia)",jhdsousa@yahoo.com
Juliana_Hipólito_Coffea_arabica_Brazil_2013,C02,Coffea arabica,catucai,conventional,Brazil,-13.484167098999023,-41.31194305419922,249750,8508189,SAD 69 24S,10,11,2013,14,13,bags/hectare,74,fruit set,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,1,1,Chao1,NA,1,0,0,1,0,0,0,0,0,0,0,200,40,visits per 100 flowers and hour,0.15625,0,0,0.15625,0,0,0,0,0,0,0,10.1016/j.agee.2017.09.038,"Juliana Hipólito, Blandina Viana (Universidade Federal da Bahia)",jhdsousa@yahoo.com
Juliana_Hipólito_Coffea_arabica_Brazil_2013,C03,Coffea arabica,catucai,conventional,Brazil,-13.43416690826416,-41.28972244262695,252117,8513754,SAD 69 24S,10,11,2013,12,7,bags/hectare,65,fruit set,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,1,1,Chao1,NA,1,0,0,0,0,0,0,1,0,0,0,200,40,visits per 100 flowers and hour,0.15625,0,0,0,0,0,0,0.15625,0,0,0,10.1016/j.agee.2017.09.038,"Juliana Hipólito, Blandina Viana (Universidade Federal da Bahia)",jhdsousa@yahoo.com
Juliana_Hipólito_Coffea_arabica_Brazil_2013,C04,Coffea arabica,catucai,conventional,Brazil,-13.412500381469727,-41.272220611572266,253993,8516152,SAD 69 24S,10,11,2013,6.7,31,bags/hectare,79,fruit set,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,3,3.8,Chao1,NA,5,0,0,0,0,0,0,4,0,1,0,200,40,visits per 100 flowers and hour,0.78125,0,0,0,0,0,0,0.625,0,0.15625,0,10.1016/j.agee.2017.09.038,"Juliana Hipólito, Blandina Viana (Universidade Federal da Bahia)",jhdsousa@yahoo.com
Juliana_Hipólito_Coffea_arabica_Brazil_2013,C05,Coffea arabica,catucai,conventional,Brazil,-13.35444450378418,-41.35222244262695,245271,8522498,SAD 69 24S,10,11,2013,33.5,49,bags/hectare,73,fruit set,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,4,6.88,Chao1,NA,25,22,0,0,0,0,1,1,0,1,0,200,40,visits per 100 flowers and hour,3.90625,3.4375,0,0,0,0,0.15625,0.15625,0,0.15625,0,10.1016/j.agee.2017.09.038,"Juliana Hipólito, Blandina Viana (Universidade Federal da Bahia)",jhdsousa@yahoo.com
Juliana_Hipólito_Coffea_arabica_Brazil_2013,C07,Coffea arabica,catucai,conventional,Brazil,-13.299444198608398,-41.3488883972168,245551,8528564,SAD 69 24S,10,11,2013,9.3,41,bags/hectare,70,fruit set,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,8,16.1,Chao1,NA,10,0,0,0,5,0,5,0,0,0,0,200,40,visits per 100 flowers and hour,1.5625,0,0,0,0.78125,0,0.78125,0,0,0,0,10.1016/j.agee.2017.09.038,"Juliana Hipólito, Blandina Viana (Universidade Federal da Bahia)",jhdsousa@yahoo.com
Juliana_Hipólito_Coffea_arabica_Brazil_2013,C08,Coffea arabica,catucai,conventional,Brazil,-13.296111106872559,-41.38194274902344,241963,8528919,SAD 69 24S,10,11,2013,25.7,8,bags/hectare,60,fruit set,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,7,18.607,Chao1,NA,14,7,0,3,0,0,1,0,1,0,2,200,40,visits per 100 flowers and hour,2.1875,1.09375,0,0.46875,0,0,0.15625,0,0.15625,0,0.3125,10.1016/j.agee.2017.09.038,"Juliana Hipólito, Blandina Viana (Universidade Federal da Bahia)",jhdsousa@yahoo.com
Juliana_Hipólito_Coffea_arabica_Brazil_2013,C09,Coffea arabica,catucai,conventional,Brazil,-13.319167137145996,-41.32583236694336,248093,8526426,SAD 69 24S,10,11,2013,45.5,48,bags/hectare,80,fruit set,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,11,22.717,Chao1,NA,23,9,2,3,0,0,2,1,3,2,1,200,40,visits per 100 flowers and hour,3.59375,1.40625,0.3125,0.46875,0,0,0.3125,0.15625,0.46875,0.3125,0.15625,10.1016/j.agee.2017.09.038,"Juliana Hipólito, Blandina Viana (Universidade Federal da Bahia)",jhdsousa@yahoo.com
Juliana_Hipólito_Coffea_arabica_Brazil_2013,C10,Coffea arabica,catucai,conventional,Brazil,-13.21500015258789,-41.3466682434082,245725,8537929,SAD 69 24S,10,11,2013,61,18,bags/hectare,65,fruit set,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,3,4.5,Chao1,NA,4,2,0,0,0,1,0,0,0,1,0,200,40,visits per 100 flowers and hour,0.625,0.3125,0,0,0,0.15625,0,0,0,0.15625,0,10.1016/j.agee.2017.09.038,"Juliana Hipólito, Blandina Viana (Universidade Federal da Bahia)",jhdsousa@yahoo.com
Juliana_Hipólito_Coffea_arabica_Brazil_2013,C11,Coffea arabica,catucai,conventional,Brazil,-13.151944160461426,-41.45222091674805,234193,8544814,SAD 69 24S,10,11,2013,104.5,44,bags/hectare,53,fruit set,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,3,4.5,Chao1,NA,4,2,0,0,0,0,0,0,0,2,0,200,40,visits per 100 flowers and hour,0.625,0.3125,0,0,0,0,0,0,0,0.3125,0,10.1016/j.agee.2017.09.038,"Juliana Hipólito, Blandina Viana (Universidade Federal da Bahia)",jhdsousa@yahoo.com
