study_id,site_id,crop,variety,management,country,latitude,longitude,X_UTM,Y_UTM,zone_UTM,sampling_start_month,sampling_end_month,sampling_year,field_size,yield,yield_units,yield2,yield2_units,yield_treatments_no_pollinators,yield_treatments_pollen_supplement,yield_treatments_no_pollinators2,yield_treatments_pollen_supplement2,fruits_per_plant,fruit_weight,plant_density,seeds_per_fruit,seeds_per_plant,seed_weight,sampling_richness,observed_pollinator_richness,other_pollinator_richness,other_richness_estimator_method,richness_restriction,sampling_abundance,abundance,ab_honeybee,ab_bombus,ab_wildbees,ab_syrphids,ab_humbleflies,ab_other_flies,ab_beetles,ab_lepidoptera,ab_nonbee_hymenoptera,ab_others,total_sampled_area,total_sampled_time,sampling_visitation,visitation_rate_units,visitation_rate,visit_honeybee,visit_bombus,visit_wildbees,visit_syrphids,visit_humbleflies,visit_other_flies,visit_beetles,visit_lepidoptera,visit_nonbee_hymenoptera,visit_others,Publication,Credit,Email_contact,notes
Willis_Chan_Raine_Cucurbita_pepo_Canada_2017,1A,Cucurbita pepo,Table Star acorn squash,conventional,Canada,44.421129,-78.34625,NA,NA,NA,8,8,2017,0.002928,29,# fruit over 500g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,1,1,Chao1,only bees,other,8,0,0,8,0,0,0,0,0,0,0,29.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1038/s41598-021-83341-7,D. Susan Willis Chan and Nigel E. Raine,nraine@uoguelph.ca,"Be aware that yield differences are common among squash varieties and can be quite large.  Also, Cucurbita crops have an intrinsic pysiological limit on fruit set of about 50%.  We planted 28 squash plants in each enclosure."
Willis_Chan_Raine_Cucurbita_pepo_Canada_2017,1B,Cucurbita pepo,Table Star acorn squash,conventional,Canada,44.421129,-78.34625,NA,NA,NA,8,8,2017,0.002928,26,# fruit over 500g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,1,1,Chao1,only bees,other,8,0,0,8,0,0,0,0,0,0,0,29.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1038/s41598-021-83341-7,D. Susan Willis Chan and Nigel E. Raine,nraine@uoguelph.ca,"Be aware that yield differences are common among squash varieties and can be quite large.  Also, Cucurbita crops have an intrinsic pysiological limit on fruit set of about 50%.  We planted 28 squash plants in each enclosure."
Willis_Chan_Raine_Cucurbita_pepo_Canada_2017,1C,Cucurbita pepo,Table Star acorn squash,conventional,Canada,44.421129,-78.34625,NA,NA,NA,8,8,2017,0.002928,40,# fruit over 500g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,1,1,Chao1,only bees,other,8,0,0,8,0,0,0,0,0,0,0,29.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1038/s41598-021-83341-7,D. Susan Willis Chan and Nigel E. Raine,nraine@uoguelph.ca,"Be aware that yield differences are common among squash varieties and can be quite large.  Also, Cucurbita crops have an intrinsic pysiological limit on fruit set of about 50%.  We planted 28 squash plants in each enclosure."
Willis_Chan_Raine_Cucurbita_pepo_Canada_2017,2A,Cucurbita pepo,Table Star acorn squash,conventional,Canada,44.421129,-78.34625,NA,NA,NA,8,8,2017,0.002928,11,# fruit over 500g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,1,1,Chao1,only bees,other,8,0,0,8,0,0,0,0,0,0,0,29.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1038/s41598-021-83341-7,D. Susan Willis Chan and Nigel E. Raine,nraine@uoguelph.ca,"Be aware that yield differences are common among squash varieties and can be quite large.  Also, Cucurbita crops have an intrinsic pysiological limit on fruit set of about 50%.  We planted 28 squash plants in each enclosure."
Willis_Chan_Raine_Cucurbita_pepo_Canada_2017,2B,Cucurbita pepo,Table Star acorn squash,conventional,Canada,44.421129,-78.34625,NA,NA,NA,8,8,2017,0.002928,25,# fruit over 500g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,1,1,Chao1,only bees,other,8,0,0,8,0,0,0,0,0,0,0,29.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1038/s41598-021-83341-7,D. Susan Willis Chan and Nigel E. Raine,nraine@uoguelph.ca,"Be aware that yield differences are common among squash varieties and can be quite large.  Also, Cucurbita crops have an intrinsic pysiological limit on fruit set of about 50%.  We planted 28 squash plants in each enclosure."
Willis_Chan_Raine_Cucurbita_pepo_Canada_2017,2C,Cucurbita pepo,Table Star acorn squash,conventional,Canada,44.421129,-78.34625,NA,NA,NA,8,8,2017,0.002928,45,# fruit over 500g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,1,1,Chao1,only bees,other,8,0,0,8,0,0,0,0,0,0,0,29.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1038/s41598-021-83341-7,D. Susan Willis Chan and Nigel E. Raine,nraine@uoguelph.ca,"Be aware that yield differences are common among squash varieties and can be quite large.  Also, Cucurbita crops have an intrinsic pysiological limit on fruit set of about 50%.  We planted 28 squash plants in each enclosure."
Willis_Chan_Raine_Cucurbita_pepo_Canada_2017,3A,Cucurbita pepo,Table Star acorn squash,conventional,Canada,44.421129,-78.34625,NA,NA,NA,8,8,2017,0.002928,10,# fruit over 500g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,1,1,Chao1,only bees,other,8,0,0,8,0,0,0,0,0,0,0,29.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1038/s41598-021-83341-7,D. Susan Willis Chan and Nigel E. Raine,nraine@uoguelph.ca,"Be aware that yield differences are common among squash varieties and can be quite large.  Also, Cucurbita crops have an intrinsic pysiological limit on fruit set of about 50%.  We planted 28 squash plants in each enclosure."
Willis_Chan_Raine_Cucurbita_pepo_Canada_2017,3B,Cucurbita pepo,Table Star acorn squash,conventional,Canada,44.421129,-78.34625,NA,NA,NA,8,8,2017,0.002928,30,# fruit over 500g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,1,1,Chao1,only bees,other,8,0,0,8,0,0,0,0,0,0,0,29.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1038/s41598-021-83341-7,D. Susan Willis Chan and Nigel E. Raine,nraine@uoguelph.ca,"Be aware that yield differences are common among squash varieties and can be quite large.  Also, Cucurbita crops have an intrinsic pysiological limit on fruit set of about 50%.  We planted 28 squash plants in each enclosure."
Willis_Chan_Raine_Cucurbita_pepo_Canada_2017,3C,Cucurbita pepo,Table Star acorn squash,conventional,Canada,44.421129,-78.34625,NA,NA,NA,8,8,2017,0.002928,38,# fruit over 500g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,1,1,Chao1,only bees,other,8,0,0,8,0,0,0,0,0,0,0,29.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1038/s41598-021-83341-7,D. Susan Willis Chan and Nigel E. Raine,nraine@uoguelph.ca,"Be aware that yield differences are common among squash varieties and can be quite large.  Also, Cucurbita crops have an intrinsic pysiological limit on fruit set of about 50%.  We planted 28 squash plants in each enclosure."
Willis_Chan_Raine_Cucurbita_pepo_Canada_2017,4A,Cucurbita pepo,Table Star acorn squash,conventional,Canada,44.421129,-78.34625,NA,NA,NA,8,8,2017,0.002928,28,# fruit over 500g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,1,1,Chao1,only bees,other,8,0,0,8,0,0,0,0,0,0,0,29.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1038/s41598-021-83341-7,D. Susan Willis Chan and Nigel E. Raine,nraine@uoguelph.ca,"Be aware that yield differences are common among squash varieties and can be quite large.  Also, Cucurbita crops have an intrinsic pysiological limit on fruit set of about 50%.  We planted 28 squash plants in each enclosure."
Willis_Chan_Raine_Cucurbita_pepo_Canada_2017,4B,Cucurbita pepo,Table Star acorn squash,conventional,Canada,44.421129,-78.34625,NA,NA,NA,8,8,2017,0.002928,32,# fruit over 500g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,1,1,Chao1,only bees,other,8,0,0,8,0,0,0,0,0,0,0,29.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1038/s41598-021-83341-7,D. Susan Willis Chan and Nigel E. Raine,nraine@uoguelph.ca,"Be aware that yield differences are common among squash varieties and can be quite large.  Also, Cucurbita crops have an intrinsic pysiological limit on fruit set of about 50%.  We planted 28 squash plants in each enclosure."
Willis_Chan_Raine_Cucurbita_pepo_Canada_2017,4C,Cucurbita pepo,Table Star acorn squash,conventional,Canada,44.421129,-78.34625,NA,NA,NA,8,8,2017,0.002928,32,# fruit over 500g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,1,1,Chao1,only bees,other,8,0,0,8,0,0,0,0,0,0,0,29.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1038/s41598-021-83341-7,D. Susan Willis Chan and Nigel E. Raine,nraine@uoguelph.ca,"Be aware that yield differences are common among squash varieties and can be quite large.  Also, Cucurbita crops have an intrinsic pysiological limit on fruit set of about 50%.  We planted 28 squash plants in each enclosure."
Willis_Chan_Raine_Cucurbita_pepo_Canada_2018,1A,Cucurbita pepo,Celebration acorn squash,conventional,Canada,44.421129,-78.34625,NA,NA,NA,8,8,2018,0.002928,35,# fruit over 500g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,1,1,Chao1,only bees,other,3,0,0,3,0,0,0,0,0,0,0,29.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1038/s41598-021-83341-7,D. Susan Willis Chan and Nigel E. Raine,nraine@uoguelph.ca,"Be aware that yield differences are common among squash varieties and can be quite large.  Also, Cucurbita crops have an intrinsic pysiological limit on fruit set of about 50%.  We planted 28 squash plants in each enclosure."
Willis_Chan_Raine_Cucurbita_pepo_Canada_2018,1B,Cucurbita pepo,Celebration acorn squash,conventional,Canada,44.421129,-78.34625,NA,NA,NA,8,8,2018,0.002928,45,# fruit over 500g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,1,1,Chao1,only bees,other,22,0,0,22,0,0,0,0,0,0,0,29.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1038/s41598-021-83341-7,D. Susan Willis Chan and Nigel E. Raine,nraine@uoguelph.ca,"Be aware that yield differences are common among squash varieties and can be quite large.  Also, Cucurbita crops have an intrinsic pysiological limit on fruit set of about 50%.  We planted 28 squash plants in each enclosure."
Willis_Chan_Raine_Cucurbita_pepo_Canada_2018,1C,Cucurbita pepo,Celebration acorn squash,conventional,Canada,44.421129,-78.34625,NA,NA,NA,8,8,2018,0.002928,48,# fruit over 500g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,1,1,Chao1,only bees,other,17,0,0,17,0,0,0,0,0,0,0,29.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1038/s41598-021-83341-7,D. Susan Willis Chan and Nigel E. Raine,nraine@uoguelph.ca,"Be aware that yield differences are common among squash varieties and can be quite large.  Also, Cucurbita crops have an intrinsic pysiological limit on fruit set of about 50%.  We planted 28 squash plants in each enclosure."
Willis_Chan_Raine_Cucurbita_pepo_Canada_2018,2A,Cucurbita pepo,Celebration acorn squash,conventional,Canada,44.421129,-78.34625,NA,NA,NA,8,8,2018,0.002928,34,# fruit over 500g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,1,1,Chao1,only bees,other,5,0,0,5,0,0,0,0,0,0,0,29.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1038/s41598-021-83341-7,D. Susan Willis Chan and Nigel E. Raine,nraine@uoguelph.ca,"Be aware that yield differences are common among squash varieties and can be quite large.  Also, Cucurbita crops have an intrinsic pysiological limit on fruit set of about 50%.  We planted 28 squash plants in each enclosure."
Willis_Chan_Raine_Cucurbita_pepo_Canada_2018,2B,Cucurbita pepo,Celebration acorn squash,conventional,Canada,44.421129,-78.34625,NA,NA,NA,8,8,2018,0.002928,44,# fruit over 500g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,1,1,Chao1,only bees,other,13,0,0,13,0,0,0,0,0,0,0,29.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1038/s41598-021-83341-7,D. Susan Willis Chan and Nigel E. Raine,nraine@uoguelph.ca,"Be aware that yield differences are common among squash varieties and can be quite large.  Also, Cucurbita crops have an intrinsic pysiological limit on fruit set of about 50%.  We planted 28 squash plants in each enclosure."
Willis_Chan_Raine_Cucurbita_pepo_Canada_2018,2C,Cucurbita pepo,Celebration acorn squash,conventional,Canada,44.421129,-78.34625,NA,NA,NA,8,8,2018,0.002928,43,# fruit over 500g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,1,1,Chao1,only bees,other,30,0,0,30,0,0,0,0,0,0,0,29.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1038/s41598-021-83341-7,D. Susan Willis Chan and Nigel E. Raine,nraine@uoguelph.ca,"Be aware that yield differences are common among squash varieties and can be quite large.  Also, Cucurbita crops have an intrinsic pysiological limit on fruit set of about 50%.  We planted 28 squash plants in each enclosure."
