study_id,site_id,crop,variety,management,country,latitude,longitude,X_UTM,Y_UTM,zone_UTM,sampling_start_month,sampling_end_month,sampling_year,field_size,yield,yield_units,yield2,yield2_units,yield_treatments_no_pollinators,yield_treatments_pollen_supplement,yield_treatments_no_pollinators2,yield_treatments_pollen_supplement2,fruits_per_plant,fruit_weight,plant_density,seeds_per_fruit,seeds_per_plant,seed_weight,sampling_richness,observed_pollinator_richness,other_pollinator_richness,other_richness_estimator_method,richness_restriction,sampling_abundance,abundance,ab_honeybee,ab_bombus,ab_wildbees,ab_syrphids,ab_humbleflies,ab_other_flies,ab_beetles,ab_lepidoptera,ab_nonbee_hymenoptera,ab_others,total_sampled_area,total_sampled_time,sampling_visitation,visitation_rate_units,visitation_rate,visit_honeybee,visit_bombus,visit_wildbees,visit_syrphids,visit_humbleflies,visit_other_flies,visit_beetles,visit_lepidoptera,visit_nonbee_hymenoptera,visit_others,Publication,Credit,Email_contact,notes
Eeraerts_etal_sweetcherry_Belgium_2017,Eeraerts_etal_2017_1,Prunus avium,Kordia and Regina,conventional,Belgium,50.7826690673828,5.25860118865967,NA,NA,31U,4,4,2015,0.7,6.18,fruit set (%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,observed pollinator richness,6,8.214,Chao1,all visitors considered,"Insect net, cathing from central observation plot (5 x 4 m2)+Insect net, cathing from three  observation plot (5 x 4 m2)",62,55,2,4,1,0,0,0,0,0,0,20,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.agee.2017.01.031,"Maxime Eeraerts, Guy Smagghen and Ivan Meeus",maxime.eeraerts@gmail.com,NA
Eeraerts_etal_sweetcherry_Belgium_2017,Eeraerts_etal_2017_2,Prunus avium,Kordia and Regina,conventional,Belgium,50.8705177307129,5.22807455062866,NA,NA,31U,4,4,2015,1.4,7.03,fruit set (%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,observed pollinator richness,5,6.969,Chao1,all visitors considered,"Insect net, cathing from central observation plot (5 x 4 m2)+Insect net, cathing from three  observation plot (5 x 4 m2)",65,57,1,3,4,0,0,0,0,0,0,20,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.agee.2017.01.031,"Maxime Eeraerts, Guy Smagghen and Ivan Meeus",maxime.eeraerts@gmail.com,NA
Eeraerts_etal_sweetcherry_Belgium_2017,Eeraerts_etal_2017_3,Prunus avium,Kordia and Regina,conventional,Belgium,50.7708625793457,5.32553243637085,NA,NA,31U,4,4,2015,2.2,8.8,fruit set (%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,observed pollinator richness,4,4,Chao1,all visitors considered,"Insect net, cathing from central observation plot (5 x 4 m2)+Insect net, cathing from three  observation plot (5 x 4 m2)",31,24,4,0,3,0,0,0,0,0,0,20,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.agee.2017.01.031,"Maxime Eeraerts, Guy Smagghen and Ivan Meeus",maxime.eeraerts@gmail.com,NA
Eeraerts_etal_sweetcherry_Belgium_2017,Eeraerts_etal_2017_4,Prunus avium,Kordia and Regina,conventional,Belgium,50.8036155700684,4.11061811447144,NA,NA,31U,4,4,2015,1,17.51,fruit set (%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,observed pollinator richness,10,11.467,Chao1,all visitors considered,"Insect net, cathing from central observation plot (5 x 4 m2)+Insect net, cathing from three  observation plot (5 x 4 m2)",46,12,4,19,11,0,0,0,0,0,0,20,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.agee.2017.01.031,"Maxime Eeraerts, Guy Smagghen and Ivan Meeus",maxime.eeraerts@gmail.com,NA
Eeraerts_etal_sweetcherry_Belgium_2017,Eeraerts_etal_2017_5,Prunus avium,Kordia and Regina,conventional,Belgium,50.9625968933105,4.14462280273438,NA,NA,31U,4,4,2015,1,18.99,fruit set (%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,observed pollinator richness,9,9.981,Chao1,all visitors considered,"Insect net, cathing from central observation plot (5 x 4 m2)+Insect net, cathing from three  observation plot (5 x 4 m2)",52,29,13,6,4,0,0,0,0,0,0,20,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.agee.2017.01.031,"Maxime Eeraerts, Guy Smagghen and Ivan Meeus",maxime.eeraerts@gmail.com,NA
Eeraerts_etal_sweetcherry_Belgium_2017,Eeraerts_etal_2017_6,Prunus avium,Kordia and Regina,conventional,Belgium,50.8032073974609,5.28096294403076,NA,NA,31U,4,4,2015,0.6,12.34,fruit set (%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,observed pollinator richness,2,2,Chao1,all visitors considered,"Insect net, cathing from central observation plot (5 x 4 m2)+Insect net, cathing from three  observation plot (5 x 4 m2)",51,48,3,0,0,0,0,0,0,0,0,20,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.agee.2017.01.031,"Maxime Eeraerts, Guy Smagghen and Ivan Meeus",maxime.eeraerts@gmail.com,NA
Eeraerts_etal_sweetcherry_Belgium_2017,Eeraerts_etal_2017_7,Prunus avium,Kordia and Regina,conventional,Belgium,50.7650680541992,5.51744651794434,NA,NA,31U,4,4,2015,1.8,24.24,fruit set (%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,observed pollinator richness,6,8.921,Chao1,all visitors considered,"Insect net, cathing from central observation plot (5 x 4 m2)+Insect net, cathing from three  observation plot (5 x 4 m2)",38,24,13,1,0,0,0,0,0,0,0,20,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.agee.2017.01.031,"Maxime Eeraerts, Guy Smagghen and Ivan Meeus",maxime.eeraerts@gmail.com,NA
Eeraerts_etal_sweetcherry_Belgium_2019,Eeraerts_etal_2019_1,Prunus avium,Kordia and Regina,conventional,Belgium,50.7941055297852,5.27310371398926,NA,NA,31U,4,5,2016,1,16.2,fruit set (%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,observed pollinator richness,9,29.553,Chao1,all visitors considered,"Insect net, cathing from central observation plot (5 x 4 m2)+Insect net, cathing from three  observation plot (5 x 4 m2)",47,37,5,3,2,0,0,0,0,0,0,60,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.agee.2019.106586,"Maxime Eeraerts, Guy Smagghen and Ivan Meeus",maxime.eeraerts@gmail.com,NA
Eeraerts_etal_sweetcherry_Belgium_2019,Eeraerts_etal_2019_2,Prunus avium,Kordia and Regina,conventional,Belgium,50.8906669616699,5.20197772979736,NA,NA,31U,4,5,2016,0.6,NA,fruit set (%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,observed pollinator richness,4,6.972,Chao1,all visitors considered,"Insect net, cathing from central observation plot (5 x 4 m2)+Insect net, cathing from three  observation plot (5 x 4 m2)",108,105,2,1,0,0,0,0,0,0,0,60,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.agee.2019.106586,"Maxime Eeraerts, Guy Smagghen and Ivan Meeus",maxime.eeraerts@gmail.com,Fruit set measurement was omitted due to gibberellin application
Eeraerts_etal_sweetcherry_Belgium_2019,Eeraerts_etal_2019_3,Prunus avium,Kordia and Regina,conventional,Belgium,50.8283500671387,5.13080406188965,NA,NA,31U,4,5,2016,0.6,21.6,fruit set (%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,observed pollinator richness,10,12.208,Chao1,all visitors considered,"Insect net, cathing from central observation plot (5 x 4 m2)+Insect net, cathing from three  observation plot (5 x 4 m2)",54,27,15,7,5,0,0,0,0,0,0,60,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.agee.2019.106586,"Maxime Eeraerts, Guy Smagghen and Ivan Meeus",maxime.eeraerts@gmail.com,NA
