study_id,site_id,crop,variety,management,country,latitude,longitude,X_UTM,Y_UTM,zone_UTM,sampling_start_month,sampling_end_month,sampling_year,field_size,yield,yield_units,yield2,yield2_units,yield_treatments_no_pollinators,yield_treatments_pollen_supplement,yield_treatments_no_pollinators2,yield_treatments_pollen_supplement2,fruits_per_plant,fruit_weight,plant_density,seeds_per_fruit,seeds_per_plant,seed_weight,sampling_richness,observed_pollinator_richness,other_pollinator_richness,other_richness_estimator_method,richness_restriction,sampling_abundance,abundance,ab_honeybee,ab_bombus,ab_wildbees,ab_syrphids,ab_humbleflies,ab_other_flies,ab_beetles,ab_lepidoptera,ab_nonbee_hymenoptera,ab_others,total_sampled_area,total_sampled_time,sampling_visitation,visitation_rate_units,visitation_rate,visit_honeybee,visit_bombus,visit_wildbees,visit_syrphids,visit_humbleflies,visit_other_flies,visit_beetles,visit_lepidoptera,visit_nonbee_hymenoptera,visit_others,Publication,Credit,Email_contact,notes
Timothy_Weekers_Malus_domestica_France_2019,Aire - A6,Malus domestica,Juliet,organic,France,43.629206,4.175109,NA,NA,NA,4,4,2019,5.94,20000,kg per ha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sweep net,16,21.959,Chao1,only bees,sweep net,146,100,7,39,0,0,0,0,0,0,0,59400,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.agee.2021.107697,"Timothy Weekers, Jordi Bosch, Diego Cejas, Bianca Drepper, Michael Garratt, Louise Hutchinson, Nicolas Leclercq, Patrick Lhomme, Leon Marshall, Denis Michez, Jean-Marc Molenberg, Stuart Roberts, Laura Roquer-Beni, Guy Smagghe, Peter Vandamme, Nicolas J. Vereecken, Thomas J. Wood","Timothy.weekers@ulb.be, Nicolas.Vereecken@ulb.be",NA
Timothy_Weekers_Malus_domestica_Spain_2019,Corbins,Malus domestica,Golden delicious,IPM,Spain,41.681277,0.665965,NA,NA,NA,4,4,2019,0.65,69230,kg per ha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sweep net,9,16.967,Chao1,only bees,sweep net,246,121,95,30,0,0,0,0,0,0,0,6500,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.agee.2021.107697,"Timothy Weekers, Jordi Bosch, Diego Cejas, Bianca Drepper, Michael Garratt, Louise Hutchinson, Nicolas Leclercq, Patrick Lhomme, Leon Marshall, Denis Michez, Jean-Marc Molenberg, Stuart Roberts, Laura Roquer-Beni, Guy Smagghe, Peter Vandamme, Nicolas J. Vereecken, Thomas J. Wood","Timothy.weekers@ulb.be, Nicolas.Vereecken@ulb.be",NA
Timothy_Weekers_Malus_domestica_Netherlands_2019,Cothen,Malus domestica,Junami,IPM,Netherlands,51.990638,5.281485,NA,NA,NA,4,4,2019,28,53570,kg per ha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sweep net,2,2,Chao1,only bees,sweep net,132,131,0,1,0,0,0,0,0,0,0,280000,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.agee.2021.107697,"Timothy Weekers, Jordi Bosch, Diego Cejas, Bianca Drepper, Michael Garratt, Louise Hutchinson, Nicolas Leclercq, Patrick Lhomme, Leon Marshall, Denis Michez, Jean-Marc Molenberg, Stuart Roberts, Laura Roquer-Beni, Guy Smagghe, Peter Vandamme, Nicolas J. Vereecken, Thomas J. Wood","Timothy.weekers@ulb.be, Nicolas.Vereecken@ulb.be",NA
Timothy_Weekers_Malus_domestica_Morocco_2019,Draa1,Malus domestica,Golden delicious,IPM,Morocco,32.2284,-4.71162,NA,NA,NA,4,4,2019,0.24,41600,kg per ha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sweep net,1,1,Chao1,only bees,sweep net,43,43,0,0,0,0,0,0,0,0,0,2400,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.agee.2021.107697,"Timothy Weekers, Jordi Bosch, Diego Cejas, Bianca Drepper, Michael Garratt, Louise Hutchinson, Nicolas Leclercq, Patrick Lhomme, Leon Marshall, Denis Michez, Jean-Marc Molenberg, Stuart Roberts, Laura Roquer-Beni, Guy Smagghe, Peter Vandamme, Nicolas J. Vereecken, Thomas J. Wood","Timothy.weekers@ulb.be, Nicolas.Vereecken@ulb.be",NA
Timothy_Weekers_Malus_domestica_Morocco_2019,Draa2,Malus domestica,Golden delicious,IPM,Morocco,32.2287,-4.70587,NA,NA,NA,4,4,2019,2,15000,kg per ha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sweep net,2,2,Chao1,only bees,sweep net,35,34,0,1,0,0,0,0,0,0,0,20000,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.agee.2021.107697,"Timothy Weekers, Jordi Bosch, Diego Cejas, Bianca Drepper, Michael Garratt, Louise Hutchinson, Nicolas Leclercq, Patrick Lhomme, Leon Marshall, Denis Michez, Jean-Marc Molenberg, Stuart Roberts, Laura Roquer-Beni, Guy Smagghe, Peter Vandamme, Nicolas J. Vereecken, Thomas J. Wood","Timothy.weekers@ulb.be, Nicolas.Vereecken@ulb.be",NA
Timothy_Weekers_Malus_domestica_Morocco_2019,Fes1,Malus domestica,Gala,IPM,Morocco,33.6151,-4.77529,NA,NA,NA,4,4,2019,8,55000,kg per ha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sweep net,4,4.983,Chao1,only bees,sweep net,59,32,25,2,0,0,0,0,0,0,0,80000,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.agee.2021.107697,"Timothy Weekers, Jordi Bosch, Diego Cejas, Bianca Drepper, Michael Garratt, Louise Hutchinson, Nicolas Leclercq, Patrick Lhomme, Leon Marshall, Denis Michez, Jean-Marc Molenberg, Stuart Roberts, Laura Roquer-Beni, Guy Smagghe, Peter Vandamme, Nicolas J. Vereecken, Thomas J. Wood","Timothy.weekers@ulb.be, Nicolas.Vereecken@ulb.be",NA
Timothy_Weekers_Malus_domestica_Morocco_2019,Fes2,Malus domestica,Gala,IPM,Morocco,33.6701,-4.86728,NA,NA,NA,4,4,2019,20,33000,kg per ha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sweep net,6,6.986,Chao1,only bees,sweep net,70,29,27,14,0,0,0,0,0,0,0,200000,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.agee.2021.107697,"Timothy Weekers, Jordi Bosch, Diego Cejas, Bianca Drepper, Michael Garratt, Louise Hutchinson, Nicolas Leclercq, Patrick Lhomme, Leon Marshall, Denis Michez, Jean-Marc Molenberg, Stuart Roberts, Laura Roquer-Beni, Guy Smagghe, Peter Vandamme, Nicolas J. Vereecken, Thomas J. Wood","Timothy.weekers@ulb.be, Nicolas.Vereecken@ulb.be",NA
Timothy_Weekers_Malus_domestica_France_2019,GAEC Croix du Merle,Malus domestica,Opal,organic,France,45.309581,1.425855,NA,NA,NA,4,4,2019,2,35500,kg per ha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sweep net,19,21.073,Chao1,only bees,sweep net,207,45,115,47,0,0,0,0,0,0,0,20000,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.agee.2021.107697,"Timothy Weekers, Jordi Bosch, Diego Cejas, Bianca Drepper, Michael Garratt, Louise Hutchinson, Nicolas Leclercq, Patrick Lhomme, Leon Marshall, Denis Michez, Jean-Marc Molenberg, Stuart Roberts, Laura Roquer-Beni, Guy Smagghe, Peter Vandamme, Nicolas J. Vereecken, Thomas J. Wood","Timothy.weekers@ulb.be, Nicolas.Vereecken@ulb.be",NA
Timothy_Weekers_Malus_domestica_France_2019,GAEC Rochette,Malus domestica,Golden delicious,IPM,France,45.254742,1.519952,NA,NA,NA,4,4,2019,1.5,85000,kg per ha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sweep net,20,32.447,Chao1,only bees,sweep net,238,77,130,31,0,0,0,0,0,0,0,15000,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.agee.2021.107697,"Timothy Weekers, Jordi Bosch, Diego Cejas, Bianca Drepper, Michael Garratt, Louise Hutchinson, Nicolas Leclercq, Patrick Lhomme, Leon Marshall, Denis Michez, Jean-Marc Molenberg, Stuart Roberts, Laura Roquer-Beni, Guy Smagghe, Peter Vandamme, Nicolas J. Vereecken, Thomas J. Wood","Timothy.weekers@ulb.be, Nicolas.Vereecken@ulb.be",NA
Timothy_Weekers_Malus_domestica_Netherlands_2019,Gino Bio,Malus domestica,Maribel,organic,Netherlands,51.263354,4.034682,NA,NA,NA,4,4,2019,4.5,35000,kg per ha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sweep net,7,9.233,Chao1,only bees,sweep net,135,118,15,2,0,0,0,0,0,0,0,45000,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.agee.2021.107697,"Timothy Weekers, Jordi Bosch, Diego Cejas, Bianca Drepper, Michael Garratt, Louise Hutchinson, Nicolas Leclercq, Patrick Lhomme, Leon Marshall, Denis Michez, Jean-Marc Molenberg, Stuart Roberts, Laura Roquer-Beni, Guy Smagghe, Peter Vandamme, Nicolas J. Vereecken, Thomas J. Wood","Timothy.weekers@ulb.be, Nicolas.Vereecken@ulb.be",NA
