study_id,site_id,crop,variety,management,country,latitude,longitude,X_UTM,Y_UTM,zone_UTM,sampling_start_month,sampling_end_month,sampling_year,field_size,yield,yield_units,yield2,yield2_units,yield_treatments_no_pollinators,yield_treatments_pollen_supplement,yield_treatments_no_pollinators2,yield_treatments_pollen_supplement2,fruits_per_plant,fruit_weight,plant_density,seeds_per_fruit,seeds_per_plant,seed_weight,sampling_richness,observed_pollinator_richness,other_pollinator_richness,other_richness_estimator_method,richness_restriction,sampling_abundance,abundance,ab_honeybee,ab_bombus,ab_wildbees,ab_syrphids,ab_humbleflies,ab_other_flies,ab_beetles,ab_lepidoptera,ab_nonbee_hymenoptera,ab_others,total_sampled_area,total_sampled_time,sampling_visitation,visitation_rate_units,visitation_rate,visit_honeybee,visit_bombus,visit_wildbees,visit_syrphids,visit_humbleflies,visit_other_flies,visit_beetles,visit_lepidoptera,visit_nonbee_hymenoptera,visit_others,Publication,Credit,Email_contact,notes
Ariza_etal_sweetcherry_Belgium_2019,Ariza_etal_2019_1,Prunus avium,Kordia and Regina,conventional,Belgium,50.9625242273677,4.14465605596089,NA,NA,31U,4,4,2019,1.06,26.6,fruit set (%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sweep net,9,16.871,Chao 1,all visitors considered,sweep net,62,42,7,8,5,0,0,0,0,0,0,10625,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Daniel Ariza, Maxime Eeraerts, Matti Pisman, Ivan Meeus and Guy Smagghe",daniel.ariza@ugent.be,NA
Ariza_etal_sweetcherry_Belgium_2019,Ariza_etal_2019_2,Prunus avium,Kordia and Regina,conventional,Belgium,51.0100320720083,3.54027305035789,NA,NA,31U,4,4,2019,0.6775,22.1,fruit set (%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sweep net,11,38.72,Chao 1,all visitors considered,sweep net,100,82,5,7,6,0,0,0,0,0,0,6775,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Daniel Ariza, Maxime Eeraerts, Matti Pisman, Ivan Meeus and Guy Smagghe",daniel.ariza@ugent.be,NA
Ariza_etal_sweetcherry_Belgium_2019,Ariza_etal_2019_3,Prunus avium,Kordia and Regina,conventional,Belgium,50.8027694484111,5.42791736638254,NA,NA,31U,4,4,2019,0.3725,27.9,fruit set (%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sweep net,13,16.946,Chao 1,all visitors considered,sweep net,74,32,11,28,3,0,0,0,0,0,0,3725,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Daniel Ariza, Maxime Eeraerts, Matti Pisman, Ivan Meeus and Guy Smagghe",daniel.ariza@ugent.be,NA
Ariza_etal_sweetcherry_Belgium_2019,Ariza_etal_2019_4,Prunus avium,Kordia and Regina,conventional,Belgium,50.8031982403574,5.28109225619956,NA,NA,31U,4,4,2019,0.43,10.4,fruit set (%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sweep net,10,16.184,Chao 1,all visitors considered,sweep net,95,64,20,9,2,0,0,0,0,0,0,4300,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Daniel Ariza, Maxime Eeraerts, Matti Pisman, Ivan Meeus and Guy Smagghe",daniel.ariza@ugent.be,NA
Ariza_etal_sweetcherry_Belgium_2019,Ariza_etal_2019_5,Prunus avium,Kordia and Regina,conventional,Belgium,50.8280407423863,5.13034926813109,NA,NA,31U,4,4,2019,0.73,12.9,fruit set (%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sweep net,13,23.547,Chao 1,all visitors considered,sweep net,89,70,3,11,5,0,0,0,0,0,0,7300,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Daniel Ariza, Maxime Eeraerts, Matti Pisman, Ivan Meeus and Guy Smagghe",daniel.ariza@ugent.be,NA
Ariza_etal_sweetcherry_Belgium_2019,Ariza_etal_2019_6,Prunus avium,Kordia and Regina,conventional,Belgium,50.7794737122977,5.06661343041594,NA,NA,31U,4,4,2019,2.2625,20.1,fruit set (%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sweep net,6,15.877,Chao 1,all visitors considered,sweep net,81,0,1,80,0,0,0,0,0,0,0,22625,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Daniel Ariza, Maxime Eeraerts, Matti Pisman, Ivan Meeus and Guy Smagghe",daniel.ariza@ugent.be,NA
Ariza_etal_sweetcherry_Belgium_2019,Ariza_etal_2019_7,Prunus avium,Kordia and Regina,conventional,Belgium,50.7949672613938,5.11132411429653,NA,NA,31U,4,4,2019,0.66,10.1,fruit set (%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sweep net,7,21.896,Chao 1,all visitors considered,sweep net,144,138,1,4,1,0,0,0,0,0,0,6600,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Daniel Ariza, Maxime Eeraerts, Matti Pisman, Ivan Meeus and Guy Smagghe",daniel.ariza@ugent.be,NA
Ariza_etal_sweetcherry_Belgium_2019,Ariza_etal_2019_8,Prunus avium,Kordia and Regina,conventional,Belgium,50.7896300495933,5.22417371714952,NA,NA,31U,4,4,2019,1.25,27.8,fruit set (%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sweep net,8,14.178,Chao 1,all visitors considered,sweep net,87,78,2,5,2,0,0,0,0,0,0,12500,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Daniel Ariza, Maxime Eeraerts, Matti Pisman, Ivan Meeus and Guy Smagghe",daniel.ariza@ugent.be,NA
Ariza_etal_sweetcherry_Belgium_2019,Ariza_etal_2019_9,Prunus avium,Kordia and Regina,conventional,Belgium,50.8155691427545,5.1593760674869,NA,NA,31U,4,4,2019,0.9725,28.4,fruit set (%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sweep net,5,5.977,Chao 1,all visitors considered,sweep net,44,34,4,2,4,0,0,0,0,0,0,9725,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Daniel Ariza, Maxime Eeraerts, Matti Pisman, Ivan Meeus and Guy Smagghe",daniel.ariza@ugent.be,NA
Ariza_etal_sweetcherry_Belgium_2019,Ariza_etal_2019_10,Prunus avium,Kordia and Regina,conventional,Belgium,50.9300805555556,4.97641500234677,NA,NA,31U,4,4,2019,0.5875,26.6,fruit set (%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sweep net,9,10.476,Chao 1,all visitors considered,sweep net,62,44,3,11,4,0,0,0,0,0,0,5875,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Daniel Ariza, Maxime Eeraerts, Matti Pisman, Ivan Meeus and Guy Smagghe",daniel.ariza@ugent.be,NA
Ariza_etal_sweetcherry_Belgium_2019,Ariza_etal_2019_11,Prunus avium,Kordia and Regina,conventional,Belgium,50.9259615712677,4.93015421837571,NA,NA,31U,4,4,2019,1.4475,27.6,fruit set (%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sweep net,9,15.154,Chao 1,all visitors considered,sweep net,65,50,1,12,2,0,0,0,0,0,0,14475,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Daniel Ariza, Maxime Eeraerts, Matti Pisman, Ivan Meeus and Guy Smagghe",daniel.ariza@ugent.be,NA
Ariza_etal_sweetcherry_Belgium_2019,Ariza_etal_2019_12,Prunus avium,Kordia and Regina,conventional,Belgium,51.174940780106,4.60425686081311,NA,NA,31U,4,4,2019,1.49,6.7,fruit set (%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sweep net,8,10.207,Chao 1,all visitors considered,sweep net,52,0,0,49,3,0,0,0,0,0,0,14900,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Daniel Ariza, Maxime Eeraerts, Matti Pisman, Ivan Meeus and Guy Smagghe",daniel.ariza@ugent.be,NA
Ariza_etal_sweetcherry_Belgium_2019,Ariza_etal_2019_13,Prunus avium,Kordia and Regina,conventional,Belgium,50.8039004796106,4.11087386691662,NA,NA,31U,4,4,2019,0.8,37.8,fruit set (%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sweep net,20,30.026,Chao 1,all visitors considered,sweep net,102,34,14,50,4,0,0,0,0,0,0,8000,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Daniel Ariza, Maxime Eeraerts, Matti Pisman, Ivan Meeus and Guy Smagghe",daniel.ariza@ugent.be,NA
Ariza_etal_sweetcherry_Belgium_2019,Ariza_etal_2019_14,Prunus avium,Kordia and Regina,conventional,Belgium,50.7555409964861,5.14092743765769,NA,NA,31U,4,4,2019,2.775,9.6,fruit set (%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sweep net,11,23.082,Chao 1,all visitors considered,sweep net,73,59,1,12,1,0,0,0,0,0,0,27750,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Daniel Ariza, Maxime Eeraerts, Matti Pisman, Ivan Meeus and Guy Smagghe",daniel.ariza@ugent.be,NA
