study_id,site_id,crop,variety,management,country,latitude,longitude,X_UTM,Y_UTM,zone_UTM,sampling_start_month,sampling_end_month,sampling_year,field_size,yield,yield_units,yield2,yield2_units,yield_treatments_no_pollinators,yield_treatments_pollen_supplement,yield_treatments_no_pollinators2,yield_treatments_pollen_supplement2,fruits_per_plant,fruit_weight,plant_density,seeds_per_fruit,seeds_per_plant,seed_weight,sampling_richness,observed_pollinator_richness,other_pollinator_richness,other_richness_estimator_method,richness_restriction,sampling_abundance,abundance,ab_honeybee,ab_bombus,ab_wildbees,ab_syrphids,ab_humbleflies,ab_other_flies,ab_beetles,ab_lepidoptera,ab_nonbee_hymenoptera,ab_others,total_sampled_area,total_sampled_time,sampling_visitation,visitation_rate_units,visitation_rate,visit_honeybee,visit_bombus,visit_wildbees,visit_syrphids,visit_humbleflies,visit_other_flies,visit_beetles,visit_lepidoptera,visit_nonbee_hymenoptera,visit_others,Publication,Credit,Email_contact,notes
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,BQ1,Vicia faba,NA,organic,Ecuador,-0.976966679096222,-78.5848007202148,NA,NA,NA,7,8,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,transects,NA,NA,NA,all visitors considered,transects,125,35,2,8,77,0,3,0,0,0,0,900,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carlos Zaragoza-Trello, Ignasi Bartomeus",carlos.zaragoza@ebd.csic.es,NA
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,CUSU1,Vicia faba,NA,NA,Ecuador,-1.06701672077179,-78.6906967163086,NA,NA,NA,7,8,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,transects,NA,NA,NA,all visitors considered,transects,100,41,1,10,43,0,5,0,0,0,0,900,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carlos Zaragoza-Trello, Ignasi Bartomeus",carlos.zaragoza@ebd.csic.es,NA
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,CUSU2,Vicia faba,NA,NA,Ecuador,-1.09193336963654,-78.7261199951172,NA,NA,NA,7,8,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,transects,NA,NA,NA,all visitors considered,transects,117,32,2,2,74,0,7,0,0,0,0,900,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carlos Zaragoza-Trello, Ignasi Bartomeus",carlos.zaragoza@ebd.csic.es,NA
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,Q1,Vicia faba,NA,NA,Ecuador,-0.897866666316986,-78.7810821533203,NA,NA,NA,7,8,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,transects,NA,NA,NA,all visitors considered,transects,16,0,4,0,10,0,2,0,0,0,0,900,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carlos Zaragoza-Trello, Ignasi Bartomeus",carlos.zaragoza@ebd.csic.es,NA
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,Q4,Vicia faba,NA,NA,Ecuador,-0.874766647815704,-78.9162139892578,NA,NA,NA,7,8,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,transects,NA,NA,NA,all visitors considered,transects,19,0,1,0,16,0,2,0,0,0,0,900,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carlos Zaragoza-Trello, Ignasi Bartomeus",carlos.zaragoza@ebd.csic.es,NA
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,Q5,Vicia faba,NA,conventional,Ecuador,-0.876550018787384,-78.9089660644531,NA,NA,NA,7,8,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,transects,NA,NA,NA,all visitors considered,transects,25,0,1,0,20,0,4,0,0,0,0,900,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carlos Zaragoza-Trello, Ignasi Bartomeus",carlos.zaragoza@ebd.csic.es,NA
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,BQ2,Vicia faba,NA,conventional,Ecuador,-0.981949985027313,-78.5584869384766,NA,NA,NA,7,8,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,transects,NA,NA,NA,all visitors considered,transects,146,1,0,0,115,0,30,0,0,0,0,900,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carlos Zaragoza-Trello, Ignasi Bartomeus",carlos.zaragoza@ebd.csic.es,NA
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,CUMBI1,Vicia faba,NA,NA,Ecuador,-1.05318331718445,-78.5640029907227,NA,NA,NA,7,8,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,transects,NA,NA,NA,all visitors considered,transects,29,10,0,0,16,0,3,0,0,0,0,900,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carlos Zaragoza-Trello, Ignasi Bartomeus",carlos.zaragoza@ebd.csic.es,NA
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,CUMBI3,Vicia faba,NA,NA,Ecuador,-1.05481672286987,-78.5130996704102,NA,NA,NA,7,8,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,transects,NA,NA,NA,all visitors considered,transects,31,7,0,0,18,0,6,0,0,0,0,900,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carlos Zaragoza-Trello, Ignasi Bartomeus",carlos.zaragoza@ebd.csic.es,NA
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,CUMBI4,Vicia faba,NA,NA,Ecuador,-1.05083334445953,-78.5046844482422,NA,NA,NA,7,8,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,transects,NA,NA,NA,all visitors considered,transects,191,73,0,1,115,0,2,0,0,0,0,900,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carlos Zaragoza-Trello, Ignasi Bartomeus",carlos.zaragoza@ebd.csic.es,NA
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,CUMBI5,Vicia faba,NA,NA,Ecuador,-1.03178334236145,-78.4778671264648,NA,NA,NA,7,8,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,transects,NA,NA,NA,all visitors considered,transects,131,6,0,4,107,0,14,0,0,0,0,900,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carlos Zaragoza-Trello, Ignasi Bartomeus",carlos.zaragoza@ebd.csic.es,NA
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,CUMBI6,Vicia faba,NA,NA,Ecuador,-1.01160001754761,-78.4588165283203,NA,NA,NA,7,8,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,transects,NA,NA,NA,all visitors considered,transects,110,15,0,1,80,0,14,0,0,0,0,900,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carlos Zaragoza-Trello, Ignasi Bartomeus",carlos.zaragoza@ebd.csic.es,NA
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,Q2,Vicia faba,NA,NA,Ecuador,-0.916649997234344,-78.8287811279297,NA,NA,NA,7,8,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,transects,NA,NA,NA,all visitors considered,transects,42,0,0,1,33,0,8,0,0,0,0,900,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carlos Zaragoza-Trello, Ignasi Bartomeus",carlos.zaragoza@ebd.csic.es,NA
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,Q3,Vicia faba,NA,NA,Ecuador,-0.952400028705597,-78.8695526123047,NA,NA,NA,7,8,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,transects,NA,NA,NA,all visitors considered,transects,45,0,0,6,32,0,7,0,0,0,0,900,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carlos Zaragoza-Trello, Ignasi Bartomeus",carlos.zaragoza@ebd.csic.es,NA
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,CUMBI2,Vicia faba,NA,conventional,Ecuador,-1.05630004405975,-78.5424499511719,NA,NA,NA,7,8,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,transects,NA,NA,NA,all visitors considered,transects,112,34,0,0,78,0,0,0,0,0,0,900,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carlos Zaragoza-Trello, Ignasi Bartomeus",carlos.zaragoza@ebd.csic.es,NA
