study_id,site_id,pollinator,guild,sampling_method,abundance,total_sampled_area,total_sampled_time,total_sampled_flowers,Description
David_Kleijn_Malus_domestica_Netherlands_2014,E1,Andrena_ bimaculata,other_wild_bees,"sweepnet, flower visiting individuals only",1,NA,NA,NA,"within one crop field, 3 plots for crop measurements and 12 inventory transects were randomly located.	2 inventory rounds per transect (1x morning, 1x afternoon)"
David_Kleijn_Malus_domestica_Netherlands_2014,E1,Andrena_ carantonica,other_wild_bees,"sweepnet, flower visiting individuals only",5,NA,NA,NA,"within one crop field, 3 plots for crop measurements and 12 inventory transects were randomly located.	2 inventory rounds per transect (1x morning, 1x afternoon)"
David_Kleijn_Malus_domestica_Netherlands_2014,E1,Andrena_ cineraria,other_wild_bees,"sweepnet, flower visiting individuals only",1,NA,NA,NA,"within one crop field, 3 plots for crop measurements and 12 inventory transects were randomly located.	2 inventory rounds per transect (1x morning, 1x afternoon)"
David_Kleijn_Malus_domestica_Netherlands_2014,E1,Andrena_ flavipes,other_wild_bees,"sweepnet, flower visiting individuals only",2,NA,NA,NA,"within one crop field, 3 plots for crop measurements and 12 inventory transects were randomly located.	2 inventory rounds per transect (1x morning, 1x afternoon)"
David_Kleijn_Malus_domestica_Netherlands_2014,E1,Andrena_ fulva,other_wild_bees,"sweepnet, flower visiting individuals only",1,NA,NA,NA,"within one crop field, 3 plots for crop measurements and 12 inventory transects were randomly located.	2 inventory rounds per transect (1x morning, 1x afternoon)"
David_Kleijn_Malus_domestica_Netherlands_2014,E1,Andrena_ haemorrhoa,other_wild_bees,"sweepnet, flower visiting individuals only",3,NA,NA,NA,"within one crop field, 3 plots for crop measurements and 12 inventory transects were randomly located.	2 inventory rounds per transect (1x morning, 1x afternoon)"
David_Kleijn_Malus_domestica_Netherlands_2014,E1,Andrena_ nitida,other_wild_bees,"sweepnet, flower visiting individuals only",1,NA,NA,NA,"within one crop field, 3 plots for crop measurements and 12 inventory transects were randomly located.	2 inventory rounds per transect (1x morning, 1x afternoon)"
David_Kleijn_Malus_domestica_Netherlands_2014,E1,Apis_ mellifera,honeybees,"sweepnet, flower visiting individuals only",12,NA,NA,NA,"within one crop field, 3 plots for crop measurements and 12 inventory transects were randomly located.	2 inventory rounds per transect (1x morning, 1x afternoon)"
David_Kleijn_Malus_domestica_Netherlands_2014,E1,Apis_ mellifera,honeybees,"sweepnet, flower visiting individuals only",12,NA,NA,NA,"within one crop field, 3 plots for crop measurements and 12 inventory transects were randomly located.	2 inventory rounds per transect (1x morning, 1x afternoon)"
David_Kleijn_Malus_domestica_Netherlands_2014,E1,Bombus_ lapidarius,bumblebees,"sweepnet, flower visiting individuals only",8,NA,NA,NA,"within one crop field, 3 plots for crop measurements and 12 inventory transects were randomly located.	2 inventory rounds per transect (1x morning, 1x afternoon)"
David_Kleijn_Malus_domestica_Netherlands_2014,E1,Bombus_ terrestris-complex,bumblebees,"sweepnet, flower visiting individuals only",14,NA,NA,NA,"within one crop field, 3 plots for crop measurements and 12 inventory transects were randomly located.	2 inventory rounds per transect (1x morning, 1x afternoon)"
David_Kleijn_Malus_domestica_Netherlands_2014,E1,Eristalis_ arbustorum,syrphids,"sweepnet, flower visiting individuals only",1,NA,NA,NA,"within one crop field, 3 plots for crop measurements and 12 inventory transects were randomly located.	2 inventory rounds per transect (1x morning, 1x afternoon)"
David_Kleijn_Malus_domestica_Netherlands_2014,E1,Eristalis_ pertinax,syrphids,"sweepnet, flower visiting individuals only",19,NA,NA,NA,"within one crop field, 3 plots for crop measurements and 12 inventory transects were randomly located.	2 inventory rounds per transect (1x morning, 1x afternoon)"
David_Kleijn_Malus_domestica_Netherlands_2014,E1,Eristalis_ tenax,syrphids,"sweepnet, flower visiting individuals only",9,NA,NA,NA,"within one crop field, 3 plots for crop measurements and 12 inventory transects were randomly located.	2 inventory rounds per transect (1x morning, 1x afternoon)"
David_Kleijn_Malus_domestica_Netherlands_2014,E1,Helophilus_ pendulus,syrphids,"sweepnet, flower visiting individuals only",2,NA,NA,NA,"within one crop field, 3 plots for crop measurements and 12 inventory transects were randomly located.	2 inventory rounds per transect (1x morning, 1x afternoon)"
David_Kleijn_Malus_domestica_Netherlands_2014,E1,Melanostoma_ mellinum,syrphids,"sweepnet, flower visiting individuals only",3,NA,NA,NA,"within one crop field, 3 plots for crop measurements and 12 inventory transects were randomly located.	2 inventory rounds per transect (1x morning, 1x afternoon)"
David_Kleijn_Malus_domestica_Netherlands_2014,E1,Neocnemodon_ vitripennis,syrphids,"sweepnet, flower visiting individuals only",12,NA,NA,NA,"within one crop field, 3 plots for crop measurements and 12 inventory transects were randomly located.	2 inventory rounds per transect (1x morning, 1x afternoon)"
David_Kleijn_Malus_domestica_Netherlands_2014,E1,Osmia_ bicornis,other_wild_bees,"sweepnet, flower visiting individuals only",1,NA,NA,NA,"within one crop field, 3 plots for crop measurements and 12 inventory transects were randomly located.	2 inventory rounds per transect (1x morning, 1x afternoon)"
David_Kleijn_Malus_domestica_Netherlands_2014,E1,Pipiza_ noctiluca,syrphids,"sweepnet, flower visiting individuals only",1,NA,NA,NA,"within one crop field, 3 plots for crop measurements and 12 inventory transects were randomly located.	2 inventory rounds per transect (1x morning, 1x afternoon)"
David_Kleijn_Malus_domestica_Netherlands_2014,E1,Platycheirus_ albimanus,syrphids,"sweepnet, flower visiting individuals only",2,NA,NA,NA,"within one crop field, 3 plots for crop measurements and 12 inventory transects were randomly located.	2 inventory rounds per transect (1x morning, 1x afternoon)"
David_Kleijn_Malus_domestica_Netherlands_2014,E1,Platycheirus_ scutatus,syrphids,"sweepnet, flower visiting individuals only",1,NA,NA,NA,"within one crop field, 3 plots for crop measurements and 12 inventory transects were randomly located.	2 inventory rounds per transect (1x morning, 1x afternoon)"
David_Kleijn_Malus_domestica_Netherlands_2014,E1,Syrphus_ ribesii,syrphids,"sweepnet, flower visiting individuals only",1,NA,NA,NA,"within one crop field, 3 plots for crop measurements and 12 inventory transects were randomly located.	2 inventory rounds per transect (1x morning, 1x afternoon)"
David_Kleijn_Malus_domestica_Netherlands_2014,E11,Andrena_ cf. minutula,other_wild_bees,"sweepnet, flower visiting individuals only",1,NA,NA,NA,"within one crop field, 3 plots for crop measurements and 12 inventory transects were randomly located.	2 inventory rounds per transect (1x morning, 1x afternoon)"
David_Kleijn_Malus_domestica_Netherlands_2014,E11,Andrena_ dorsata,other_wild_bees,"sweepnet, flower visiting individuals only",1,NA,NA,NA,"within one crop field, 3 plots for crop measurements and 12 inventory transects were randomly located.	2 inventory rounds per transect (1x morning, 1x afternoon)"
David_Kleijn_Malus_domestica_Netherlands_2014,E11,Apis_ mellifera,honeybees,"sweepnet, flower visiting individuals only",24,NA,NA,NA,"within one crop field, 3 plots for crop measurements and 12 inventory transects were randomly located.	2 inventory rounds per transect (1x morning, 1x afternoon)"
