study_id,site_id,crop,variety,management,country,latitude,longitude,X_UTM,Y_UTM,zone_UTM,sampling_start_month,sampling_end_month,sampling_year,field_size,yield,yield_units,yield2,yield2_units,yield_treatments_no_pollinators,yield_treatments_pollen_supplement,yield_treatments_no_pollinators2,yield_treatments_pollen_supplement2,fruits_per_plant,fruit_weight,plant_density,seeds_per_fruit,seeds_per_plant,seed_weight,observed_pollinator_richness,other_pollinator_richness,other_richness_estimator_method,richness_restriction,abundance,ab_honeybee,ab_bombus,ab_wildbees,ab_syrphids,ab_humbleflies,ab_other_flies,ab_beetles,ab_lepidoptera,ab_nonbee_hymenoptera,ab_others,total_sampled_area,total_sampled_time,visitation_rate_units,visitation_rate,visit_honeybee,visit_bombus,visit_wildbees,visit_syrphids,visit_humbleflies,visit_other_flies,visit_beetles,visit_lepidoptera,visit_nonbee_hymenoptera,visit_others,Publication,Credit,Email_contact
Amparo_Lázaro_Prunus_dulcis_Spain_2015,CanBeia,Prunus dulcis,"Progressos, Lluquers, Pou",NA,Spain,39.6778333333333,2.56405555555555,NA,NA,NA,2,3,2015,0.74713,NA,NA,NA,NA,NA,NA,NA,NA,58.5102605078227,NA,NA,NA,NA,NA,6,NA,NA,NA,674,437,218,11,6,0,1,0,1,0,NA,20 almond individuals; 5-10  meters separation between individuals,130,visits per 100 flowers and hour,5.45270680240005,3.5353603451763,1.76363513786827,0.0889907638373896,0.0485404166385762,0,0.00809006943976269,0,0.00809006943976269,0,NA,10.1016/j.agee.2018.05.004; 10.1016/j.agee.2019.02.009,Amparo Lázaro; David Alomar; Miguel A. González-Estévez,amparo.lazaro@imedea.uib-csic.es
Amparo_Lázaro_Prunus_dulcis_Spain_2015,Cooperativa,Prunus dulcis,Over 60 varieties,NA,Spain,39.6903611111111,2.86172222222222,NA,NA,NA,2,3,2015,1.30553,NA,NA,NA,NA,NA,NA,NA,NA,375.239868792327,NA,NA,NA,NA,NA,3,NA,NA,NA,481,467,9,0,2,0,3,0,0,0,NA,20 almond individuals; 5-10  meters separation between individuals,150,visits per 100 flowers and hour,1.32497761862131,1.28641278148888,0.0247916810137043,0,0.00550926244748984,0,0.00826389367123476,0,0,0,NA,10.1016/j.agee.2018.05.004; 10.1016/j.agee.2019.02.009,Amparo Lázaro; David Alomar; Miguel A. González-Estévez,amparo.lazaro@imedea.uib-csic.es
Amparo_Lázaro_Prunus_dulcis_Spain_2015,EsRafal,Prunus dulcis,NA,NA,Spain,39.64775,2.76172222222222,NA,NA,NA,2,3,2015,4.64483,NA,NA,NA,NA,NA,NA,NA,NA,79.9130367148914,NA,NA,NA,NA,NA,6,NA,NA,NA,195,179,0,2,3,0,9,0,2,0,NA,20 almond individuals; 5-10  meters separation between individuals,285,visits per 100 flowers and hour,0.341564452774335,0.313538651521057,0,0.00350322515665985,0.00525483773498978,0,0.0157645132049693,0,0.00350322515665985,0,NA,10.1016/j.agee.2018.05.004; 10.1016/j.agee.2019.02.009,Amparo Lázaro; David Alomar; Miguel A. González-Estévez,amparo.lazaro@imedea.uib-csic.es
Amparo_Lázaro_Prunus_dulcis_Spain_2015,FestivalPark,Prunus dulcis,NA,NA,Spain,39.6452222222222,2.74675,NA,NA,NA,2,3,2015,1.097149,NA,NA,NA,NA,NA,NA,NA,NA,253.81942002708,NA,NA,NA,NA,NA,6,NA,NA,NA,374,365,0,2,2,0,4,1,0,0,NA,20 almond individuals; 5-10  meters separation between individuals,260,visits per 100 flowers and hour,0.575768461025299,0.561913070251963,0,0.00307897572740802,0.00307897572740802,0,0.00615795145481603,0.00153948786370401,0,0,NA,10.1016/j.agee.2018.05.004; 10.1016/j.agee.2019.02.009,Amparo Lázaro; David Alomar; Miguel A. González-Estévez,amparo.lazaro@imedea.uib-csic.es
Amparo_Lázaro_Prunus_dulcis_Spain_2015,SaCanova,Prunus dulcis,Over 60 varieties,NA,Spain,39.74625,3.01677777777777,NA,NA,NA,3,3,2015,1.17294,NA,NA,NA,NA,NA,NA,NA,NA,143.591613706236,NA,NA,NA,NA,NA,9,NA,NA,NA,463,407,5,17,2,0,7,1,20,4,NA,20 almond individuals; 5-10  meters separation between individuals,250,visits per 100 flowers and hour,0.497626511419615,0.43743842364532,0.00537393640841917,0.0182713837886252,0.00214957456336767,0,0.00752351097178683,0.00107478728168383,0.0214957456336767,0.00429914912673533,NA,10.1016/j.agee.2018.05.004; 10.1016/j.agee.2019.02.009,Amparo Lázaro; David Alomar; Miguel A. González-Estévez,amparo.lazaro@imedea.uib-csic.es
Amparo_Lázaro_Prunus_dulcis_Spain_2015,SaFillola,Prunus dulcis,"Pou, Pons, Canaleta",NA,Spain,39.7063055555555,3.08586111111111,NA,NA,NA,2,3,2015,13.251879,NA,NA,NA,NA,NA,NA,NA,NA,224.479952554913,NA,NA,NA,NA,NA,8,NA,NA,NA,563,535,1,21,3,0,3,0,0,0,NA,20 almond individuals; 5-10  meters separation between individuals,300,visits per 100 flowers and hour,0.290108984103264,0.27568082858836,5.15291268389457e-4,0.0108211166361786,0.00154587380516837,0,0.00154587380516837,0,0,0,NA,10.1016/j.agee.2018.05.004; 10.1016/j.agee.2019.02.009,Amparo Lázaro; David Alomar; Miguel A. González-Estévez,amparo.lazaro@imedea.uib-csic.es
Amparo_Lázaro_Prunus_dulcis_Spain_2015,SaMarineta,Prunus dulcis,NA,NA,Spain,39.5815833333333,3.34894444444444,NA,NA,NA,2,2,2015,30,NA,NA,NA,NA,NA,NA,NA,NA,48.0771974796307,NA,NA,NA,NA,NA,3,NA,NA,NA,247,243,2,0,1,0,1,0,0,0,NA,20 almond individuals; 5-10  meters separation between individuals,65,visits per 100 flowers and hour,9.08366533864542,8.93656144652161,0.0735519460619062,0,0.0367759730309531,0,0.0367759730309531,0,0,0,NA,10.1016/j.agee.2018.05.004; 10.1016/j.agee.2019.02.009,Amparo Lázaro; David Alomar; Miguel A. González-Estévez,amparo.lazaro@imedea.uib-csic.es
Amparo_Lázaro_Prunus_dulcis_Spain_2015,SesCabanasses,Prunus dulcis,"Ferragnès, Masbovera, Glorieta, Pou",NA,Spain,39.6796666666666,3.22822222222222,NA,NA,NA,2,2,2015,2.37756,NA,NA,NA,NA,NA,NA,NA,NA,35.3191374266021,NA,NA,NA,NA,NA,5,NA,NA,NA,724,686,13,20,0,0,3,0,0,0,NA,20 almond individuals; 5-10  meters separation between individuals,215,visits per 100 flowers and hour,1.59619617339159,1.512417921197,0.0286609810139373,0.044093816944519,0,0,0.00661407254167784,0,0,0,NA,10.1016/j.agee.2018.05.004; 10.1016/j.agee.2019.02.009,Amparo Lázaro; David Alomar; Miguel A. González-Estévez,amparo.lazaro@imedea.uib-csic.es
Amparo_Lázaro_Prunus_dulcis_Spain_2015,Shospitalet,Prunus dulcis,"Pou, Canaleta",NA,Spain,39.4909444444444,3.25575,NA,NA,NA,2,3,2015,1.49166,NA,NA,NA,NA,NA,NA,NA,NA,80.0177318347502,NA,NA,NA,NA,NA,10,NA,NA,NA,670,546,2,83,4,0,7,0,28,0,NA,20 almond individuals; 5-10  meters separation between individuals,295,visits per 100 flowers and hour,0.734774002160455,0.598785977880012,0.00219335523032972,0.0910242420586832,0.00438671046065943,0,0.00767674330615401,0,0.030706973224616,0,NA,10.1016/j.agee.2018.05.004; 10.1016/j.agee.2019.02.009,Amparo Lázaro; David Alomar; Miguel A. González-Estévez,amparo.lazaro@imedea.uib-csic.es
Amparo_Lázaro_Prunus_dulcis_Spain_2015,Sindioteria,Prunus dulcis,"Canaleta, Agrills, Mollars, Potes",NA,Spain,39.6169166666666,2.67766666666666,NA,NA,NA,2,3,2015,4.6993,NA,NA,NA,NA,NA,NA,NA,NA,491.452158007732,NA,NA,NA,NA,NA,9,NA,NA,NA,576,542,14,6,0,0,8,0,0,6,NA,20 almond individuals; 5-10  meters separation between individuals,285,visits per 100 flowers and hour,0.346852658375724,0.32637871673549,0.00843044655774329,0.00361304852474712,0,0,0.00481739803299617,0,0,0.00361304852474712,NA,10.1016/j.agee.2018.05.004; 10.1016/j.agee.2019.02.009,Amparo Lázaro; David Alomar; Miguel A. González-Estévez,amparo.lazaro@imedea.uib-csic.es
