study_id,site_id,crop,variety,management,country,latitude,longitude,X_UTM,Y_UTM,zone_UTM,sampling_start_month,sampling_end_month,sampling_year,field_size,yield,yield_units,yield2,yield2_units,yield_treatments_no_pollinators,yield_treatments_pollen_supplement,yield_treatments_no_pollinators2,yield_treatments_pollen_supplement2,fruits_per_plant,fruit_weight,plant_density,seeds_per_fruit,seeds_per_plant,seed_weight,sampling_richness,observed_pollinator_richness,other_pollinator_richness,other_richness_estimator_method,richness_restriction,sampling_abundance,abundance,ab_honeybee,ab_bombus,ab_wildbees,ab_syrphids,ab_humbleflies,ab_other_flies,ab_beetles,ab_lepidoptera,ab_nonbee_hymenoptera,ab_others,total_sampled_area,total_sampled_time,sampling_visitation,visitation_rate_units,visitation_rate,visit_honeybee,visit_bombus,visit_wildbees,visit_syrphids,visit_humbleflies,visit_other_flies,visit_beetles,visit_lepidoptera,visit_nonbee_hymenoptera,visit_others,Publication,Credit,Email_contact,notes
Jamie_Ellis_Citrullus_lanatus_USA_2014,watermelon_fl_16_0,Citrullus lanatus,NA,NA,USA,29.647522,-82.554083,NA,NA,NA,NA,NA,2014,NA,7.773333333,kg per square meter,3.1,number of fruits,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,transects,visits,0.13125,0.04375,0,0.075,0.00625,0,0,NA,0.00625,0,NA,10.1098/rspb.2020.0906,Jamie Ellis and all the co-authors in the referred publication,jdellis@ufl.edu/jreilly45@gmail.com/rwinfree@rutgers.edu/isaacsr@msu.edu,NA
Jamie_Ellis_Citrullus_lanatus_USA_2014,watermelon_fl_16_25,Citrullus lanatus,NA,NA,USA,29.647522,-82.554083,NA,NA,NA,NA,NA,2014,NA,7.317777778,kg per square meter,2.6,number of fruits,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,transects,visits,0.10625,0.0125,0,0.075,0.0125,0,0,NA,0.00625,0,NA,10.1098/rspb.2020.0907,Jamie Ellis and all the co-authors in the referred publication,jdellis@ufl.edu/jreilly45@gmail.com/rwinfree@rutgers.edu/isaacsr@msu.edu,NA
Jamie_Ellis_Citrullus_lanatus_USA_2014,watermelon_fl_16_50,Citrullus lanatus,NA,NA,USA,29.647522,-82.554083,NA,NA,NA,NA,NA,2014,NA,11.67,kg per square meter,4.05,number of fruits,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,transects,visits,0.2,0.05625,0.00625,0.13125,0.0125,0,0,NA,0,0,NA,10.1098/rspb.2020.0908,Jamie Ellis and all the co-authors in the referred publication,jdellis@ufl.edu/jreilly45@gmail.com/rwinfree@rutgers.edu/isaacsr@msu.edu,NA
Jamie_Ellis_Citrullus_lanatus_USA_2014,watermelon_fl_16_100,Citrullus lanatus,NA,NA,USA,29.647522,-82.554083,NA,NA,NA,NA,NA,2014,NA,7.311111111,kg per square meter,2.85,number of fruits,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,transects,visits,0.11875,0.00625,0,0.10625,0.00625,0,0,NA,0,0,NA,10.1098/rspb.2020.0909,Jamie Ellis and all the co-authors in the referred publication,jdellis@ufl.edu/jreilly45@gmail.com/rwinfree@rutgers.edu/isaacsr@msu.edu,NA
Jamie_Ellis_Citrullus_lanatus_USA_2014,watermelon_fl_17_0,Citrullus lanatus,NA,NA,USA,30.234167,-82.998056,NA,NA,NA,NA,NA,2014,NA,3.336666667,kg per square meter,2.1,number of fruits,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,transects,visits,0.1375,0.06875,0,0.05,0.0125,0,0.00625,NA,0,0,NA,10.1098/rspb.2020.0910,Jamie Ellis and all the co-authors in the referred publication,jdellis@ufl.edu/jreilly45@gmail.com/rwinfree@rutgers.edu/isaacsr@msu.edu,NA
Jamie_Ellis_Citrullus_lanatus_USA_2014,watermelon_fl_17_25,Citrullus lanatus,NA,NA,USA,30.234167,-82.998056,NA,NA,NA,NA,NA,2014,NA,8.558888889,kg per square meter,2.5,number of fruits,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,transects,visits,0.25625,0.14375,0,0.1,0.0125,0,0,NA,0,0,NA,10.1098/rspb.2020.0911,Jamie Ellis and all the co-authors in the referred publication,jdellis@ufl.edu/jreilly45@gmail.com/rwinfree@rutgers.edu/isaacsr@msu.edu,NA
Jamie_Ellis_Citrullus_lanatus_USA_2014,watermelon_fl_17_50,Citrullus lanatus,NA,NA,USA,30.234167,-82.998056,NA,NA,NA,NA,NA,2014,NA,6.833333333,kg per square meter,2.45,number of fruits,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,transects,visits,0.3,0.1875,0,0.1125,0,0,0,NA,0,0,NA,10.1098/rspb.2020.0912,Jamie Ellis and all the co-authors in the referred publication,jdellis@ufl.edu/jreilly45@gmail.com/rwinfree@rutgers.edu/isaacsr@msu.edu,NA
Jamie_Ellis_Citrullus_lanatus_USA_2014,watermelon_fl_17_100,Citrullus lanatus,NA,NA,USA,30.234167,-82.998056,NA,NA,NA,NA,NA,2014,NA,4.816666667,kg per square meter,1.9,number of fruits,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,transects,visits,0.36875,0.16875,0.00625,0.1625,0,0,0.0125,NA,0.0125,0.0125,NA,10.1098/rspb.2020.0913,Jamie Ellis and all the co-authors in the referred publication,jdellis@ufl.edu/jreilly45@gmail.com/rwinfree@rutgers.edu/isaacsr@msu.edu,NA
Jamie_Ellis_Citrullus_lanatus_USA_2014,watermelon_fl_18_0,Citrullus lanatus,NA,NA,USA,29.599248,-82.906587,NA,NA,NA,NA,NA,2014,NA,12.19444444,kg per square meter,4.3,number of fruits,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,transects,visits,0.31875,0.2,0,0.1125,0.00625,0,0,NA,0,0,NA,10.1098/rspb.2020.0914,Jamie Ellis and all the co-authors in the referred publication,jdellis@ufl.edu/jreilly45@gmail.com/rwinfree@rutgers.edu/isaacsr@msu.edu,NA
Jamie_Ellis_Citrullus_lanatus_USA_2014,watermelon_fl_18_25,Citrullus lanatus,NA,NA,USA,29.599248,-82.906587,NA,NA,NA,NA,NA,2014,NA,12.41637427,kg per square meter,4.7,number of fruits,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,transects,visits,0.15,0.11875,0,0.0125,0,0.00625,0.00625,NA,0.00625,0,NA,10.1098/rspb.2020.0915,Jamie Ellis and all the co-authors in the referred publication,jdellis@ufl.edu/jreilly45@gmail.com/rwinfree@rutgers.edu/isaacsr@msu.edu,NA
