study_id,site_id,crop,variety,management,country,latitude,longitude,X_UTM,Y_UTM,zone_UTM,sampling_start_month,sampling_end_month,sampling_year,field_size,yield,yield_units,yield2,yield2_units,yield_treatments_no_pollinators,yield_treatments_pollen_supplement,yield_treatments_no_pollinators2,yield_treatments_pollen_supplement2,fruits_per_plant,fruit_weight,plant_density,seeds_per_fruit,seeds_per_plant,seed_weight,observed_pollinator_richness,other_pollinator_richness,other_richness_estimator_method,richness_restriction,abundance,ab_honeybee,ab_bombus,ab_wildbees,ab_syrphids,ab_humbleflies,ab_other_flies,ab_beetles,ab_lepidoptera,ab_nonbee_hymenoptera,ab_others,total_sampled_area,total_sampled_time,visitation_rate_units,visitation_rate,visit_honeybee,visit_bombus,visit_wildbees,visit_syrphids,visit_humbleflies,visit_other_flies,visit_beetles,visit_lepidoptera,visit_nonbee_hymenoptera,visit_others,Publication,Credit,Email_contact
David_Biddinger_Prunus_cerasus_USA_2015,cherry_tart_pa_1_0,Prunus cerasus,NA,NA,USA,39.93652,-77.2595,NA,NA,NA,NA,NA,2015,NA,118.9,number of fruits,0.3337746,number of fruits per_flower,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,visits per flower,0.181190681622088,0.07765314926660914,0.014380212827149842,0.07477710670117918,0.014380212827149842,NA,NA,NA,NA,0,NA,10.1098/rspb.2020.0922,David Biddinger and all the co-authors in the referred publication,djb134@psu.edu/jreilly45@gmail.com/rwinfree@rutgers.edu/isaacsr@msu.edu
David_Biddinger_Prunus_cerasus_USA_2015,cherry_tart_pa_1_25,Prunus cerasus,NA,NA,USA,39.93652,-77.2595,NA,NA,NA,NA,NA,2015,NA,157.3,number of fruits,0.555322,number of fruits per_flower,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,visits per flower,0.290948275862069,0.1221264367816092,0.05028735632183908,0.09698275862068967,0.021551724137931036,NA,NA,NA,NA,0,NA,10.1098/rspb.2020.0922,David Biddinger and all the co-authors in the referred publication,djb134@psu.edu/jreilly45@gmail.com/rwinfree@rutgers.edu/isaacsr@msu.edu
David_Biddinger_Prunus_cerasus_USA_2015,cherry_tart_pa_1_50,Prunus cerasus,NA,NA,USA,39.93652,-77.2595,NA,NA,NA,NA,NA,2015,NA,79.2,number of fruits,0.3489609,number of fruits per_flower,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,visits per flower,0.18209408194233687,0.07966616084977238,0.01896813353566009,0.056904400606980265,0.026555386949924126,NA,NA,NA,NA,0,NA,10.1098/rspb.2020.0922,David Biddinger and all the co-authors in the referred publication,djb134@psu.edu/jreilly45@gmail.com/rwinfree@rutgers.edu/isaacsr@msu.edu
David_Biddinger_Prunus_cerasus_USA_2015,cherry_tart_pa_1_100,Prunus cerasus,NA,NA,USA,39.93652,-77.2595,NA,NA,NA,NA,NA,2015,NA,159.1,number of fruits,0.4715279,number of fruits per_flower,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,visits per flower,0.04330254041570439,0.03752886836027714,0.005773672055427252,0,0,NA,NA,NA,NA,0,NA,10.1098/rspb.2020.0922,David Biddinger and all the co-authors in the referred publication,djb134@psu.edu/jreilly45@gmail.com/rwinfree@rutgers.edu/isaacsr@msu.edu
David_Biddinger_Prunus_cerasus_USA_2015,cherry_tart_pa_2_0,Prunus cerasus,NA,NA,USA,40.035608,-77.139638,NA,NA,NA,NA,NA,2015,NA,167.2,number of fruits,0.2898497,number of fruits per_flower,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,visits per flower,0.5146804835924007,0.4542314335060449,0,0.046632124352331605,0.013816925734024179,NA,NA,NA,NA,0,NA,10.1098/rspb.2020.0922,David Biddinger and all the co-authors in the referred publication,djb134@psu.edu/jreilly45@gmail.com/rwinfree@rutgers.edu/isaacsr@msu.edu
David_Biddinger_Prunus_cerasus_USA_2015,cherry_tart_pa_2_25,Prunus cerasus,NA,NA,USA,40.035608,-77.139638,NA,NA,NA,NA,NA,2015,NA,229.1,number of fruits,0.5553541,number of fruits per_flower,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,visits per flower,0.5161170113657536,0.4993478665921371,0.001863238308179616,0.014905906465436929,0,NA,NA,NA,NA,0,NA,10.1098/rspb.2020.0922,David Biddinger and all the co-authors in the referred publication,djb134@psu.edu/jreilly45@gmail.com/rwinfree@rutgers.edu/isaacsr@msu.edu
David_Biddinger_Prunus_cerasus_USA_2015,cherry_tart_pa_2_50,Prunus cerasus,NA,NA,USA,40.035608,-77.139638,NA,NA,NA,NA,NA,2015,NA,357.2,number of fruits,0.3970721,number of fruits per_flower,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,visits per flower,0.22078057967981582,0.21345610547242858,0,0.006278120749189076,0.0010463534581981794,NA,NA,NA,NA,0,NA,10.1098/rspb.2020.0922,David Biddinger and all the co-authors in the referred publication,djb134@psu.edu/jreilly45@gmail.com/rwinfree@rutgers.edu/isaacsr@msu.edu
David_Biddinger_Prunus_cerasus_USA_2015,cherry_tart_pa_2_100,Prunus cerasus,NA,NA,USA,40.035608,-77.139638,NA,NA,NA,NA,NA,2015,NA,214.2,number of fruits,0.346855,number of fruits per_flower,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,visits per flower,0.3803835271927067,0.3646651996227601,0,0.009430996541967935,0.006287331027978622,NA,NA,NA,NA,0,NA,10.1098/rspb.2020.0922,David Biddinger and all the co-authors in the referred publication,djb134@psu.edu/jreilly45@gmail.com/rwinfree@rutgers.edu/isaacsr@msu.edu
David_Biddinger_Prunus_cerasus_USA_2015,cherry_tart_pa_3_0,Prunus cerasus,NA,NA,USA,40.05002,-77.127228,NA,NA,NA,NA,NA,2015,NA,132.2,number of fruits,0.2586502,number of fruits per_flower,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,visits per flower,0.35177656001414176,0.09545695598373695,0.015909492663956158,0.20682340463143006,0.03358670673501856,NA,NA,NA,NA,0,NA,10.1098/rspb.2020.0922,David Biddinger and all the co-authors in the referred publication,djb134@psu.edu/jreilly45@gmail.com/rwinfree@rutgers.edu/isaacsr@msu.edu
David_Biddinger_Prunus_cerasus_USA_2015,cherry_tart_pa_3_25,Prunus cerasus,NA,NA,USA,40.05002,-77.127228,NA,NA,NA,NA,NA,2015,NA,193.2222,number of fruits,0.5779303,number of fruits per_flower,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,visits per flower,0.33574010250361935,0.18411554008262998,0.0297833961898372,0.10559567740033189,0.01624548883082029,NA,NA,NA,NA,0,NA,10.1098/rspb.2020.0922,David Biddinger and all the co-authors in the referred publication,djb134@psu.edu/jreilly45@gmail.com/rwinfree@rutgers.edu/isaacsr@msu.edu
David_Biddinger_Prunus_cerasus_USA_2015,cherry_tart_pa_3_50,Prunus cerasus,NA,NA,USA,40.05002,-77.127228,NA,NA,NA,NA,NA,2015,NA,359.3,number of fruits,0.6380732,number of fruits per_flower,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,visits per flower,0.2907069102462272,0.22398729150119143,0.006354249404289118,0.04765687053216839,0.012708498808578236,NA,NA,NA,NA,0,NA,10.1098/rspb.2020.0922,David Biddinger and all the co-authors in the referred publication,djb134@psu.edu/jreilly45@gmail.com/rwinfree@rutgers.edu/isaacsr@msu.edu
David_Biddinger_Prunus_cerasus_USA_2015,cherry_tart_pa_3_100,Prunus cerasus,NA,NA,USA,40.05002,-77.127228,NA,NA,NA,NA,NA,2015,NA,133.8,number of fruits,0.3628577,number of fruits per_flower,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,visits per flower,0.2755453501722158,0.19058553386911595,0.004592422502870264,0.07347876004592423,0.006888633754305396,NA,NA,NA,NA,0,NA,10.1098/rspb.2020.0922,David Biddinger and all the co-authors in the referred publication,djb134@psu.edu/jreilly45@gmail.com/rwinfree@rutgers.edu/isaacsr@msu.edu
David_Biddinger_Prunus_cerasus_USA_2015,cherry_tart_pa_4_0,Prunus cerasus,NA,NA,USA,40.042199,-77.16934,NA,NA,NA,NA,NA,2015,NA,174.9,number of fruits,0.2767469,number of fruits per_flower,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,visits per flower,0.21940928270042195,0.08945147679324894,0.005063291139240506,0.10632911392405063,0.018565400843881856,NA,NA,NA,NA,0,NA,10.1098/rspb.2020.0922,David Biddinger and all the co-authors in the referred publication,djb134@psu.edu/jreilly45@gmail.com/rwinfree@rutgers.edu/isaacsr@msu.edu
David_Biddinger_Prunus_cerasus_USA_2015,cherry_tart_pa_4_25,Prunus cerasus,NA,NA,USA,40.042199,-77.16934,NA,NA,NA,NA,NA,2015,NA,257.4,number of fruits,0.5177649,number of fruits per_flower,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,visits per flower,0.12785881505492527,0.06843147848010085,0,0.04862236628849271,0.010804970286331714,NA,NA,NA,NA,0,NA,10.1098/rspb.2020.0922,David Biddinger and all the co-authors in the referred publication,djb134@psu.edu/jreilly45@gmail.com/rwinfree@rutgers.edu/isaacsr@msu.edu
David_Biddinger_Prunus_cerasus_USA_2015,cherry_tart_pa_4_50,Prunus cerasus,NA,NA,USA,40.042199,-77.16934,NA,NA,NA,NA,NA,2015,NA,268.8,number of fruits,0.6685248,number of fruits per_flower,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,visits per flower,0.22988505747126436,0.18000433745391453,0,0.04337453914552158,0.006506180871828237,NA,NA,NA,NA,0,NA,10.1098/rspb.2020.0922,David Biddinger and all the co-authors in the referred publication,djb134@psu.edu/jreilly45@gmail.com/rwinfree@rutgers.edu/isaacsr@msu.edu
David_Biddinger_Prunus_cerasus_USA_2015,cherry_tart_pa_4_100,Prunus cerasus,NA,NA,USA,40.042199,-77.16934,NA,NA,NA,NA,NA,2015,NA,240.3,number of fruits,0.5886985,number of fruits per_flower,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,visits per flower,0.18510727808161548,0.15986537652503155,0,0.02524190155658393,0,NA,NA,NA,NA,0,NA,10.1098/rspb.2020.0922,David Biddinger and all the co-authors in the referred publication,djb134@psu.edu/jreilly45@gmail.com/rwinfree@rutgers.edu/isaacsr@msu.edu
