study_id,site_id,crop,variety,management,country,latitude,longitude,X_UTM,Y_UTM,zone_UTM,sampling_start_month,sampling_end_month,sampling_year,field_size,yield,yield_units,yield2,yield2_units,yield_treatments_no_pollinators,yield_treatments_pollen_supplement,yield_treatments_no_pollinators2,yield_treatments_pollen_supplement2,fruits_per_plant,fruit_weight,plant_density,seeds_per_fruit,seeds_per_plant,seed_weight,observed_pollinator_richness,other_pollinator_richness,other_richness_estimator_method,abundance,ab_honeybee,ab_bombus,ab_wildbees,ab_syrphids,ab_humbleflies,ab_other_flies,ab_beetles,ab_lepidoptera,ab_nonbee_hymenoptera,ab_others,total_sampled_area,total_sampled_time,visitation_rate_units,visitation_rate,visit_honeybee,visit_bombus,visit_wildbees,visit_syrphids,visit_humbleflies,visit_other_flies,visit_beetles,visit_lepidoptera,visit_nonbee_hymenoptera,visit_others,Publication,Credit,Email_contact
ande01,1.1,Brassica rapa,NA,organic,Sweden,55.981034,13.11472,NA,NA,NA,NA,NA,2010,NA,47.732719926154296,seed set (Percentage developed seed per siliqua),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,92.791,Chao1,160,32,27,8,91,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Georg Andersson (Lund University), Project MULTIFUNC",gandersson@unrn.edu.ar
ande01,2.0.1,Brassica rapa,NA,conventional,Sweden,56.21922,13.86215,NA,NA,NA,NA,NA,2010,NA,18.9011995777483,seed set (Percentage developed seed per siliqua),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,39.791,Chao1,86,0,10,4,70,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Georg Andersson (Lund University), Project MULTIFUNC",gandersson@unrn.edu.ar
ande01,2.0.2,Brassica rapa,NA,conventional,Sweden,55.806788,13.861388,NA,NA,NA,NA,NA,2010,NA,49.0991226966375,seed set (Percentage developed seed per siliqua),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,30.154,Chao1,65,0,10,5,50,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Georg Andersson (Lund University), Project MULTIFUNC",gandersson@unrn.edu.ar
ande01,2.1,Brassica rapa,NA,organic,Sweden,56.20546,13.755509,NA,NA,NA,NA,NA,2010,NA,48.110607520539,seed set (Percentage developed seed per siliqua),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,20.393,Chao1,42,0,7,5,27,0,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Georg Andersson (Lund University), Project MULTIFUNC",gandersson@unrn.edu.ar
ande01,2.4,Brassica rapa,NA,organic,Sweden,55.937886,13.290105,NA,NA,NA,NA,NA,2010,NA,77.20505225032551,seed set (Percentage developed seed per siliqua),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,78.266,Chao1,173,4,23,4,139,0,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Georg Andersson (Lund University), Project MULTIFUNC",gandersson@unrn.edu.ar
ande01,2.4.2,Brassica rapa,NA,organic,Sweden,55.773553,13.861608,NA,NA,NA,NA,NA,2010,NA,21.7138427689471,seed set (Percentage developed seed per siliqua),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,48.633,Chao1,160,33,20,11,93,0,2,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Georg Andersson (Lund University), Project MULTIFUNC",gandersson@unrn.edu.ar
ande01,4.1,Brassica rapa,NA,organic,Sweden,55.506062,13.864372,NA,NA,NA,NA,NA,2010,NA,64.8269902236877,seed set (Percentage developed seed per siliqua),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,42.216,Chao1,147,7,35,13,89,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Georg Andersson (Lund University), Project MULTIFUNC",gandersson@unrn.edu.ar
ande01,4.1.2,Brassica rapa,NA,organic,Sweden,55.635744,13.751394,NA,NA,NA,NA,NA,2010,NA,61.8532425689583,seed set (Percentage developed seed per siliqua),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,24.638,Chao1,94,6,23,24,36,0,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Georg Andersson (Lund University), Project MULTIFUNC",gandersson@unrn.edu.ar
ande01,4.4,Brassica rapa,NA,organic,Sweden,55.83502,13.518199,NA,NA,NA,NA,NA,2010,NA,22.0797728841207,seed set (Percentage developed seed per siliqua),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,113.235,Chao1,119,5,70,3,39,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Georg Andersson (Lund University), Project MULTIFUNC",gandersson@unrn.edu.ar
ande01,5.0.1,Brassica rapa,NA,conventional,Sweden,55.425796,13.196088,NA,NA,NA,NA,NA,2010,NA,28.3729399288399,seed set (Percentage developed seed per siliqua),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,20.151,Chao1,63,0,34,1,28,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Georg Andersson (Lund University), Project MULTIFUNC",gandersson@unrn.edu.ar
ande01,5.4,Brassica rapa,NA,organic,Sweden,55.402118,13.202387,NA,NA,NA,NA,NA,2010,NA,27.5766648997969,seed set (Percentage developed seed per siliqua),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,35.791,Chao1,86,0,19,10,39,0,18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Georg Andersson (Lund University), Project MULTIFUNC",gandersson@unrn.edu.ar
ande02,4.01,Fragaria × ananassa,NA,conventional,Sweden,55.851232,13.361977,NA,NA,NA,NA,NA,2009,NA,11.1111111111111,Percentage of fully pollinated fruits per pot,102,Total number of fruits per site,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,36.611,Chao1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Georg Andersson (Lund University), Project MULTIFUNC",gandersson@unrn.edu.ar
ande02,4.1,Fragaria × ananassa,NA,organic,Sweden,55.506072,13.86448,NA,NA,NA,NA,NA,2009,NA,35.4838709677419,Percentage of fully pollinated fruits per pot,311,Total number of fruits per site,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,20.466,Chao1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Georg Andersson (Lund University), Project MULTIFUNC",gandersson@unrn.edu.ar
ande02,4.2,Fragaria × ananassa,NA,organic,Sweden,55.738088,13.706308,NA,NA,NA,NA,NA,2009,NA,50,Percentage of fully pollinated fruits per pot,158,Total number of fruits per site,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,72.319,Chao1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Georg Andersson (Lund University), Project MULTIFUNC",gandersson@unrn.edu.ar
ande02,4.3,Fragaria × ananassa,NA,organic,Sweden,55.562438,13.362367,NA,NA,NA,NA,NA,2009,NA,80,Percentage of fully pollinated fruits per pot,119,Total number of fruits per site,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,25.326,Chao1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Georg Andersson (Lund University), Project MULTIFUNC",gandersson@unrn.edu.ar
ande02,4.4,Fragaria × ananassa,NA,organic,Sweden,55.835012999999996,13.518487,NA,NA,NA,NA,NA,2009,NA,7.69230769230769,Percentage of fully pollinated fruits per pot,63,Total number of fruits per site,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,14.833,Chao1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Georg Andersson (Lund University), Project MULTIFUNC",gandersson@unrn.edu.ar
ande02,5.01,Fragaria × ananassa,NA,conventional,Sweden,55.376422,13.316683,NA,NA,NA,NA,NA,2009,NA,23.8095238095238,Percentage of fully pollinated fruits per pot,153,Total number of fruits per site,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9.122,Chao1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Georg Andersson (Lund University), Project MULTIFUNC",gandersson@unrn.edu.ar
ande02,5.02,Fragaria × ananassa,NA,conventional,Sweden,55.499083,13.552,NA,NA,NA,NA,NA,2009,NA,15,Percentage of fully pollinated fruits per pot,150,Total number of fruits per site,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,24.859,Chao1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Georg Andersson (Lund University), Project MULTIFUNC",gandersson@unrn.edu.ar
ande02,5.1,Fragaria × ananassa,NA,organic,Sweden,55.426812,13.424667,NA,NA,NA,NA,NA,2009,NA,33.3333333333333,Percentage of fully pollinated fruits per pot,38,Total number of fruits per site,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,29.679,Chao1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Georg Andersson (Lund University), Project MULTIFUNC",gandersson@unrn.edu.ar
ande02,5.2,Fragaria × ananassa,NA,organic,Sweden,55.88873,13.318122,NA,NA,NA,NA,NA,2009,NA,40,Percentage of fully pollinated fruits per pot,19,Total number of fruits per site,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,21.637,Chao1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Georg Andersson (Lund University), Project MULTIFUNC",gandersson@unrn.edu.ar
