study_id,site_id,crop,variety,management,country,latitude,longitude,X_UTM,Y_UTM,zone_UTM,sampling_start_month,sampling_end_month,sampling_year,field_size,yield,yield_units,yield2,yield2_units,yield_treatments_no_pollinators,yield_treatments_pollen_supplement,yield_treatments_no_pollinators2,yield_treatments_pollen_supplement2,fruits_per_plant,fruit_weight,plant_density,seeds_per_fruit,seeds_per_plant,seed_weight,observed_pollinator_richness,other_pollinator_richness,other_richness_estimator_method,abundance,ab_honeybee,ab_bombus,ab_wildbees,ab_syrphids,ab_humbleflies,ab_other_flies,ab_beetles,ab_lepidoptera,ab_nonbee_hymenoptera,ab_others,total_sampled_area,total_sampled_time,visitation_rate_units,visitation_rate,visit_honeybee,visit_bombus,visit_wildbees,visit_syrphids,visit_humbleflies,visit_other_flies,visit_beetles,visit_lepidoptera,visit_nonbee_hymenoptera,visit_others,Publication,Credit,Email_contact
mall01,mall01_AB,malus domestica,NA,conventional,USA,NA,NA,287066.7791,4768463.396,NA,NA,NA,2012,13.3546,6.5219268999999995,percentage fruit set (100 number of fruits/number of open flowers),NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,20.575,Chao1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1111/1365-2664.12377,"Rachel Mallinger, USDA-ARS",rachel.mallinger@ars.usda.gov
mall01,mall01_AH,malus domestica,NA,conventional,USA,NA,NA,421258.5996,4725173.018,NA,NA,NA,2012,20.2343,1.3336953,percentage fruit set (100 number of fruits/number of open flowers),NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,12.667,Chao1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1111/1365-2664.12377,"Rachel Mallinger, USDA-ARS",rachel.mallinger@ars.usda.gov
mall01,mall01_BR,malus domestica,NA,conventional,USA,NA,NA,404741.7883,4721937.599,NA,NA,NA,2012,6.0702,11.9368955,percentage fruit set (100 number of fruits/number of open flowers),NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,16.071,Chao1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1111/1365-2664.12377,"Rachel Mallinger, USDA-ARS",rachel.mallinger@ars.usda.gov
mall01,mall01_CO,malus domestica,NA,organic,USA,NA,NA,303741,4798085,NA,NA,NA,2012,0.2023,17.823646500000002,percentage fruit set (100 number of fruits/number of open flowers),NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,34.593,Chao1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1111/1365-2664.12377,"Rachel Mallinger, USDA-ARS",rachel.mallinger@ars.usda.gov
mall01,mall01_DC,malus domestica,NA,conventional,USA,NA,NA,318795.7151,4765992.266,NA,NA,NA,2012,4.0468,19.9470813,percentage fruit set (100 number of fruits/number of open flowers),NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,32.424,Chao1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1111/1365-2664.12377,"Rachel Mallinger, USDA-ARS",rachel.mallinger@ars.usda.gov
mall01,mall01_EL,malus domestica,NA,conventional,USA,NA,NA,399248.6694,4733233.156,NA,NA,NA,2012,6.8796,0.3074074,percentage fruit set (100 number of fruits/number of open flowers),NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,15.654,Chao1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1111/1365-2664.12377,"Rachel Mallinger, USDA-ARS",rachel.mallinger@ars.usda.gov
mall01,mall01_HK,malus domestica,NA,conventional,USA,NA,NA,340542,4740450,NA,NA,NA,2012,1.0117,27.530892,percentage fruit set (100 number of fruits/number of open flowers),NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,46.135,Chao1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1111/1365-2664.12377,"Rachel Mallinger, USDA-ARS",rachel.mallinger@ars.usda.gov
mall01,mall01_HO,malus domestica,NA,organic,USA,NA,NA,625345.0166,4858617.466,NA,NA,NA,2012,12.1406,19.6000506,percentage fruit set (100 number of fruits/number of open flowers),NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,32.911,Chao1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1111/1365-2664.12377,"Rachel Mallinger, USDA-ARS",rachel.mallinger@ars.usda.gov
mall01,mall01_HR,malus domestica,NA,conventional,USA,NA,NA,390826.2194,4713035.074,NA,NA,NA,2012,2.4281,0.3869097,percentage fruit set (100 number of fruits/number of open flowers),NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,23.907,Chao1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1111/1365-2664.12377,"Rachel Mallinger, USDA-ARS",rachel.mallinger@ars.usda.gov
mall01,mall01_J,malus domestica,NA,conventional,USA,NA,NA,320607.163,4779058.102,NA,NA,NA,2012,1.0117,6.7056184000000005,percentage fruit set (100 number of fruits/number of open flowers),NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,21.903,Chao1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1111/1365-2664.12377,"Rachel Mallinger, USDA-ARS",rachel.mallinger@ars.usda.gov
