study_id,site_id,crop,variety,management,country,latitude,longitude,X_UTM,Y_UTM,zone_UTM,sampling_start_month,sampling_end_month,sampling_year,field_size,yield,yield_units,yield2,yield2_units,yield_treatments_no_pollinators,yield_treatments_pollen_supplement,yield_treatments_no_pollinators2,yield_treatments_pollen_supplement2,fruits_per_plant,fruit_weight,plant_density,seeds_per_fruit,seeds_per_plant,seed_weight,pollinator_richness,richness_estimator_method,abundance,ab_honeybee,ab_bombus,ab_wildbees,ab_syrphids,ab_humbleflies,ab_other_flies,ab_beetles,ab_lepidoptera,ab_nonbee_hymenoptera,ab_others,total_sampled_area,total_sampled_time,visitation_rate_units,visitation_rate,visit_honeybee,visit_bombus,visit_wildbees,visit_syrphids,visit_humbleflies,visit_other_flies,visit_beetles,visit_lepidoptera,visit_nonbee_hymenoptera,visit_others,Publication,Credit,Email_contact
krish011,bal,Coffea canephora,NA,conventional,India,12.091125,75.988587,NA,NA,NA,NA,NA,2007,NA,35.86535043798303,final seedset: percentage of ovules that developed into seeds at harvest,41.38666666666667,final fruitset: percentage of flowers that developed into mature fruits at harvest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.495,Chao1,312,76,0,213,1,0,2,2,1,2,15,NA,270,(average number of) visits per inflorescence and hour,0.12839506172839507,0.031275720164609055,0,0.08765432098765433,4.1152263374485596e-4,0,8.230452674897119e-4,8.230452674897119e-4,4.1152263374485596e-4,8.230452674897119e-4,0.006172839506172839,10.1016/j.baae.2012.03.007,"Smitha Krishnan, ETH Zurich",smithakrishnan@gmail.com / smitha.krishnan@env.ethz.ch
krish011,bas,Coffea canephora,NA,conventional,India,12.10022,75.9904,NA,NA,NA,NA,NA,2007,NA,31.88776814944883,final seedset: percentage of ovules that developed into seeds at harvest,36.714,final fruitset: percentage of flowers that developed into mature fruits at harvest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,Chao1,206,137,0,58,0,0,0,0,0,0,11,NA,270,(average number of) visits per inflorescence and hour,0.08477366255144032,0.056378600823045265,0,0.023868312757201648,0,0,0,0,0,0,0.004526748971193415,10.1016/j.baae.2012.03.007,"Smitha Krishnan, ETH Zurich",smithakrishnan@gmail.com / smitha.krishnan@env.ethz.ch
krish011,baso,Coffea canephora,NA,conventional,India,12.0988,75.990710000000007,NA,NA,NA,NA,NA,2007,NA,32.185677177721395,final seedset: percentage of ovules that developed into seeds at harvest,36.02666666666667,final fruitset: percentage of flowers that developed into mature fruits at harvest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.991,Chao1,113,79,0,34,0,0,0,0,0,0,0,NA,180,(average number of) visits per inflorescence and hour,0.10462962962962963,0.07314814814814814,0,0.03148148148148148,0,0,0,0,0,0,0,10.1016/j.baae.2012.03.007,"Smitha Krishnan, ETH Zurich",smithakrishnan@gmail.com / smitha.krishnan@env.ethz.ch
krish011,be,Coffea canephora,NA,conventional,India,12.10932,76.01263,NA,NA,NA,NA,NA,2007,NA,19.347204318401545,final seedset: percentage of ovules that developed into seeds at harvest,23.14,final fruitset: percentage of flowers that developed into mature fruits at harvest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.492,Chao1,66,31,0,33,2,0,0,0,0,0,0,NA,180,(average number of) visits per inflorescence and hour,0.06111111111111111,0.028703703703703703,0,0.030555555555555555,0.001851851851851852,0,0,0,0,0,0,10.1016/j.baae.2012.03.007,"Smitha Krishnan, ETH Zurich",smithakrishnan@gmail.com / smitha.krishnan@env.ethz.ch
krish011,chl,Coffea canephora,NA,conventional,India,12.101683333333334,75.9613,NA,NA,NA,NA,NA,2007,NA,14.483171192914892,final seedset: percentage of ovules that developed into seeds at harvest,17.89,final fruitset: percentage of flowers that developed into mature fruits at harvest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.99,Chao1,289,113,0,163,1,0,7,0,0,0,5,NA,270,(average number of) visits per inflorescence and hour,0.11893004115226337,0.046502057613168724,0,0.06707818930041153,4.1152263374485596e-4,0,0.002880658436213992,0,0,0,0.00205761316872428,10.1016/j.baae.2012.03.007,"Smitha Krishnan, ETH Zurich",smithakrishnan@gmail.com / smitha.krishnan@env.ethz.ch
krish011,chs,Coffea canephora,NA,conventional,India,12.106761,75.961584,NA,NA,NA,NA,NA,2007,NA,20.980746971125697,final seedset: percentage of ovules that developed into seeds at harvest,25.497999999999998,final fruitset: percentage of flowers that developed into mature fruits at harvest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Chao1,20,4,0,16,0,0,0,0,0,0,0,NA,270,(average number of) visits per inflorescence and hour,0.00823045267489712,0.0016460905349794238,0,0.006584362139917695,0,0,0,0,0,0,0,10.1016/j.baae.2012.03.007,"Smitha Krishnan, ETH Zurich",smithakrishnan@gmail.com / smitha.krishnan@env.ethz.ch
krish011,devpur,Coffea canephora,NA,conventional,India,12.20735,75.95761666666667,NA,NA,NA,NA,NA,2007,NA,39.264043454180225,final seedset: percentage of ovules that developed into seeds at harvest,44.998,final fruitset: percentage of flowers that developed into mature fruits at harvest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.492,Chao1,580,377,0,169,1,0,1,0,0,0,32,NA,225,(average number of) visits per inflorescence and hour,0.3437037037037037,0.22340740740740742,0,0.10014814814814815,5.925925925925926e-4,0,5.925925925925926e-4,0,0,0,0.018962962962962963,10.1016/j.baae.2012.03.007,"Smitha Krishnan, ETH Zurich",smithakrishnan@gmail.com / smitha.krishnan@env.ethz.ch
krish011,dhm,Coffea canephora,NA,conventional,India,12.177747,76.003894,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.974,Chao1,76,14,0,59,0,0,0,0,0,0,3,NA,270,(average number of) visits per inflorescence and hour,0.031275720164609055,0.005761316872427984,0,0.0242798353909465,0,0,0,0,0,0,0.0012345679012345679,10.1016/j.baae.2012.03.007,"Smitha Krishnan, ETH Zurich",smithakrishnan@gmail.com / smitha.krishnan@env.ethz.ch
krish011,hal,Coffea canephora,NA,conventional,India,12.13705,75.93175,NA,NA,NA,NA,NA,2007,NA,25.525906280373057,final seedset: percentage of ovules that developed into seeds at harvest,27.796666666666667,final fruitset: percentage of flowers that developed into mature fruits at harvest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.487,Chao1,356,160,0,185,0,0,3,1,0,1,6,NA,270,(average number of) visits per inflorescence and hour,0.14650205761316873,0.06584362139917696,0,0.07613168724279835,0,0,0.0012345679012345679,4.1152263374485596e-4,0,4.1152263374485596e-4,0.0024691358024691358,10.1016/j.baae.2012.03.007,"Smitha Krishnan, ETH Zurich",smithakrishnan@gmail.com / smitha.krishnan@env.ethz.ch
krish011,has,Coffea canephora,NA,conventional,India,12.144733333333333,75.93008333333333,NA,NA,NA,NA,NA,2007,NA,37.015915485183235,final seedset: percentage of ovules that developed into seeds at harvest,43.898,final fruitset: percentage of flowers that developed into mature fruits at harvest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,Chao1,83,37,0,45,0,0,0,0,0,0,1,NA,270,(average number of) visits per inflorescence and hour,0.034156378600823045,0.015226337448559672,0,0.018518518518518517,0,0,0,0,0,0,4.1152263374485596e-4,10.1016/j.baae.2012.03.007,"Smitha Krishnan, ETH Zurich",smithakrishnan@gmail.com / smitha.krishnan@env.ethz.ch
