study_id,site_id,crop,variety,management,country,latitude,longitude,X_UTM,Y_UTM,zone_UTM,sampling_start_month,sampling_end_month,sampling_year,field_size,yield,yield_units,yield2,yield2_units,yield_treatments_no_pollinators,yield_treatments_pollen_supplement,yield_treatments_no_pollinators2,yield_treatments_pollen_supplement2,fruits_per_plant,fruit_weight,plant_density,seeds_per_fruit,seeds_per_plant,seed_weight,pollinator_richness,richness_estimator_method,abundance,ab_honeybee,ab_bombus,ab_wildbees,ab_syrphids,ab_humbleflies,ab_other_flies,ab_beetles,ab_lepidoptera,ab_nonbee_hymenoptera,ab_others,total_sampled_area,total_sampled_time,visitation_rate_units,visitation_rate,visit_honeybee,visit_bombus,visit_wildbees,visit_syrphids,visit_humbleflies,visit_other_flies,visit_beetles,visit_lepidoptera,visit_nonbee_hymenoptera,visit_others,Publication,Credit,Email_contact
Bart01,1,Brassica napus,Excalibur,conventional,Sweden,58.403912,14.180431,NA,NA,NA,5,6,2013,NA,1066.3273568333334,kg/ha,NA,NA,NA,NA,NA,NA,30.075,NA,23,24.03125,731.5425,0.6181666666666666,12.333,Chao1,15,0,4,0,5,0,2,0,2,2,0,100,30,visits per 100 flowers and hour,14.76923076923077,5.333333333333333,1.2307692307692308,0,1.641025641025641,0,5.743589743589744,0,0.8205128205128205,0,0,10.1016/j.baae.2015.07.004,"Ignasi Bartomeus, Vesna Gagic, Riccardo Bommarco",nacho.bartomeus@gmail.com
Bart01,2,Brassica napus,NA,conventional,Sweden,58.200082,13.556258,NA,NA,NA,5,6,2013,NA,1456.6619695000002,kg/ha,NA,NA,NA,NA,NA,NA,42.375,NA,25,29.5125,1247.37375,0.46558333333333335,27.111,Chao1,18,0,2,4,4,0,8,0,0,0,0,100,30,visits per 100 flowers and hour,6.689895470383275,0.3344947735191638,1.505226480836237,0.3344947735191638,0.8362369337979094,0,3.177700348432056,0.1672473867595819,0,0.3344947735191638,0,10.1016/j.baae.2015.07.004,"Ignasi Bartomeus, Vesna Gagic, Riccardo Bommarco",nacho.bartomeus@gmail.com
Bart01,3,Brassica napus,Excalibur,conventional,Sweden,58.171296,13.643916,NA,NA,NA,5,6,2013,NA,1068.54363525,kg/ha,NA,NA,NA,NA,NA,NA,36.825,NA,19.625,24.80625,916.76125,0.5883333333333334,28.05,Chao1,30,0,0,1,13,0,10,1,0,5,0,100,30,visits per 100 flowers and hour,10.302439024390244,0.9365853658536586,0.9365853658536586,0.23414634146341465,3.9804878048780488,0,4.214634146341464,0,0,0,0,10.1016/j.baae.2015.07.004,"Ignasi Bartomeus, Vesna Gagic, Riccardo Bommarco",nacho.bartomeus@gmail.com
Bart01,4,Brassica napus,Excalibur,conventional,Sweden,58.109959,13.755515,NA,NA,NA,5,6,2013,NA,1379.817106,kg/ha,NA,NA,NA,NA,NA,NA,35.699999999999996,NA,25.875,27.7875,989.36875,0.5342083333333334,13.867,Chao1,30,0,0,0,8,0,20,0,0,2,0,100,30,visits per 100 flowers and hour,11.621052631578948,2.778947368421053,0,0,1.263157894736842,0,7.578947368421052,0,0,0,0,10.1016/j.baae.2015.07.004,"Ignasi Bartomeus, Vesna Gagic, Riccardo Bommarco",nacho.bartomeus@gmail.com
Bart01,5,Brassica napus,Compass,conventional,Sweden,58.563892,13.029755,NA,NA,NA,5,6,2013,NA,1293.327361875,kg/ha,NA,NA,NA,NA,NA,NA,29.875,NA,27.875,30.7,915.99875,0.5083333333333333,69.719,Chao1,16,0,1,0,6,0,2,0,0,7,0,100,30,visits per 100 flowers and hour,11.142857142857142,0,0.5714285714285714,0,3.142857142857143,0,7.428571428571429,0,0,0,0,10.1016/j.baae.2015.07.004,"Ignasi Bartomeus, Vesna Gagic, Riccardo Bommarco",nacho.bartomeus@gmail.com
Bart01,6,Brassica napus,Compass,conventional,Sweden,58.527049,12.958532,NA,NA,NA,5,6,2013,NA,1074.8796940833333,kg/ha,NA,NA,NA,NA,NA,NA,26.075,NA,22.75,30.6375,798.6437500000001,0.5964583333333333,143.586,Chao1,29,0,7,2,14,0,3,2,0,1,0,100,30,visits per 100 flowers and hour,15.555555555555555,2.6666666666666665,1.3333333333333333,0.8888888888888888,2.2222222222222223,0,8,0,0,0,0.4444444444444444,10.1016/j.baae.2015.07.004,"Ignasi Bartomeus, Vesna Gagic, Riccardo Bommarco",nacho.bartomeus@gmail.com
Bart01,7,Brassica napus,Excalibur,conventional,Sweden,58.503509,13.044996,NA,NA,NA,5,6,2013,NA,1350.8398829166667,kg/ha,NA,NA,NA,NA,NA,NA,40.875,NA,24.5,24.69375,1005.34625,0.5350833333333334,42.52,Chao1,25,0,2,3,10,0,7,2,0,1,0,100,30,visits per 100 flowers and hour,23.791304347826088,11.68695652173913,2.9217391304347826,0,3.3391304347826085,0,5.843478260869565,0,0,0,0,10.1016/j.baae.2015.07.004,"Ignasi Bartomeus, Vesna Gagic, Riccardo Bommarco",nacho.bartomeus@gmail.com
Bart01,8,Brassica napus,Compass,conventional,Sweden,58.527629,13.033413,NA,NA,NA,5,6,2013,NA,553.555884,kg/ha,NA,NA,NA,NA,NA,NA,32.05,NA,9.375,30.68125,984.5962499999999,0.5950416666666667,106.875,Chao1,16,0,5,1,5,0,4,1,0,0,0,100,30,visits per 100 flowers and hour,14.4,0.43636363636363634,1.7454545454545454,1.309090909090909,2.618181818181818,0,7.418181818181818,0.8727272727272727,0,0,0,10.1016/j.baae.2015.07.004,"Ignasi Bartomeus, Vesna Gagic, Riccardo Bommarco",nacho.bartomeus@gmail.com
Bart01,9,Brassica napus,NA,conventional,Sweden,58.51405,13.378827,NA,NA,NA,5,6,2013,NA,1913.1443889583331,kg/ha,NA,NA,NA,NA,NA,NA,34.35,NA,31.625,30.2875,1042.97125,0.5802499999999999,45,Chao1,18,0,0,0,2,0,13,1,0,2,0,100,30,visits per 100 flowers and hour,9.320388349514563,0.9320388349514563,0,0,0.9320388349514563,0,7.456310679611651,0,0,0,0,10.1016/j.baae.2015.07.004,"Ignasi Bartomeus, Vesna Gagic, Riccardo Bommarco",nacho.bartomeus@gmail.com
Bart01,10,Brassica napus,NA,conventional,Sweden,58.351229,13.249006,NA,NA,NA,5,6,2013,NA,388.22113,kg/ha,NA,NA,NA,NA,NA,NA,26.85,NA,10.625,21.8625,582.07625,0.6237083333333333,60.5,Chao1,20,0,1,0,9,0,6,1,0,3,0,100,30,visits per 100 flowers and hour,14.823529411764707,2.823529411764706,0,0,4.235294117647059,0,7.0588235294117645,0.7058823529411765,0,0,0,10.1016/j.baae.2015.07.004,"Ignasi Bartomeus, Vesna Gagic, Riccardo Bommarco",nacho.bartomeus@gmail.com
Bart01,11,Brassica napus,NA,conventional,Sweden,58.269476,13.028376,NA,NA,NA,5,6,2013,NA,176.00019825,kg/ha,NA,NA,NA,NA,NA,NA,19.675,NA,7.5,22.98125,450.23,0.5794583333333333,35.29,Chao1,23,0,1,0,17,0,4,1,0,0,0,100,30,visits per 100 flowers and hour,21.24590163934426,0,3.1475409836065573,0.7868852459016393,5.508196721311475,0,10.229508196721312,1.5737704918032787,0,0,0,10.1016/j.baae.2015.07.004,"Ignasi Bartomeus, Vesna Gagic, Riccardo Bommarco",nacho.bartomeus@gmail.com
Bart01,12,Brassica napus,Compass,conventional,Sweden,58.280797,12.942646,NA,NA,NA,5,6,2013,NA,35.23217233333334,kg/ha,NA,NA,NA,NA,NA,NA,23.2,NA,1.375,25.54375,591.2524999999999,0.5580833333333333,46.818,Chao1,11,0,0,2,9,0,0,0,0,0,0,100,30,visits per 100 flowers and hour,15.804878048780488,4.682926829268292,0,0,9.951219512195122,0,1.170731707317073,0,0,0,0,10.1016/j.baae.2015.07.004,"Ignasi Bartomeus, Vesna Gagic, Riccardo Bommarco",nacho.bartomeus@gmail.com
