study_id,site_id,crop,variety,management,country,latitude,longitude,X_UTM,Y_UTM,zone_UTM,sampling_start_month,sampling_end_month,sampling_year,field_size,yield,yield_units,yield2,yield2_units,yield_treatments_no_pollinators,yield_treatments_pollen_supplement,yield_treatments_no_pollinators2,yield_treatments_pollen_supplement2,fruits_per_plant,fruit_weight,plant_density,seeds_per_fruit,seeds_per_plant,seed_weight,observed_pollinator_richness,other_pollinator_richness,other_richness_estimator_method,richness_restriction,abundance,ab_honeybee,ab_bombus,ab_wildbees,ab_syrphids,ab_humbleflies,ab_other_flies,ab_beetles,ab_lepidoptera,ab_nonbee_hymenoptera,ab_others,total_sampled_area,total_sampled_time,visitation_rate_units,visitation_rate,visit_honeybee,visit_bombus,visit_wildbees,visit_syrphids,visit_humbleflies,visit_other_flies,visit_beetles,visit_lepidoptera,visit_nonbee_hymenoptera,visit_others,Publication,Credit,Email_contact
Smitha_Krishnan_Coffea_canephora_India_2007,bal,Coffea canephora,NA,conventional,India,12.091125,75.988587,NA,NA,NA,NA,NA,2007,NA,35.86535043798303,final seedset: percentage of ovules that developed into seeds at harvest,41.38666666666667,final fruitset: percentage of flowers that developed into mature fruits at harvest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,12.495,Chao1,NA,312,211,0,78,1,0,2,2,1,2,15,NA,270,(average number of) visits per inflorescence and hour,0.12839506172839507,0.08683127572016461,0,0.03209876543209877,4.1152263374485596e-4,0,8.230452674897119e-4,8.230452674897119e-4,4.1152263374485596e-4,8.230452674897119e-4,0.006172839506172839,10.1016/j.baae.2012.03.007,"Smitha Krishnan, ETH Zurich",smithakrishnan@gmail.com / smitha.krishnan@env.ethz.ch
Smitha_Krishnan_Coffea_canephora_India_2007,bas,Coffea canephora,NA,conventional,India,12.10022,75.9904,NA,NA,NA,NA,NA,2007,NA,31.88776814944883,final seedset: percentage of ovules that developed into seeds at harvest,36.714,final fruitset: percentage of flowers that developed into mature fruits at harvest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,Chao1,NA,206,186,0,9,0,0,0,0,0,0,11,NA,270,(average number of) visits per inflorescence and hour,0.08477366255144032,0.07654320987654321,0,0.003703703703703704,0,0,0,0,0,0,0.004526748971193415,10.1016/j.baae.2012.03.007,"Smitha Krishnan, ETH Zurich",smithakrishnan@gmail.com / smitha.krishnan@env.ethz.ch
Smitha_Krishnan_Coffea_canephora_India_2007,baso,Coffea canephora,NA,conventional,India,12.0988,75.990710000000007,NA,NA,NA,NA,NA,2007,NA,32.185677177721395,final seedset: percentage of ovules that developed into seeds at harvest,36.02666666666667,final fruitset: percentage of flowers that developed into mature fruits at harvest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6.991,Chao1,NA,113,91,0,22,0,0,0,0,0,0,0,NA,180,(average number of) visits per inflorescence and hour,0.10462962962962963,0.08425925925925926,0,0.020370370370370372,0,0,0,0,0,0,0,10.1016/j.baae.2012.03.007,"Smitha Krishnan, ETH Zurich",smithakrishnan@gmail.com / smitha.krishnan@env.ethz.ch
Smitha_Krishnan_Coffea_canephora_India_2007,be,Coffea canephora,NA,conventional,India,12.10932,76.01263,NA,NA,NA,NA,NA,2007,NA,19.347204318401545,final seedset: percentage of ovules that developed into seeds at harvest,23.14,final fruitset: percentage of flowers that developed into mature fruits at harvest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5.492,Chao1,NA,66,61,0,3,2,0,0,0,0,0,0,NA,180,(average number of) visits per inflorescence and hour,0.06111111111111111,0.05648148148148148,0,0.002777777777777778,0.001851851851851852,0,0,0,0,0,0,10.1016/j.baae.2012.03.007,"Smitha Krishnan, ETH Zurich",smithakrishnan@gmail.com / smitha.krishnan@env.ethz.ch
Smitha_Krishnan_Coffea_canephora_India_2007,chl,Coffea canephora,NA,conventional,India,12.101683333333334,75.9613,NA,NA,NA,NA,NA,2007,NA,14.483171192914892,final seedset: percentage of ovules that developed into seeds at harvest,17.89,final fruitset: percentage of flowers that developed into mature fruits at harvest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,11.99,Chao1,NA,289,261,0,15,1,0,7,0,0,0,5,NA,270,(average number of) visits per inflorescence and hour,0.11893004115226337,0.10740740740740741,0,0.006172839506172839,4.1152263374485596e-4,0,0.002880658436213992,0,0,0,0.00205761316872428,10.1016/j.baae.2012.03.007,"Smitha Krishnan, ETH Zurich",smithakrishnan@gmail.com / smitha.krishnan@env.ethz.ch
Smitha_Krishnan_Coffea_canephora_India_2007,chs,Coffea canephora,NA,conventional,India,12.106761,75.961584,NA,NA,NA,NA,NA,2007,NA,20.980746971125697,final seedset: percentage of ovules that developed into seeds at harvest,25.497999999999998,final fruitset: percentage of flowers that developed into mature fruits at harvest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,Chao1,NA,20,4,0,16,0,0,0,0,0,0,0,NA,270,(average number of) visits per inflorescence and hour,0.00823045267489712,0.0016460905349794238,0,0.006584362139917695,0,0,0,0,0,0,0,10.1016/j.baae.2012.03.007,"Smitha Krishnan, ETH Zurich",smithakrishnan@gmail.com / smitha.krishnan@env.ethz.ch
Smitha_Krishnan_Coffea_canephora_India_2007,devpur,Coffea canephora,NA,conventional,India,12.20735,75.95761666666667,NA,NA,NA,NA,NA,2007,NA,39.264043454180225,final seedset: percentage of ovules that developed into seeds at harvest,44.998,final fruitset: percentage of flowers that developed into mature fruits at harvest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,12.492,Chao1,NA,580,402,0,144,1,0,1,0,0,0,32,NA,225,(average number of) visits per inflorescence and hour,0.3437037037037037,0.23822222222222222,0,0.08533333333333333,5.925925925925926e-4,0,5.925925925925926e-4,0,0,0,0.018962962962962963,10.1016/j.baae.2012.03.007,"Smitha Krishnan, ETH Zurich",smithakrishnan@gmail.com / smitha.krishnan@env.ethz.ch
Smitha_Krishnan_Coffea_canephora_India_2007,dhm,Coffea canephora,NA,conventional,India,12.177747,76.003894,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8.974,Chao1,NA,76,26,0,47,0,0,0,0,0,0,3,NA,270,(average number of) visits per inflorescence and hour,0.031275720164609055,0.010699588477366255,0,0.01934156378600823,0,0,0,0,0,0,0.0012345679012345679,10.1016/j.baae.2012.03.007,"Smitha Krishnan, ETH Zurich",smithakrishnan@gmail.com / smitha.krishnan@env.ethz.ch
Smitha_Krishnan_Coffea_canephora_India_2007,hal,Coffea canephora,NA,conventional,India,12.13705,75.93175,NA,NA,NA,NA,NA,2007,NA,25.525906280373057,final seedset: percentage of ovules that developed into seeds at harvest,27.796666666666667,final fruitset: percentage of flowers that developed into mature fruits at harvest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,15.487,Chao1,NA,356,298,0,47,0,0,3,1,0,1,6,NA,270,(average number of) visits per inflorescence and hour,0.14650205761316873,0.12263374485596708,0,0.01934156378600823,0,0,0.0012345679012345679,4.1152263374485596e-4,0,4.1152263374485596e-4,0.0024691358024691358,10.1016/j.baae.2012.03.007,"Smitha Krishnan, ETH Zurich",smithakrishnan@gmail.com / smitha.krishnan@env.ethz.ch
Smitha_Krishnan_Coffea_canephora_India_2007,has,Coffea canephora,NA,conventional,India,12.144733333333333,75.93008333333333,NA,NA,NA,NA,NA,2007,NA,37.015915485183235,final seedset: percentage of ovules that developed into seeds at harvest,43.898,final fruitset: percentage of flowers that developed into mature fruits at harvest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,Chao1,NA,83,52,0,30,0,0,0,0,0,0,1,NA,270,(average number of) visits per inflorescence and hour,0.034156378600823045,0.02139917695473251,0,0.012345679012345678,0,0,0,0,0,0,4.1152263374485596e-4,10.1016/j.baae.2012.03.007,"Smitha Krishnan, ETH Zurich",smithakrishnan@gmail.com / smitha.krishnan@env.ethz.ch
