study_id,site_id,pollinator,guild,sampling_method,abundance,total_sampled_area,total_sampled_time,total_sampled_flowers,Description
sche01,SF5,Andrena flavipes,other_wild_bees,Standardized transect walks ,2,600,NA,NA,"Measures per site: per site 2 x 150m2 transects (one edge, one centre), per site 10 x plant pairs from edge to centre of field (5m intervals between pairs). Temporal replicates:	two sampling rounds for transect surveys"
sche01,SF10,Andrena flavipes,other_wild_bees,Standardized transect walks,1,600,NA,NA,"Measures per site: per site 2 x 150m2 transects (one edge, one centre), per site 10 x plant pairs from edge to centre of field (5m intervals between pairs). Temporal replicates:	two sampling rounds for transect surveys"
sche01,SF11,Andrena flavipes,other_wild_bees,Standardized transect walks,2,600,NA,NA,"Measures per site: per site 2 x 150m2 transects (one edge, one centre), per site 10 x plant pairs from edge to centre of field (5m intervals between pairs). Temporal replicates:	two sampling rounds for transect surveys"
sche01,SF13,Andrena flavipes,other_wild_bees,Standardized transect walks,2,600,NA,NA,"Measures per site: per site 2 x 150m2 transects (one edge, one centre), per site 10 x plant pairs from edge to centre of field (5m intervals between pairs). Temporal replicates:	two sampling rounds for transect surveys"
sche01,SF14,Andrena flavipes,other_wild_bees,Standardized transect walks,1,600,NA,NA,"Measures per site: per site 2 x 150m2 transects (one edge, one centre), per site 10 x plant pairs from edge to centre of field (5m intervals between pairs). Temporal replicates:	two sampling rounds for transect surveys"
sche01,SF15,Andrena flavipes,other_wild_bees,Standardized transect walks,1,600,NA,NA,"Measures per site: per site 2 x 150m2 transects (one edge, one centre), per site 10 x plant pairs from edge to centre of field (5m intervals between pairs). Temporal replicates:	two sampling rounds for transect surveys"
sche01,SF23,Andrena flavipes,other_wild_bees,Standardized transect walks,1,600,NA,NA,"Measures per site: per site 2 x 150m2 transects (one edge, one centre), per site 10 x plant pairs from edge to centre of field (5m intervals between pairs). Temporal replicates:	two sampling rounds for transect surveys"
sche01,SF1,Apis mellifera,honeybees,Standardized transect walks,216,600,NA,NA,"Measures per site: per site 2 x 150m2 transects (one edge, one centre), per site 10 x plant pairs from edge to centre of field (5m intervals between pairs). Temporal replicates:	two sampling rounds for transect surveys"
sche01,SF2,Apis mellifera,honeybees,Standardized transect walks,420,600,NA,NA,"Measures per site: per site 2 x 150m2 transects (one edge, one centre), per site 10 x plant pairs from edge to centre of field (5m intervals between pairs). Temporal replicates:	two sampling rounds for transect surveys"
sche01,SF3,Apis mellifera,honeybees,Standardized transect walks,102,600,NA,NA,"Measures per site: per site 2 x 150m2 transects (one edge, one centre), per site 10 x plant pairs from edge to centre of field (5m intervals between pairs). Temporal replicates:	two sampling rounds for transect surveys"
sche01,SF4,Apis mellifera,honeybees,Standardized transect walks,13,600,NA,NA,"Measures per site: per site 2 x 150m2 transects (one edge, one centre), per site 10 x plant pairs from edge to centre of field (5m intervals between pairs). Temporal replicates:	two sampling rounds for transect surveys"
sche01,SF5,Apis mellifera,honeybees,Standardized transect walks,197,600,NA,NA,"Measures per site: per site 2 x 150m2 transects (one edge, one centre), per site 10 x plant pairs from edge to centre of field (5m intervals between pairs). Temporal replicates:	two sampling rounds for transect surveys"
sche01,SF6,Apis mellifera,honeybees,Standardized transect walks,44,600,NA,NA,"Measures per site: per site 2 x 150m2 transects (one edge, one centre), per site 10 x plant pairs from edge to centre of field (5m intervals between pairs). Temporal replicates:	two sampling rounds for transect surveys"
sche01,SF7,Apis mellifera,honeybees,Standardized transect walks,1683,600,NA,NA,"Measures per site: per site 2 x 150m2 transects (one edge, one centre), per site 10 x plant pairs from edge to centre of field (5m intervals between pairs). Temporal replicates:	two sampling rounds for transect surveys"
sche01,SF8,Apis mellifera,honeybees,Standardized transect walks,550,600,NA,NA,"Measures per site: per site 2 x 150m2 transects (one edge, one centre), per site 10 x plant pairs from edge to centre of field (5m intervals between pairs). Temporal replicates:	two sampling rounds for transect surveys"
sche01,SF9,Apis mellifera,honeybees,Standardized transect walks,1297,600,NA,NA,"Measures per site: per site 2 x 150m2 transects (one edge, one centre), per site 10 x plant pairs from edge to centre of field (5m intervals between pairs). Temporal replicates:	two sampling rounds for transect surveys"
sche01,SF10,Apis mellifera,honeybees,Standardized transect walks,385,600,NA,NA,"Measures per site: per site 2 x 150m2 transects (one edge, one centre), per site 10 x plant pairs from edge to centre of field (5m intervals between pairs). Temporal replicates:	two sampling rounds for transect surveys"
sche01,SF11,Apis mellifera,honeybees,Standardized transect walks,566,600,NA,NA,"Measures per site: per site 2 x 150m2 transects (one edge, one centre), per site 10 x plant pairs from edge to centre of field (5m intervals between pairs). Temporal replicates:	two sampling rounds for transect surveys"
sche01,SF12,Apis mellifera,honeybees,Standardized transect walks,170,600,NA,NA,"Measures per site: per site 2 x 150m2 transects (one edge, one centre), per site 10 x plant pairs from edge to centre of field (5m intervals between pairs). Temporal replicates:	two sampling rounds for transect surveys"
sche01,SF13,Apis mellifera,honeybees,Standardized transect walks,1001,600,NA,NA,"Measures per site: per site 2 x 150m2 transects (one edge, one centre), per site 10 x plant pairs from edge to centre of field (5m intervals between pairs). Temporal replicates:	two sampling rounds for transect surveys"
sche01,SF14,Apis mellifera,honeybees,Standardized transect walks,298,600,NA,NA,"Measures per site: per site 2 x 150m2 transects (one edge, one centre), per site 10 x plant pairs from edge to centre of field (5m intervals between pairs). Temporal replicates:	two sampling rounds for transect surveys"
sche01,SF15,Apis mellifera,honeybees,Standardized transect walks,86,600,NA,NA,"Measures per site: per site 2 x 150m2 transects (one edge, one centre), per site 10 x plant pairs from edge to centre of field (5m intervals between pairs). Temporal replicates:	two sampling rounds for transect surveys"
sche01,SF16,Apis mellifera,honeybees,Standardized transect walks,451,600,NA,NA,"Measures per site: per site 2 x 150m2 transects (one edge, one centre), per site 10 x plant pairs from edge to centre of field (5m intervals between pairs). Temporal replicates:	two sampling rounds for transect surveys"
sche01,SF17,Apis mellifera,honeybees,Standardized transect walks,1019,600,NA,NA,"Measures per site: per site 2 x 150m2 transects (one edge, one centre), per site 10 x plant pairs from edge to centre of field (5m intervals between pairs). Temporal replicates:	two sampling rounds for transect surveys"
sche01,SF18,Apis mellifera,honeybees,Standardized transect walks,532,600,NA,NA,"Measures per site: per site 2 x 150m2 transects (one edge, one centre), per site 10 x plant pairs from edge to centre of field (5m intervals between pairs). Temporal replicates:	two sampling rounds for transect surveys"
sche01,SF19,Apis mellifera,honeybees,Standardized transect walks,274,600,NA,NA,"Measures per site: per site 2 x 150m2 transects (one edge, one centre), per site 10 x plant pairs from edge to centre of field (5m intervals between pairs). Temporal replicates:	two sampling rounds for transect surveys"
sche01,SF20,Apis mellifera,honeybees,Standardized transect walks,1141,600,NA,NA,"Measures per site: per site 2 x 150m2 transects (one edge, one centre), per site 10 x plant pairs from edge to centre of field (5m intervals between pairs). Temporal replicates:	two sampling rounds for transect surveys"
sche01,SF21,Apis mellifera,honeybees,Standardized transect walks,222,600,NA,NA,"Measures per site: per site 2 x 150m2 transects (one edge, one centre), per site 10 x plant pairs from edge to centre of field (5m intervals between pairs). Temporal replicates:	two sampling rounds for transect surveys"
sche01,SF22,Apis mellifera,honeybees,Standardized transect walks,752,600,NA,NA,"Measures per site: per site 2 x 150m2 transects (one edge, one centre), per site 10 x plant pairs from edge to centre of field (5m intervals between pairs). Temporal replicates:	two sampling rounds for transect surveys"
sche01,SF23,Apis mellifera,honeybees,Standardized transect walks,602,600,NA,NA,"Measures per site: per site 2 x 150m2 transects (one edge, one centre), per site 10 x plant pairs from edge to centre of field (5m intervals between pairs). Temporal replicates:	two sampling rounds for transect surveys"
sche01,SF24,Apis mellifera,honeybees,Standardized transect walks,282,600,NA,NA,"Measures per site: per site 2 x 150m2 transects (one edge, one centre), per site 10 x plant pairs from edge to centre of field (5m intervals between pairs). Temporal replicates:	two sampling rounds for transect surveys"
sche01,SF1,Bombus hortorum,bumblebees,Standardized transect walks,1,600,NA,NA,"Measures per site: per site 2 x 150m2 transects (one edge, one centre), per site 10 x plant pairs from edge to centre of field (5m intervals between pairs). Temporal replicates:	two sampling rounds for transect surveys"
sche01,SF2,Bombus hortorum,bumblebees,Standardized transect walks,1,600,NA,NA,"Measures per site: per site 2 x 150m2 transects (one edge, one centre), per site 10 x plant pairs from edge to centre of field (5m intervals between pairs). Temporal replicates:	two sampling rounds for transect surveys"
sche01,SF5,Bombus hortorum,bumblebees,Standardized transect walks,1,600,NA,NA,"Measures per site: per site 2 x 150m2 transects (one edge, one centre), per site 10 x plant pairs from edge to centre of field (5m intervals between pairs). Temporal replicates:	two sampling rounds for transect surveys"
sche01,SF6,Bombus hortorum,bumblebees,Standardized transect walks,2,600,NA,NA,"Measures per site: per site 2 x 150m2 transects (one edge, one centre), per site 10 x plant pairs from edge to centre of field (5m intervals between pairs). Temporal replicates:	two sampling rounds for transect surveys"
sche01,SF14,Bombus hortorum,bumblebees,Standardized transect walks,2,600,NA,NA,"Measures per site: per site 2 x 150m2 transects (one edge, one centre), per site 10 x plant pairs from edge to centre of field (5m intervals between pairs). Temporal replicates:	two sampling rounds for transect surveys"
sche01,SF1,Bombus lapidarius,bumblebees,Standardized transect walks,3,600,NA,NA,"Measures per site: per site 2 x 150m2 transects (one edge, one centre), per site 10 x plant pairs from edge to centre of field (5m intervals between pairs). Temporal replicates:	two sampling rounds for transect surveys"
