study_id,site_id,crop,variety,management,country,latitude,longitude,X_UTM,Y_UTM,zone_UTM,sampling_start_month,sampling_end_month,sampling_year,field_size,yield,yield_units,yield2,yield2_units,yield_treatments_no_pollinators,yield_treatments_pollen_supplement,yield_treatments_no_pollinators2,yield_treatments_pollen_supplement2,fruits_per_plant,fruit_weight,plant_density,seeds_per_fruit,seeds_per_plant,seed_weight,observed_pollinator_richness,other_pollinator_richness,other_richness_estimator_method,abundance,ab_honeybee,ab_bombus,ab_wildbees,ab_syrphids,ab_humbleflies,ab_other_flies,ab_beetles,ab_lepidoptera,ab_nonbee_hymenoptera,ab_others,total_sampled_area,total_sampled_time,visitation_rate_units,visitation_rate,visit_honeybee,visit_bombus,visit_wildbees,visit_syrphids,visit_humbleflies,visit_other_flies,visit_beetles,visit_lepidoptera,visit_nonbee_hymenoptera,visit_others,Publication,Credit,Email_contact
Winfree_griffin_2011,anchor_run,Citrullus lanatus,NA,org,USA,40.27597961,-74.99485973,NA,NA,NA,7,7,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360,270,visits per flower per time,1.835117067,0.710077362,0.51899222,0.5031968410000001,0.102850644,0,0,0,0,0,0,10.1111/j.1461-0248.2007.01110.x,"Rachael Winfree, Neal M. Williams, Jonathan Dushoff, and Claire Kremen",rwinfree@rutgers.edu
Winfree_griffin_2011,branch,Citrullus lanatus,NA,org,USA,40.38700725,-75.26350234,NA,NA,NA,7,7,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360,270,visits per flower per time,1.3662235969999998,0.635554636,0,0.480889488,0.249779473,0,0,0,0,0,0,10.1111/j.1461-0248.2007.01110.x,"Rachael Winfree, Neal M. Williams, Jonathan Dushoff, and Claire Kremen",rwinfree@rutgers.edu
Winfree_griffin_2011,bridge,Citrullus lanatus,NA,org,USA,40.52718049,-75.06815849,NA,NA,NA,7,7,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360,270,visits per flower per time,2.109511463,1.241439243,0.226020594,0.32161776,0.216410445,0,0.012048193,0,0.09197522799999999,0,0,10.1111/j.1461-0248.2007.01110.x,"Rachael Winfree, Neal M. Williams, Jonathan Dushoff, and Claire Kremen",rwinfree@rutgers.edu
Winfree_griffin_2011,cedar_ridge,Citrullus lanatus,NA,conv,USA,40.33338362,-75.35478994,NA,NA,NA,7,7,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360,270,visits per flower per time,1.218543285,0.221155917,0.056549326999999996,0.820245952,0.120592089,0,0,0,0,0,0,10.1111/j.1461-0248.2007.01110.x,"Rachael Winfree, Neal M. Williams, Jonathan Dushoff, and Claire Kremen",rwinfree@rutgers.edu
Winfree_griffin_2011,cherry_grove,Citrullus lanatus,NA,org,USA,40.31052669,-74.71696506,NA,NA,NA,7,7,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360,270,visits per flower per time,1.186982888,0.26647935300000003,0.319438805,0.50096432,0.10010041,0,0,0,0,0,0,10.1111/j.1461-0248.2007.01110.x,"Rachael Winfree, Neal M. Williams, Jonathan Dushoff, and Claire Kremen",rwinfree@rutgers.edu
Winfree_griffin_2011,lee,Citrullus lanatus,NA,conv,USA,40.26551069,-74.56198119,NA,NA,NA,7,7,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360,270,visits per flower per time,1.8288757500000001,1.541511461,0.092987701,0.089751894,0.104624694,0,0,0,0,0,0,10.1111/j.1461-0248.2007.01110.x,"Rachael Winfree, Neal M. Williams, Jonathan Dushoff, and Claire Kremen",rwinfree@rutgers.edu
Winfree_griffin_2011,little_acres,Citrullus lanatus,NA,conv,USA,40.30897351,-74.75486554,NA,NA,NA,7,7,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360,270,visits per flower per time,1.2648942360000002,0.111050217,0,1.120136154,0.02247191,0,0,0,0.011235955,0,0,10.1111/j.1461-0248.2007.01110.x,"Rachael Winfree, Neal M. Williams, Jonathan Dushoff, and Claire Kremen",rwinfree@rutgers.edu
Winfree_griffin_2011,maple_acresa,Citrullus lanatus,NA,conv,USA,40.11530644,-75.27321159,NA,NA,NA,7,7,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360,270,visits per flower per time,1.7618982289999998,1.280930722,0.062992806,0.167875149,0.229897532,0,0,0,0.02020202,0,0,10.1111/j.1461-0248.2007.01110.x,"Rachael Winfree, Neal M. Williams, Jonathan Dushoff, and Claire Kremen",rwinfree@rutgers.edu
Winfree_griffin_2011,maple_acresb,Citrullus lanatus,NA,conv,USA,40.11124367,-75.26912357,NA,NA,NA,6,7,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360,270,visits per flower per time,2.418233439,0.7755230830000001,0.10433759100000001,0.779654392,0.735750867,0,0.012658228,0,0.010309278,0,0,10.1111/j.1461-0248.2007.01110.x,"Rachael Winfree, Neal M. Williams, Jonathan Dushoff, and Claire Kremen",rwinfree@rutgers.edu
Winfree_griffin_2011,nonsuch,Citrullus lanatus,NA,conv,USA,40.31639912,-75.05796544,NA,NA,NA,7,7,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360,270,visits per flower per time,1.3795823189999998,0.535868849,0.121759533,0.67481529,0.047138647000000006,0,0,0,0,0,0,10.1111/j.1461-0248.2007.01110.x,"Rachael Winfree, Neal M. Williams, Jonathan Dushoff, and Claire Kremen",rwinfree@rutgers.edu
