study_id,site_id,crop,variety,management,country,latitude,longitude,X_UTM,Y_UTM,zone_UTM,sampling_start_month,sampling_end_month,sampling_year,field_size,yield,yield_units,yield2,yield2_units,yield_treatments_no_pollinators,yield_treatments_pollen_supplement,yield_treatments_no_pollinators2,yield_treatments_pollen_supplement2,fruits_per_plant,fruit_weight,plant_density,seeds_per_fruit,seeds_per_plant,seed_weight,observed_pollinator_richness,other_pollinator_richness,other_richness_estimator_method,abundance,ab_honeybee,ab_bombus,ab_wildbees,ab_syrphids,ab_humbleflies,ab_other_flies,ab_beetles,ab_lepidoptera,ab_nonbee_hymenoptera,ab_others,total_sampled_area,total_sampled_time,visitation_rate_units,visitation_rate,visit_honeybee,visit_bombus,visit_wildbees,visit_syrphids,visit_humbleflies,visit_other_flies,visit_beetles,visit_lepidoptera,visit_nonbee_hymenoptera,visit_others,Publication,Credit,Email_contact
clas01,COF2,Coffea arabica,NA,conventional,Tanzania,-3.232177212,37.268548,NA,NA,NA,NA,NA,2011-2012,0.25,80.88888888888889,late fruit set,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,95,0,6,1,0,6,0,3,1,0,NA,170,visits per hour and bush,2.3252595155709344,1.972318339100346,0,0.1245674740484429,0.020761245674740483,0,0.1245674740484429,0,0.06228373702422145,0.020761245674740483,0,"10.1098/rspb.2013.3148, http://dx.doi.org/10.5281/zenodo.12540","Alice Claßen, Ingolf Steffan-Dewenter (University of Würzburg). Landscape Data: Thomas Nauss et al. (University of Marburg)",alice.classen@uni-wuerzburg.de
clas01,COF3,Coffea arabica,NA,conventional,Tanzania,-3.247466484,37.32059835,NA,NA,NA,NA,NA,2011-2012,0.25,61.333333333333336,late fruit set,NA,NA,64.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,90,0,5,2,0,11,0,0,6,0,NA,170,visits per hour and bush,2.366782006920415,1.8685121107266436,0,0.10380622837370242,0.04152249134948097,0,0.22837370242214533,0,0,0.1245674740484429,0,"10.1098/rspb.2013.3148, http://dx.doi.org/10.5281/zenodo.12540","Alice Claßen, Ingolf Steffan-Dewenter (University of Würzburg). Landscape Data: Thomas Nauss et al. (University of Marburg)",alice.classen@uni-wuerzburg.de
clas01,COF4,Coffea arabica,NA,conventional,Tanzania,-3.28085633,37.32214449,NA,NA,NA,NA,NA,2011-2012,0.25,42.22222222222222,late fruit set,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,108,0,0,3,0,1,0,2,13,0,NA,170,visits per hour and bush,2.6366782006920415,2.2422145328719725,0,0,0.06228373702422145,0,0.020761245674740483,0,0.04152249134948097,0.2698961937716263,0,"10.1098/rspb.2013.3148, http://dx.doi.org/10.5281/zenodo.12540","Alice Claßen, Ingolf Steffan-Dewenter (University of Würzburg). Landscape Data: Thomas Nauss et al. (University of Marburg)",alice.classen@uni-wuerzburg.de
clas01,COF5,Coffea arabica,NA,conventional,Tanzania,-3.274800858,37.47067258,NA,NA,NA,NA,NA,2011-2012,0.25,18.875,late fruit set,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,14,0,2,2,0,12,0,8,2,0,NA,170,visits per hour and bush,0.8304498269896193,0.2906574394463668,0,0.04152249134948097,0.04152249134948097,0,0.2491349480968858,0,0.16608996539792387,0.04152249134948097,0,"10.1098/rspb.2013.3148, http://dx.doi.org/10.5281/zenodo.12540","Alice Claßen, Ingolf Steffan-Dewenter (University of Würzburg). Landscape Data: Thomas Nauss et al. (University of Marburg)",alice.classen@uni-wuerzburg.de
clas01,HOM1,Coffea arabica,NA,organic,Tanzania,-3.185998687,37.25462826,NA,NA,NA,NA,NA,2011-2012,0.25,27.666666666666668,late fruit set,1.3664791666666658,fruit weight,11,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,17,0,8,0,0,1,0,3,1,0,NA,170,visits per hour and bush,0.6228373702422145,0.35294117647058826,0,0.16608996539792387,0,0,0.020761245674740483,0,0.06228373702422145,0.020761245674740483,0,"10.1098/rspb.2013.3148, http://dx.doi.org/10.5281/zenodo.12540","Alice Claßen, Ingolf Steffan-Dewenter (University of Würzburg). Landscape Data: Thomas Nauss et al. (University of Marburg)",alice.classen@uni-wuerzburg.de
clas01,HOM2,Coffea arabica,NA,organic,Tanzania,-3.269033234,37.3091989,NA,NA,NA,NA,NA,2011-2012,0.25,8.75,late fruit set,1.2109365079365066,fruit weight,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,25,0,14,3,0,6,0,1,36,0,NA,170,visits per hour and bush,1.7647058823529411,0.5190311418685121,0,0.2906574394463668,0.06228373702422145,0,0.1245674740484429,0,0.020761245674740483,0.7474048442906575,0,"10.1098/rspb.2013.3148, http://dx.doi.org/10.5281/zenodo.12540","Alice Claßen, Ingolf Steffan-Dewenter (University of Würzburg). Landscape Data: Thomas Nauss et al. (University of Marburg)",alice.classen@uni-wuerzburg.de
clas01,HOM4,Coffea arabica,NA,organic,Tanzania,-3.33711016,37.49247115,NA,NA,NA,NA,NA,2011-2012,0.25,49.25,late fruit set,1.380444444444443,fruit weight,17.666666666666668,1.3655555555555567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,33,0,45,0,0,5,0,0,40,0,NA,170,visits per hour and bush,2.5536332179930796,0.6851211072664359,0,0.9342560553633218,0,0,0.10380622837370242,0,0,0.8304498269896193,0,"10.1098/rspb.2013.3148, http://dx.doi.org/10.5281/zenodo.12540","Alice Claßen, Ingolf Steffan-Dewenter (University of Würzburg). Landscape Data: Thomas Nauss et al. (University of Marburg)",alice.classen@uni-wuerzburg.de
clas01,HOM5,Coffea arabica,NA,organic,Tanzania,-3.272943714,37.60442755,NA,NA,NA,NA,NA,2011-2012,0.25,22,late fruit set,1.5162592592592583,fruit weight,30.5,1.29975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,visits per hour and bush,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.1098/rspb.2013.3148, http://dx.doi.org/10.5281/zenodo.12540","Alice Claßen, Ingolf Steffan-Dewenter (University of Würzburg). Landscape Data: Thomas Nauss et al. (University of Marburg)",alice.classen@uni-wuerzburg.de
clas01,SUN1,Coffea arabica,NA,conventional,Tanzania,-3.27816463,37.19449647,NA,NA,NA,NA,NA,2011-2012,0.25,29.142857142857142,late fruit set,1.1464444444444433,fruit weight,19.5,1.20713888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,97,0,1,3,0,2,0,1,8,0,NA,170,visits per hour and bush,2.3252595155709344,2.013840830449827,0,0.020761245674740483,0.06228373702422145,0,0.04152249134948097,0,0.020761245674740483,0.16608996539792387,0,"10.1098/rspb.2013.3148, http://dx.doi.org/10.5281/zenodo.12540","Alice Claßen, Ingolf Steffan-Dewenter (University of Würzburg). Landscape Data: Thomas Nauss et al. (University of Marburg)",alice.classen@uni-wuerzburg.de
clas01,SUN2,Coffea arabica,NA,conventional,Tanzania,-3.235175792,37.27169284,NA,NA,NA,NA,NA,2011-2012,0.25,79.75,late fruit set,1.3849206349206349,fruit weight,59.666666666666664,1.22911111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,60,0,3,0,0,14,0,0,1,0,NA,170,visits per hour and bush,1.6193771626297577,1.245674740484429,0,0.06228373702422145,0,0,0.2906574394463668,0,0,0.020761245674740483,0,"10.1098/rspb.2013.3148, http://dx.doi.org/10.5281/zenodo.12540","Alice Claßen, Ingolf Steffan-Dewenter (University of Würzburg). Landscape Data: Thomas Nauss et al. (University of Marburg)",alice.classen@uni-wuerzburg.de
clas01,SUN3,Coffea arabica,NA,conventional,Tanzania,-3.249207753,37.32902592,NA,NA,NA,NA,NA,2011-2012,0.25,81.66666666666667,late fruit set,1.712000000000001,fruit weight,85.5,1.3736666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,127,0,0,0,0,11,0,0,0,0,NA,170,visits per hour and bush,2.865051903114187,2.6366782006920415,0,0,0,0,0.22837370242214533,0,0,0,0,"10.1098/rspb.2013.3148, http://dx.doi.org/10.5281/zenodo.12540","Alice Claßen, Ingolf Steffan-Dewenter (University of Würzburg). Landscape Data: Thomas Nauss et al. (University of Marburg)",alice.classen@uni-wuerzburg.de
clas01,SUN4,Coffea arabica,NA,conventional,Tanzania,-3.275414554,37.32344919,NA,NA,NA,NA,NA,2011-2012,0.25,144.5,late fruit set,1.180518518518517,fruit weight,97,1.454666666666665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156,126,0,6,0,0,16,0,0,8,0,NA,170,visits per hour and bush,3.2387543252595155,2.615916955017301,0,0.1245674740484429,0,0,0.33217993079584773,0,0,0.16608996539792387,0,"10.1098/rspb.2013.3148, http://dx.doi.org/10.5281/zenodo.12540","Alice Claßen, Ingolf Steffan-Dewenter (University of Würzburg). Landscape Data: Thomas Nauss et al. (University of Marburg)",alice.classen@uni-wuerzburg.de
