study_id,site_id,crop,variety,management,country,latitude,longitude,X_UTM,Y_UTM,zone_UTM,sampling_start_month,sampling_end_month,sampling_year,field_size,yield,yield_units,yield2,yield2_units,yield_treatments_no_pollinators,yield_treatments_pollen_supplement,yield_treatments_no_pollinators2,yield_treatments_pollen_supplement2,fruits_per_plant,fruit_weight,plant_density,seeds_per_fruit,seeds_per_plant,seed_weight,observed_pollinator_richness,other_pollinator_richness,other_richness_estimator_method,abundance,ab_honeybee,ab_bombus,ab_wildbees,ab_syrphids,ab_humbleflies,ab_other_flies,ab_beetles,ab_lepidoptera,ab_nonbee_hymenoptera,ab_others,total_sampled_area,total_sampled_time,visitation_rate_units,visitation_rate,visit_honeybee,visit_bombus,visit_wildbees,visit_syrphids,visit_humbleflies,visit_other_flies,visit_beetles,visit_lepidoptera,visit_nonbee_hymenoptera,visit_others,Publication,Credit,Email_contact
Lindstrom_2012,25,Brassica napus,NA,conventional,Sweden,NA,NA,NA,NA,NA,5,6,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,0,0,1,1,0,24,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sandra Lindstrom,Sandra.Lindstrom@hushallningssallskapet.se
Lindstrom_2012,26,Brassica napus,NA,conventional,Sweden,NA,NA,NA,NA,NA,5,6,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,67,0,0,0,0,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sandra Lindstrom,Sandra.Lindstrom@hushallningssallskapet.se
Lindstrom_2012,27,Brassica napus,NA,conventional,Sweden,NA,NA,NA,NA,NA,5,6,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197,157,0,5,10,0,23,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sandra Lindstrom,Sandra.Lindstrom@hushallningssallskapet.se
Lindstrom_2012,28,Brassica napus,NA,conventional,Sweden,NA,NA,NA,NA,NA,5,6,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,14,1,0,2,0,3,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sandra Lindstrom,Sandra.Lindstrom@hushallningssallskapet.se
Lindstrom_2012,29,Brassica napus,NA,conventional,Sweden,NA,NA,NA,NA,NA,5,6,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0,3,0,0,8,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sandra Lindstrom,Sandra.Lindstrom@hushallningssallskapet.se
Lindstrom_2012,30,Brassica napus,NA,conventional,Sweden,NA,NA,NA,NA,NA,5,6,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,67,0,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sandra Lindstrom,Sandra.Lindstrom@hushallningssallskapet.se
Lindstrom_2012,31,Brassica napus,NA,conventional,Sweden,NA,NA,NA,NA,NA,5,6,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,0,0,1,1,0,34,0,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sandra Lindstrom,Sandra.Lindstrom@hushallningssallskapet.se
Lindstrom_2012,32,Brassica napus,NA,conventional,Sweden,NA,NA,NA,NA,NA,5,6,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,64,0,2,5,0,14,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sandra Lindstrom,Sandra.Lindstrom@hushallningssallskapet.se
Lindstrom_2012,33,Brassica napus,NA,conventional,Sweden,NA,NA,NA,NA,NA,5,6,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,115,1,0,1,0,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sandra Lindstrom,Sandra.Lindstrom@hushallningssallskapet.se
Lindstrom_2012,34,Brassica napus,NA,conventional,Sweden,NA,NA,NA,NA,NA,5,6,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,2,0,2,0,0,9,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sandra Lindstrom,Sandra.Lindstrom@hushallningssallskapet.se
