study_id,site_id,crop,variety,management,country,latitude,longitude,X_UTM,Y_UTM,zone_UTM,sampling_start_month,sampling_end_month,sampling_year,field_size,yield,yield_units,yield2,yield2_units,yield_treatments_no_pollinators,yield_treatments_pollen_supplement,yield_treatments_no_pollinators2,yield_treatments_pollen_supplement2,fruits_per_plant,fruit_weight,plant_density,seeds_per_fruit,seeds_per_plant,seed_weight,observed_pollinator_richness,other_pollinator_richness,other_richness_estimator_method,abundance,ab_honeybee,ab_bombus,ab_wildbees,ab_syrphids,ab_humbleflies,ab_other_flies,ab_beetles,ab_lepidoptera,ab_nonbee_hymenoptera,ab_others,total_sampled_area,total_sampled_time,visitation_rate_units,visitation_rate,visit_honeybee,visit_bombus,visit_wildbees,visit_syrphids,visit_humbleflies,visit_other_flies,visit_beetles,visit_lepidoptera,visit_nonbee_hymenoptera,visit_others,Publication,Credit,Email_contact
bore02,bio1,Malus domestica,NA,organic,Germany,47.73681045601124,9.323031618937431,524219,5287099,32T,NA,NA,2015,30585,12.5,final fruitset % (100*#fruits/#flowers),NA,NA,1.1560693641618496,26.666666666666668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,40,0,3,0,0,18,2,1,0,2,120,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Virginie Boreux (now at Freiburg Uni), ETH Zurich, Project EcoFruit",virginie.boreux@nature.uni-freiburg.de
bore02,bio2,Malus domestica,NA,organic,Germany,47.676858475753754,9.410471152102437,530810,5280467,32T,NA,NA,2015,33889,1.0526315789473684,final fruitset % (100*#fruits/#flowers),NA,NA,0,3.571428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,11,1,3,0,0,2,0,0,0,0,120,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Virginie Boreux (now at Freiburg Uni), ETH Zurich, Project EcoFruit",virginie.boreux@nature.uni-freiburg.de
bore02,bio3,Malus domestica,NA,organic,Germany,47.69602146353731,9.460799810685804,534575,5282618,32T,NA,NA,2015,26879,NA,final fruitset % (100*#fruits/#flowers),NA,NA,0.7874015748031495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,16,0,0,2,0,6,0,0,1,0,120,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Virginie Boreux (now at Freiburg Uni), ETH Zurich, Project EcoFruit",virginie.boreux@nature.uni-freiburg.de
bore02,bio4,Malus domestica,NA,organic,Germany,47.78678508269144,9.496380199876539,537180,5292722,32T,NA,NA,2015,26804,3.4188034188034186,final fruitset % (100*#fruits/#flowers),NA,NA,1.7964071856287425,12.962962962962965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,71,4,5,0,0,4,0,0,0,0,120,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Virginie Boreux (now at Freiburg Uni), ETH Zurich, Project EcoFruit",virginie.boreux@nature.uni-freiburg.de
bore02,bio5,Malus domestica,NA,organic,Germany,47.76769663753353,9.44250810161693,533157,5290576,32T,NA,NA,2015,25795,1.0416666666666665,final fruitset % (100*#fruits/#flowers),NA,NA,2.6785714285714284,3.8461538461538463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164,134,6,8,0,0,13,2,1,0,0,120,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Virginie Boreux (now at Freiburg Uni), ETH Zurich, Project EcoFruit",virginie.boreux@nature.uni-freiburg.de
bore02,bio6,Malus domestica,NA,organic,Germany,47.76792844271738,9.48956782149168,536683,5290623,32T,NA,NA,2015,84573,2.222222222222222,final fruitset % (100*#fruits/#flowers),NA,NA,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,53,2,0,1,0,4,0,0,0,0,120,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Virginie Boreux (now at Freiburg Uni), ETH Zurich, Project EcoFruit",virginie.boreux@nature.uni-freiburg.de
bore02,bio7,Malus domestica,NA,organic,Germany,47.81217751278221,9.158243035277385,511847,5295437,32T,NA,NA,2015,17692,20,final fruitset % (100*#fruits/#flowers),NA,NA,2.5862068965517246,13.333333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205,137,11,24,28,0,5,0,0,0,0,120,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Virginie Boreux (now at Freiburg Uni), ETH Zurich, Project EcoFruit",virginie.boreux@nature.uni-freiburg.de
bore02,bio8,Malus domestica,NA,organic,Germany,47.80427185948017,9.22160281598458,516593,5294570,32T,NA,NA,2015,23109,24.444444444444443,final fruitset % (100*#fruits/#flowers),NA,NA,2.631578947368421,17.777777777777775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,32,3,2,1,0,0,0,0,0,0,120,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Virginie Boreux (now at Freiburg Uni), ETH Zurich, Project EcoFruit",virginie.boreux@nature.uni-freiburg.de
bore02,bio9,Malus domestica,NA,organic,Germany,47.727617071144735,9.57533818560954,543143,5286187,32T,NA,NA,2015,NA,0,final fruitset % (100*#fruits/#flowers),NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Virginie Boreux (now at Freiburg Uni), ETH Zurich, Project EcoFruit",virginie.boreux@nature.uni-freiburg.de
bore02,bio10,Malus domestica,NA,organic,Germany,47.66734598335043,9.546809464989034,541051,5279473,32T,NA,NA,2015,19170,1.1627906976744184,final fruitset % (100*#fruits/#flowers),NA,NA,0,0.9174311926605503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,16,0,1,1,0,0,0,0,0,0,120,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Virginie Boreux (now at Freiburg Uni), ETH Zurich, Project EcoFruit",virginie.boreux@nature.uni-freiburg.de
bore02,bio11,Malus domestica,NA,organic,Germany,47.62748923505978,9.593205450302603,544568,5275069,32T,NA,NA,2015,59441,6.976744186046512,final fruitset % (100*#fruits/#flowers),NA,NA,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,47,2,2,0,0,0,0,0,0,0,120,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Virginie Boreux (now at Freiburg Uni), ETH Zurich, Project EcoFruit",virginie.boreux@nature.uni-freiburg.de
bore02,bio12,Malus domestica,NA,organic,Germany,47.6060446858346,9.550427762866695,541371,5272662,32T,NA,NA,2015,9619,NA,final fruitset % (100*#fruits/#flowers),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,21,1,2,1,0,5,0,0,0,0,120,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Virginie Boreux (now at Freiburg Uni), ETH Zurich, Project EcoFruit",virginie.boreux@nature.uni-freiburg.de
bore02,bio13,Malus domestica,NA,organic,Germany,47.63754232368283,9.642842559563347,548288,5276216,32T,NA,NA,2015,13634,4.477611940298508,final fruitset % (100*#fruits/#flowers),NA,NA,0.6134969325153373,6.293706293706294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,68,1,4,0,0,1,0,0,0,0,120,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Virginie Boreux (now at Freiburg Uni), ETH Zurich, Project EcoFruit",virginie.boreux@nature.uni-freiburg.de
bore02,bio14,Malus domestica,NA,organic,Germany,47.8284537567087,8.98288404887019,498719,5297234,32T,NA,NA,2015,19540,5.223880597014926,final fruitset % (100*#fruits/#flowers),NA,NA,1.2987012987012987,11.111111111111112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,33,2,5,3,0,8,0,0,0,0,120,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Virginie Boreux (now at Freiburg Uni), ETH Zurich, Project EcoFruit",virginie.boreux@nature.uni-freiburg.de
bore02,bio15,Malus domestica,NA,organic,Germany,47.82379721985721,9.037502090661059,502807,5296717,32T,NA,NA,2015,23354,5.607476635514019,final fruitset % (100*#fruits/#flowers),NA,NA,0,15.59633027522936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,51,7,7,1,0,4,0,0,0,0,120,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Virginie Boreux (now at Freiburg Uni), ETH Zurich, Project EcoFruit",virginie.boreux@nature.uni-freiburg.de
bore02,ip1,Malus domestica,NA,conventional,Germany,47.83143025455503,8.974037318715482,498057,5297565,32T,NA,NA,2015,16966,3.937007874015748,final fruitset % (100*#fruits/#flowers),NA,NA,0,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,85,2,3,0,0,17,0,0,0,0,120,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Virginie Boreux (now at Freiburg Uni), ETH Zurich, Project EcoFruit",virginie.boreux@nature.uni-freiburg.de
bore02,ip2,Malus domestica,NA,conventional,Germany,47.829678965561,9.052791058598896,503950.92,5297371.38,32T,NA,NA,2015,NA,20.689655172413797,final fruitset % (100*#fruits/#flowers),NA,NA,0.8333333333333334,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Virginie Boreux (now at Freiburg Uni), ETH Zurich, Project EcoFruit",virginie.boreux@nature.uni-freiburg.de
