study_id,site_id,crop,variety,management,country,latitude,longitude,X_UTM,Y_UTM,zone_UTM,sampling_start_month,sampling_end_month,sampling_year,field_size,yield,yield_units,yield2,yield2_units,yield_treatments_no_pollinators,yield_treatments_pollen_supplement,yield_treatments_no_pollinators2,yield_treatments_pollen_supplement2,fruits_per_plant,fruit_weight,plant_density,seeds_per_fruit,seeds_per_plant,seed_weight,observed_pollinator_richness,other_pollinator_richness,other_richness_estimator_method,richness_restriction,abundance,ab_honeybee,ab_bombus,ab_wildbees,ab_syrphids,ab_humbleflies,ab_other_flies,ab_beetles,ab_lepidoptera,ab_nonbee_hymenoptera,ab_others,total_sampled_area,total_sampled_time,visitation_rate_units,visitation_rate,visit_honeybee,visit_bombus,visit_wildbees,visit_syrphids,visit_humbleflies,visit_other_flies,visit_beetles,visit_lepidoptera,visit_nonbee_hymenoptera,visit_others,Publication,Credit,Email_contact
Taylor_Ricketts_Coffea_arabica_Costa_Rica_2001,1,Coffea arabica,Caturra,conventional,Costa Rica,9.285667,-83.618111,"NA","NA","NA",1,4,2001,0.01,0.704148147511855,fruit set (%),0.7309064284651213,wet seed mass per fruit,"NA",0.679980899360426,"NA",0.703841484794114,"NA","NA","NA","NA","NA","NA",12,"NA","NA",only bees,114,32,"NA",82,"NA","NA","NA","NA","NA","NA","NA","NA",110,visits per 100 flowers and hour,23.795454545454547,10.985454545454546,0,12.809999999999999,0,0,0,0,0,0,0,"10.1073/pnas.0405147101,10.1111/j.1523-1739.2004.00227.x","Taylor H. Ricketts, Gretchen C. Daily, Paul R. Ehrlich, and Charles D. Michener",taylor.ricketts@UVM.EDU
Taylor_Ricketts_Coffea_arabica_Costa_Rica_2001,2,Coffea arabica,Caturra,conventional,Costa Rica,9.288396,-83.613785,"NA","NA","NA",1,4,2001,0.01,0.6444192587603973,fruit set (%),0.6927935811447554,wet seed mass per fruit,"NA",0.6163941424643483,"NA",0.6538339876292573,"NA","NA","NA","NA","NA","NA",10,"NA","NA",only bees,102,31,"NA",71,"NA","NA","NA","NA","NA","NA","NA","NA",110,visits per 100 flowers and hour,19.38272727272727,8.24454545454545,0,11.13818181818182,0,0,0,0,0,0,0,"10.1073/pnas.0405147101,10.1111/j.1523-1739.2004.00227.x","Taylor H. Ricketts, Gretchen C. Daily, Paul R. Ehrlich, and Charles D. Michener",taylor.ricketts@UVM.EDU
Taylor_Ricketts_Coffea_arabica_Costa_Rica_2001,3,Coffea arabica,Caturra,conventional,Costa Rica,9.292118,-83.621686,"NA","NA","NA",1,4,2001,0.01,0.5508873570561847,fruit set (%),0.7249820400427248,wet seed mass per fruit,"NA",0.5472419395241508,"NA",0.7090675139947199,"NA","NA","NA","NA","NA","NA",2,"NA","NA",only bees,22,21,"NA",1,"NA","NA","NA","NA","NA","NA","NA","NA",100,visits per 100 flowers and hour,6.9929999999999986,6.887999999999998,0,0.10500000000000001,0,0,0,0,0,0,0,"10.1073/pnas.0405147101,10.1111/j.1523-1739.2004.00227.x","Taylor H. Ricketts, Gretchen C. Daily, Paul R. Ehrlich, and Charles D. Michener",taylor.ricketts@UVM.EDU
Taylor_Ricketts_Coffea_arabica_Costa_Rica_2001,4,Coffea arabica,Caturra,conventional,Costa Rica,9.295252,-83.616465,"NA","NA","NA",1,4,2001,0.01,0.5009737906898123,fruit set (%),0.7274337614544469,wet seed mass per fruit,"NA",0.5513553752697679,"NA",0.718781646880393,"NA","NA","NA","NA","NA","NA",4,"NA","NA",only bees,27,22,"NA",5,"NA","NA","NA","NA","NA","NA","NA","NA",100,visits per 100 flowers and hour,4.931999999999999,4.322999999999999,0,0.609,0,0,0,0,0,0,0,"10.1073/pnas.0405147101,10.1111/j.1523-1739.2004.00227.x","Taylor H. Ricketts, Gretchen C. Daily, Paul R. Ehrlich, and Charles D. Michener",taylor.ricketts@UVM.EDU
Taylor_Ricketts_Coffea_arabica_Costa_Rica_2001,5,Coffea arabica,Caturra,conventional,Costa Rica,9.301815,-83.623206,"NA","NA","NA",1,4,2001,0.01,0.531478608211853,fruit set (%),0.6917516541266998,wet seed mass per fruit,"NA",0.6140028822627713,"NA",0.7376363724351529,"NA","NA","NA","NA","NA","NA",4,"NA","NA",only bees,48,45,"NA",3,"NA","NA","NA","NA","NA","NA","NA","NA",100,visits per 100 flowers and hour,25.898999999999997,25.853999999999996,0,0.045,0,0,0,0,0,0,0,"10.1073/pnas.0405147101,10.1111/j.1523-1739.2004.00227.x","Taylor H. Ricketts, Gretchen C. Daily, Paul R. Ehrlich, and Charles D. Michener",taylor.ricketts@UVM.EDU
Taylor_Ricketts_Coffea_arabica_Costa_Rica_2001,6,Coffea arabica,Caturra,conventional,Costa Rica,9.301283,-83.620722,"NA","NA","NA",1,4,2001,0.01,0.6145958871141124,fruit set (%),0.6966693364748352,wet seed mass per fruit,"NA",0.6447837649968546,"NA",0.794678865819423,"NA","NA","NA","NA","NA","NA",1,"NA","NA",only bees,23,23,"NA",0,"NA","NA","NA","NA","NA","NA","NA","NA",100,visits per 100 flowers and hour,5.751000000000001,5.751000000000001,0,0,0,0,0,0,0,0,0,"10.1073/pnas.0405147101,10.1111/j.1523-1739.2004.00227.x","Taylor H. Ricketts, Gretchen C. Daily, Paul R. Ehrlich, and Charles D. Michener",taylor.ricketts@UVM.EDU
Taylor_Ricketts_Coffea_arabica_Costa_Rica_2001,7,Coffea arabica,Caturra,conventional,Costa Rica,9.302392,-83.615328,"NA","NA","NA",1,4,2001,0.01,0.46063150941558095,fruit set (%),0.6247493987493987,wet seed mass per fruit,"NA",0.5342796752456656,"NA",0.6821136336072398,"NA","NA","NA","NA","NA","NA",3,"NA","NA",only bees,19,17,"NA",2,"NA","NA","NA","NA","NA","NA","NA","NA",100,visits per 100 flowers and hour,7.7459999999999996,7.565999999999999,0,0.18,0,0,0,0,0,0,0,"10.1073/pnas.0405147101,10.1111/j.1523-1739.2004.00227.x","Taylor H. Ricketts, Gretchen C. Daily, Paul R. Ehrlich, and Charles D. Michener",taylor.ricketts@UVM.EDU
Taylor_Ricketts_Coffea_arabica_Costa_Rica_2001,8,Coffea arabica,Caturra,conventional,Costa Rica,9.304047,-83.614881,"NA","NA","NA",1,4,2001,0.01,0.4774682756140198,fruit set (%),0.726023105296448,wet seed mass per fruit,"NA",0.5309464366483407,"NA",0.7475807578900604,"NA","NA","NA","NA","NA","NA",1,"NA","NA",only bees,19,19,"NA",0,"NA","NA","NA","NA","NA","NA","NA","NA",100,visits per 100 flowers and hour,8.153999999999998,8.153999999999998,0,0,0,0,0,0,0,0,0,"10.1073/pnas.0405147101,10.1111/j.1523-1739.2004.00227.x","Taylor H. Ricketts, Gretchen C. Daily, Paul R. Ehrlich, and Charles D. Michener",taylor.ricketts@UVM.EDU
Taylor_Ricketts_Coffea_arabica_Costa_Rica_2001,9,Coffea arabica,Caturra,conventional,Costa Rica,9.308208,-83.617788,"NA","NA","NA",1,4,2001,0.01,0.5187013341521368,fruit set (%),0.6541373806373806,wet seed mass per fruit,"NA",0.3856217979944177,"NA",0.599165293040293,"NA","NA","NA","NA","NA","NA",3,"NA","NA",only bees,21,19,"NA",2,"NA","NA","NA","NA","NA","NA","NA","NA",100,visits per 100 flowers and hour,13.968000000000002,13.575000000000001,0,0.393,0,0,0,0,0,0,0,"10.1073/pnas.0405147101,10.1111/j.1523-1739.2004.00227.x","Taylor H. Ricketts, Gretchen C. Daily, Paul R. Ehrlich, and Charles D. Michener",taylor.ricketts@UVM.EDU
Taylor_Ricketts_Coffea_arabica_Costa_Rica_2001,10,Coffea arabica,Caturra,conventional,Costa Rica,9.308319,-83.613738,"NA","NA","NA",1,4,2001,0.01,0.3991842935609855,fruit set (%),0.6145766551831461,wet seed mass per fruit,"NA",0.576565829882741,"NA",0.6356964466043692,"NA","NA","NA","NA","NA","NA",1,"NA","NA",only bees,16,16,"NA",0,"NA","NA","NA","NA","NA","NA","NA","NA",100,visits per 100 flowers and hour,8.907,8.907,0,0,0,0,0,0,0,0,0,"10.1073/pnas.0405147101,10.1111/j.1523-1739.2004.00227.x","Taylor H. Ricketts, Gretchen C. Daily, Paul R. Ehrlich, and Charles D. Michener",taylor.ricketts@UVM.EDU
Taylor_Ricketts_Coffea_arabica_Costa_Rica_2001,11,Coffea arabica,Caturra,conventional,Costa Rica,9.312708,-83.613464,"NA","NA","NA",1,4,2001,0.01,0.5069067799309308,fruit set (%),0.7005438670926092,wet seed mass per fruit,"NA",0.4482386674640274,"NA",0.6889425663805517,"NA","NA","NA","NA","NA","NA",13,"NA","NA",only bees,91,18,"NA",73,"NA","NA","NA","NA","NA","NA","NA","NA",100,visits per 100 flowers and hour,32.301,17.028,0,15.273000000000003,0,0,0,0,0,0,0,"10.1073/pnas.0405147101,10.1111/j.1523-1739.2004.00227.x","Taylor H. Ricketts, Gretchen C. Daily, Paul R. Ehrlich, and Charles D. Michener",taylor.ricketts@UVM.EDU
Taylor_Ricketts_Coffea_arabica_Costa_Rica_2001,12,Coffea arabica,Caturra,conventional,Costa Rica,9.315532,-83.614395,"NA","NA","NA",1,4,2001,0.01,0.36223853211821405,fruit set (%),0.6116715940442478,wet seed mass per fruit,"NA",0.4311932039089916,"NA",0.604582833686781,"NA","NA","NA","NA","NA","NA",11,"NA","NA",only bees,67,27,"NA",40,"NA","NA","NA","NA","NA","NA","NA","NA",100,visits per 100 flowers and hour,19.442999999999998,12.926999999999996,0,6.516000000000002,0,0,0,0,0,0,0,"10.1073/pnas.0405147101,10.1111/j.1523-1739.2004.00227.x","Taylor H. Ricketts, Gretchen C. Daily, Paul R. Ehrlich, and Charles D. Michener",taylor.ricketts@UVM.EDU
