study_id,site_id,crop,variety,management,country,latitude,longitude,X_UTM,Y_UTM,zone_UTM,sampling_start_month,sampling_end_month,sampling_year,field_size,yield,yield_units,yield2,yield2_units,yield_treatments_no_pollinators,yield_treatments_pollen_supplement,yield_treatments_no_pollinators2,yield_treatments_pollen_supplement2,fruits_per_plant,fruit_weight,plant_density,seeds_per_fruit,seeds_per_plant,seed_weight,observed_pollinator_richness,other_pollinator_richness,other_richness_estimator_method,richness_restriction,abundance,ab_honeybee,ab_bombus,ab_wildbees,ab_syrphids,ab_humbleflies,ab_other_flies,ab_beetles,ab_lepidoptera,ab_nonbee_hymenoptera,ab_others,total_sampled_area,total_sampled_time,visitation_rate_units,visitation_rate,visit_honeybee,visit_bombus,visit_wildbees,visit_syrphids,visit_humbleflies,visit_other_flies,visit_beetles,visit_lepidoptera,visit_nonbee_hymenoptera,visit_others,Publication,Credit,Email_contact
Charlie_Nicholson_Vaccinium_corymbosum_USA_2014,Nich_VTblu_Site_01,Vaccinium corymbosum,varied,organic,USA,44.299605,-73.187766,NA,NA,NA,5,6,2014,1.628798,6380.5020000000004,kg/ha,NA,NA,NA,6266.259,NA,NA,2587.0075000000002,0.91652319999999998,2691,41.153410000000001,NA,NA,11,23.234,Chao1,bombus and other wild bees,47,0,25,22,0,0,0,0,0,0,0,1280,160,visits per m^2 and hour,33.75,3,18.75,12,"NA","NA","NA","NA","NA","NA",0,10.1016/j.agee.2018.10.018; 10.1016/j.agee.2017.08.030,Charlie C. Nicholson; Taylor H. Ricketts,ccnicholson@ucdavis.edu; charlie.c.nicholson@gmail.com; Taylor.Ricketts@uvm.edu
Charlie_Nicholson_Vaccinium_corymbosum_USA_2015,Nich_VTblu_Site_01,Vaccinium corymbosum,varied,organic,USA,44.299605,-73.187766,NA,NA,NA,5,5,2015,1.628798,12207.529,kg/ha,NA,NA,NA,12708.431,NA,NA,2587.0075000000002,1.7535429,2691,43.441310000000001,NA,NA,8,12.32,Chao1,bombus and other wild bees,25,0,10,15,0,0,0,0,0,0,0,800,100,visits per m^2 and hour,66.4999999999998,12,45.250000000000014,9.250000000000002,"NA","NA","NA","NA","NA","NA",0,10.1016/j.agee.2018.10.018; 10.1016/j.agee.2017.08.030,Charlie C. Nicholson; Taylor H. Ricketts,ccnicholson@ucdavis.edu; charlie.c.nicholson@gmail.com; Taylor.Ricketts@uvm.edu
Charlie_Nicholson_Vaccinium_corymbosum_USA_2014,Nich_VTblu_Site_02,Vaccinium corymbosum,varied,organic,USA,44.4010957014,-73.0691734064,NA,NA,NA,5,6,2014,0.239813,5026.1890000000003,kg/ha,NA,NA,NA,5618.9960000000001,NA,NA,1144.73125,1.632236,2690,44.398769999999999,NA,NA,17,76.093,Chao1,bombus and other wild bees,43,0,28,15,0,0,0,0,0,0,0,1120,140,visits per m^2 and hour,162,0,142.8,18.3,"NA","NA","NA","NA","NA","NA",0.8999999999999999,10.1016/j.agee.2018.10.018; 10.1016/j.agee.2017.08.030,Charlie C. Nicholson; Taylor H. Ricketts,ccnicholson@ucdavis.edu; charlie.c.nicholson@gmail.com; Taylor.Ricketts@uvm.edu
Charlie_Nicholson_Vaccinium_corymbosum_USA_2015,Nich_VTblu_Site_02,Vaccinium corymbosum,varied,organic,USA,44.4010957014,-73.0691734064,NA,NA,NA,5,6,2015,0.239813,5712.9620000000004,kg/ha,NA,NA,NA,5702.5820000000003,NA,NA,1144.73125,1.8552632,2690,50.502429999999997,NA,NA,13,24.919,Chao1,bombus and other wild bees,37,0,29,8,0,0,0,0,0,0,0,640,80,visits per m^2 and hour,51.75,0,35.25,16.5,"NA","NA","NA","NA","NA","NA",0,10.1016/j.agee.2018.10.018; 10.1016/j.agee.2017.08.030,Charlie C. Nicholson; Taylor H. Ricketts,ccnicholson@ucdavis.edu; charlie.c.nicholson@gmail.com; Taylor.Ricketts@uvm.edu
Charlie_Nicholson_Vaccinium_corymbosum_USA_2013,Nich_VTblu_Site_02,Vaccinium corymbosum,varied,organic,USA,44.4010957014,-73.0691734064,NA,NA,NA,5,6,2013,0.239813,"NA",kg/ha,NA,NA,NA,"NA",NA,NA,"NA","NA","NA","NA",NA,NA,6,6.627,Chao1,bombus and other wild bees,17,0,11,6,0,0,0,0,0,0,0,480,60,visits per m^2 and hour,157.61538461538478,0,147.2307692307694,10.384615384615383,"NA","NA","NA","NA","NA","NA",0,10.1016/j.agee.2018.10.018; 10.1016/j.agee.2017.08.030,Charlie C. Nicholson; Taylor H. Ricketts,ccnicholson@ucdavis.edu; charlie.c.nicholson@gmail.com; Taylor.Ricketts@uvm.edu
Charlie_Nicholson_Vaccinium_corymbosum_USA_2014,Nich_VTblu_Site_03,Vaccinium corymbosum,varied,organic,USA,44.5161895867,-72.9278982195,NA,NA,NA,5,6,2014,1.1128865,"NA",kg/ha,NA,NA,NA,"NA",NA,NA,"NA","NA","NA","NA",NA,NA,17,32.667,Chao1,bombus and other wild bees,48,0,16,32,0,0,0,0,0,0,0,1120,140,visits per m^2 and hour,129.75,0,52.5,76.99999999999982,"NA","NA","NA","NA","NA","NA",0.2500000000000002,10.1016/j.agee.2018.10.018; 10.1016/j.agee.2017.08.030,Charlie C. Nicholson; Taylor H. Ricketts,ccnicholson@ucdavis.edu; charlie.c.nicholson@gmail.com; Taylor.Ricketts@uvm.edu
Charlie_Nicholson_Vaccinium_corymbosum_USA_2015,Nich_VTblu_Site_03,Vaccinium corymbosum,varied,organic,USA,44.5161895867,-72.9278982195,NA,NA,NA,5,5,2015,1.1128865,"NA",kg/ha,NA,NA,NA,"NA",NA,NA,"NA","NA","NA","NA",NA,NA,14,21.692,Chao1,bombus and other wild bees,26,0,7,19,0,0,0,0,0,0,0,640,80,visits per m^2 and hour,98.5000000000002,1.9999999999999978,78.49999999999999,18,"NA","NA","NA","NA","NA","NA",0,10.1016/j.agee.2018.10.018; 10.1016/j.agee.2017.08.030,Charlie C. Nicholson; Taylor H. Ricketts,ccnicholson@ucdavis.edu; charlie.c.nicholson@gmail.com; Taylor.Ricketts@uvm.edu
Charlie_Nicholson_Vaccinium_corymbosum_USA_2013,Nich_VTblu_Site_03,Vaccinium corymbosum,varied,organic,USA,44.5161895867,-72.9278982195,NA,NA,NA,5,6,2013,1.1128865,"NA",kg/ha,NA,NA,NA,"NA",NA,NA,"NA","NA","NA","NA",NA,NA,10,17.778,Chao1,bombus and other wild bees,36,0,25,11,0,0,0,0,0,0,0,640,80,visits per m^2 and hour,180,0,74.727272727273,96.54545454545453,"NA","NA","NA","NA","NA","NA",8.7272727272727,10.1016/j.agee.2018.10.018; 10.1016/j.agee.2017.08.030,Charlie C. Nicholson; Taylor H. Ricketts,ccnicholson@ucdavis.edu; charlie.c.nicholson@gmail.com; Taylor.Ricketts@uvm.edu
Charlie_Nicholson_Vaccinium_corymbosum_USA_2014,Nich_VTblu_Site_04,Vaccinium corymbosum,varied,conventional,USA,44.28951,-73.243322,NA,NA,NA,5,6,2014,1.991768,13094.636,kg/ha,NA,NA,NA,16921.991999999998,NA,NA,2583.0625,1.1303061000000001,4485,35.179720000000003,NA,NA,11,34.655,Chao1,bombus and other wild bees,29,0,18,11,0,0,0,0,0,0,0,800,100,visits per m^2 and hour,9,8.625,0,0.375,"NA","NA","NA","NA","NA","NA",0,10.1016/j.agee.2018.10.018; 10.1016/j.agee.2017.08.030,Charlie C. Nicholson; Taylor H. Ricketts,ccnicholson@ucdavis.edu; charlie.c.nicholson@gmail.com; Taylor.Ricketts@uvm.edu
Charlie_Nicholson_Vaccinium_corymbosum_USA_2015,Nich_VTblu_Site_04,Vaccinium corymbosum,varied,conventional,USA,44.28951,-73.243322,NA,NA,NA,5,5,2015,1.991768,18949.553,kg/ha,NA,NA,NA,23422.187000000002,NA,NA,2583.0625,1.6356923000000001,4485,34.119300000000003,NA,NA,4,4.219,Chao1,bombus and other wild bees,8,0,7,1,0,0,0,0,0,0,0,320,40,visits per m^2 and hour,58.249999999999986,38.749999999999986,6.75,12.5,"NA","NA","NA","NA","NA","NA",0.2500000000000002,10.1016/j.agee.2018.10.018; 10.1016/j.agee.2017.08.030,Charlie C. Nicholson; Taylor H. Ricketts,ccnicholson@ucdavis.edu; charlie.c.nicholson@gmail.com; Taylor.Ricketts@uvm.edu
