study_id,site_id,crop,variety,management,country,latitude,longitude,X_UTM,Y_UTM,zone_UTM,sampling_start_month,sampling_end_month,sampling_year,field_size,yield,yield_units,yield2,yield2_units,yield_treatments_no_pollinators,yield_treatments_pollen_supplement,yield_treatments_no_pollinators2,yield_treatments_pollen_supplement2,fruits_per_plant,fruit_weight,plant_density,seeds_per_fruit,seeds_per_plant,seed_weight,pollinator_richness,richness_estimator_method,abundance,ab_honeybee,ab_bombus,ab_wildbees,ab_syrphids,ab_humbleflies,ab_other_flies,ab_beetles,ab_lepidoptera,ab_nonbee_hymenoptera,ab_others,total_sampled_area,total_sampled_time,visitation_rate_units,visitation_rate,visit_honeybee,visit_bombus,visit_wildbees,visit_syrphids,visit_humbleflies,visit_other_flies,visit_beetles,visit_lepidoptera,visit_nonbee_hymenoptera,visit_others,Publication,Credit,Email_contact
Groo04,B16,Vaccinium corymbosum,NA,conventional,Netherlands,51.2083099999999,6.059116,NA,NA,NA,NA,NA,2014,4,32000,kg/hectare,89.46911400273974,Fruit set (% of flowers producing a berry),NA,NA,32.22420634920635,75.8373609415276,NA,NA,NA,NA,NA,NA,11.99,Chao1,406,187,217,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"De Groot et al. 2015, Alterra report 2636 (Dutch)","G.A. (Arjen) de Groot, Wageningen Environmental Research (Alterra) + David Kleijn, Wageningen University",g.a.degroot@wur.nl
Groo04,B17,Vaccinium corymbosum,NA,conventional,Netherlands,51.4903063,6.13965,NA,NA,NA,NA,NA,2014,6,120000,kg/hectare,79.97454705788041,Fruit set (% of flowers producing a berry),NA,NA,38.68312757201646,73.54409171075838,NA,NA,NA,NA,NA,NA,15.985,Chao1,394,232,158,3,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"De Groot et al. 2015, Alterra report 2636 (Dutch)","G.A. (Arjen) de Groot, Wageningen Environmental Research (Alterra) + David Kleijn, Wageningen University",g.a.degroot@wur.nl
Groo04,B18,Vaccinium corymbosum,NA,conventional,Netherlands,51.2315817,5.9454463,NA,NA,NA,NA,NA,2014,9.5,120000,kg/hectare,83.18771043771044,Fruit set (% of flowers producing a berry),NA,NA,34.072991822991824,71.9448309626881,NA,NA,NA,NA,NA,NA,6,Chao1,349,210,139,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"De Groot et al. 2015, Alterra report 2636 (Dutch)","G.A. (Arjen) de Groot, Wageningen Environmental Research (Alterra) + David Kleijn, Wageningen University",g.a.degroot@wur.nl
Groo04,B19,Vaccinium corymbosum,NA,conventional,Netherlands,52.7481441,6.5518365,NA,NA,NA,NA,NA,2014,1.8,14300,kg/hectare,52.769841269841265,Fruit set (% of flowers producing a berry),NA,NA,24.055555555555554,49.06065759637189,NA,NA,NA,NA,NA,NA,10.998,Chao1,406,195,204,6,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"De Groot et al. 2015, Alterra report 2636 (Dutch)","G.A. (Arjen) de Groot, Wageningen Environmental Research (Alterra) + David Kleijn, Wageningen University",g.a.degroot@wur.nl
Groo04,B20,Vaccinium corymbosum,NA,conventional,Netherlands,51.2859604,5.973761,NA,NA,NA,NA,NA,2014,2,16000,kg/hectare,67.05026455026454,Fruit set (% of flowers producing a berry),NA,NA,36.82787698412699,65.77270723104056,NA,NA,NA,NA,NA,NA,4,Chao1,373,287,86,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"De Groot et al. 2015, Alterra report 2636 (Dutch)","G.A. (Arjen) de Groot, Wageningen Environmental Research (Alterra) + David Kleijn, Wageningen University",g.a.degroot@wur.nl
Groo04,B21,Vaccinium corymbosum,NA,conventional,Netherlands,51.4415827,5.9450121,NA,NA,NA,NA,NA,2014,2,16200,kg/hectare,48.312447786132005,Fruit set (% of flowers producing a berry),NA,NA,32.28342953342953,42.2250566893424,NA,NA,NA,NA,NA,NA,6,Chao1,346,209,137,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"De Groot et al. 2015, Alterra report 2636 (Dutch)","G.A. (Arjen) de Groot, Wageningen Environmental Research (Alterra) + David Kleijn, Wageningen University",g.a.degroot@wur.nl
Groo04,B24,Vaccinium corymbosum,NA,conventional,Netherlands,51.4211712,6.0650265,NA,NA,NA,NA,NA,2014,NA,NA,NA,83.89550264550266,Fruit set (% of flowers producing a berry),NA,NA,34.289682539682545,74.30102040816328,NA,NA,NA,NA,NA,NA,5,Chao1,286,145,141,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"De Groot et al. 2015, Alterra report 2636 (Dutch)","G.A. (Arjen) de Groot, Wageningen Environmental Research (Alterra) + David Kleijn, Wageningen University",g.a.degroot@wur.nl
Groo04,B25,Vaccinium corymbosum,NA,conventional,Netherlands,51.4726773,6.1056777,NA,NA,NA,NA,NA,2014,NA,NA,NA,78.97438585570681,Fruit set (% of flowers producing a berry),NA,NA,25.900793650793652,47.48705307038641,NA,NA,NA,NA,NA,NA,7.993,Chao1,295,227,67,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"De Groot et al. 2015, Alterra report 2636 (Dutch)","G.A. (Arjen) de Groot, Wageningen Environmental Research (Alterra) + David Kleijn, Wageningen University",g.a.degroot@wur.nl
Groo04,B26,Vaccinium corymbosum,NA,conventional,Netherlands,52.4296667,6.6774493,NA,NA,NA,NA,NA,2014,0.6,3900,kg/hectare,50.783068783068785,Fruit set (% of flowers producing a berry),NA,NA,32.72919672919673,54.66624149659863,NA,NA,NA,NA,NA,NA,25.955,Chao1,330,235,90,3,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"De Groot et al. 2015, Alterra report 2636 (Dutch)","G.A. (Arjen) de Groot, Wageningen Environmental Research (Alterra) + David Kleijn, Wageningen University",g.a.degroot@wur.nl
Groo04,B27,Vaccinium corymbosum,NA,conventional,Netherlands,51.4751417,6.09663389999999,NA,NA,NA,NA,NA,2014,2.5,10000,kg/hectare,55.128674309229865,Fruit set (% of flowers producing a berry),NA,NA,27.978174603174605,28.074074074074073,NA,NA,NA,NA,NA,NA,4,Chao1,374,327,46,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"De Groot et al. 2015, Alterra report 2636 (Dutch)","G.A. (Arjen) de Groot, Wageningen Environmental Research (Alterra) + David Kleijn, Wageningen University",g.a.degroot@wur.nl
