study_id,site_id,crop,variety,management,country,latitude,longitude,X_UTM,Y_UTM,zone_UTM,sampling_start_month,sampling_end_month,sampling_year,field_size,yield,yield_units,yield2,yield2_units,yield_treatments_no_pollinators,yield_treatments_pollen_supplement,yield_treatments_no_pollinators2,yield_treatments_pollen_supplement2,fruits_per_plant,fruit_weight,plant_density,seeds_per_fruit,seeds_per_plant,seed_weight,observed_pollinator_richness,other_pollinator_richness,other_richness_estimator_method,richness_restriction,abundance,ab_honeybee,ab_bombus,ab_wildbees,ab_syrphids,ab_humbleflies,ab_other_flies,ab_beetles,ab_lepidoptera,ab_nonbee_hymenoptera,ab_others,total_sampled_area,total_sampled_time,visitation_rate_units,visitation_rate,visit_honeybee,visit_bombus,visit_wildbees,visit_syrphids,visit_humbleflies,visit_other_flies,visit_beetles,visit_lepidoptera,visit_nonbee_hymenoptera,visit_others,Publication,Credit,Email_contact
bomm01,HU,Brassica napus,NA,conventional,Sweden,NA,NA,1586222,6625259,NA,NA,NA,2005,NA,5.493835305,mean weight per plant,NA,NA,4.18218084375,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11.997,Chao1,NA,390,353,6,1,22,0,5,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1007/s00442-012-2271-6,Riccardo Bommarco,Riccardo.Bommarco@slu.se
bomm01,D,Brassica napus,NA,conventional,Sweden,NA,NA,1595441,6629802,NA,NA,NA,2005,NA,8.691745964,mean weight per plant,NA,NA,7.7703668145,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,13.492,Chao1,NA,578,536,10,0,19,0,10,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1007/s00442-012-2271-6,Riccardo Bommarco,Riccardo.Bommarco@slu.se
bomm01,HI,Brassica napus,NA,conventional,Sweden,NA,NA,1588417,6633147,NA,NA,NA,2005,NA,3.6684139050000004,mean weight per plant,NA,NA,2.83155561,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,68.06,Chao1,NA,222,150,23,2,46,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1007/s00442-012-2271-6,Riccardo Bommarco,Riccardo.Bommarco@slu.se
bomm01,H,Brassica napus,NA,conventional,Sweden,NA,NA,1628897,6658808,NA,NA,NA,2005,NA,4.841240865,mean weight per plant,NA,NA,2.793998905,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,40.107,Chao1,NA,340,267,9,1,56,0,1,0,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1007/s00442-012-2271-6,Riccardo Bommarco,Riccardo.Bommarco@slu.se
bomm01,R,Brassica napus,NA,conventional,Sweden,NA,NA,1619312,6628143,NA,NA,NA,2005,NA,3.5563803875,mean weight per plant,NA,NA,3.0834329475,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3.462,Chao1,NA,13,1,10,0,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1007/s00442-012-2271-6,Riccardo Bommarco,Riccardo.Bommarco@slu.se
bomm01,A,Brassica napus,NA,conventional,Sweden,NA,NA,1614943,6631334,NA,NA,NA,2005,NA,2.94099495,mean weight per plant,NA,NA,2.579592775,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,15.692,Chao1,NA,26,12,7,0,6,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1007/s00442-012-2271-6,Riccardo Bommarco,Riccardo.Bommarco@slu.se
bomm01,HA,Brassica napus,NA,conventional,Sweden,NA,NA,1565745,6626752,NA,NA,NA,2005,NA,1.4577583775,mean weight per plant,NA,NA,1.40958734125,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,Chao1,NA,130,107,10,0,5,0,8,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1007/s00442-012-2271-6,Riccardo Bommarco,Riccardo.Bommarco@slu.se
bomm01,L,Brassica napus,NA,conventional,Sweden,NA,NA,1612169,6635705,NA,NA,NA,2005,NA,2.00757436,mean weight per plant,NA,NA,2.1731445,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,12.727,Chao1,NA,22,4,14,0,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1007/s00442-012-2271-6,Riccardo Bommarco,Riccardo.Bommarco@slu.se
bomm01,F,Brassica napus,NA,conventional,Sweden,NA,NA,1597815,6645598,NA,NA,NA,2005,NA,7.460621143,mean weight per plant,NA,NA,5.698826855,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8.981,Chao1,NA,52,31,3,1,10,0,7,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1007/s00442-012-2271-6,Riccardo Bommarco,Riccardo.Bommarco@slu.se
bomm01,V,Brassica napus,NA,conventional,Sweden,NA,NA,1601659,6646006,NA,NA,NA,2005,NA,8.012705175,mean weight per plant,NA,NA,6.93756014825,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,21.972,Chao1,NA,42,10,4,0,27,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1007/s00442-012-2271-6,Riccardo Bommarco,Riccardo.Bommarco@slu.se
