study_id,site_id,crop,variety,management,country,latitude,longitude,X_UTM,Y_UTM,zone_UTM,sampling_start_month,sampling_end_month,sampling_year,field_size,yield,yield_units,yield2,yield2_units,yield_treatments_no_pollinators,yield_treatments_pollen_supplement,yield_treatments_no_pollinators2,yield_treatments_pollen_supplement2,fruits_per_plant,fruit_weight,plant_density,seeds_per_fruit,seeds_per_plant,seed_weight,observed_pollinator_richness,other_pollinator_richness,other_richness_estimator_method,richness_restriction,abundance,ab_honeybee,ab_bombus,ab_wildbees,ab_syrphids,ab_humbleflies,ab_other_flies,ab_beetles,ab_lepidoptera,ab_nonbee_hymenoptera,ab_others,total_sampled_area,total_sampled_time,visitation_rate_units,visitation_rate,visit_honeybee,visit_bombus,visit_wildbees,visit_syrphids,visit_humbleflies,visit_other_flies,visit_beetles,visit_lepidoptera,visit_nonbee_hymenoptera,visit_others,Publication,Credit,Email_contact
Amparo_Lázaro_Prunus_dulcis_several_years,CanBeia,Prunus dulcis,"Progressos, Lluquers, Pou",NA,Spain,39.6778333333333,2.56405555555555,NA,NA,NA,1,2,2016,0.7471300000000002,NA,NA,NA,NA,NA,NA,NA,NA,213.48400458653668,NA,NA,NA,NA,NA,NA,NA,NA,NA,1309,940,328,1,14,0,9,0,17,0,NA,20 almond individuals; 5-10  meters separation between individuals,145,visits per 100 flowers and hour,1.5474535680192931,1.1112348005638926,0.38775001551591143,0.0011821646814509496,0.016550305540313292,0,0.010639482133058546,0,0.02009679958466614,0,NA,10.1016/j.agee.2018.05.004; 10.1016/j.agee.2019.02.009,Amparo Lázaro; David Alomar; Miguel A. González-Estévez,amparo.lazaro@imedea.uib-csic.es
Amparo_Lázaro_Prunus_dulcis_several_years,Cooperativa,Prunus dulcis,Over 60 varieties,NA,Spain,39.6903611111111,2.86172222222222,NA,NA,NA,2,2,2016,1.389571,NA,NA,NA,NA,NA,NA,NA,NA,337.33593425581711,NA,NA,NA,NA,NA,NA,NA,NA,NA,822,712,0,12,0,0,7,0,91,0,NA,20 almond individuals; 5-10  meters separation between individuals,235,visits per 100 flowers and hour,1.11931914893617,0.969531914893617,0,0.016340425531914896,0,0,0.009531914893617021,0,0.12391489361702128,0,NA,10.1016/j.agee.2018.05.004; 10.1016/j.agee.2019.02.009,Amparo Lázaro; David Alomar; Miguel A. González-Estévez,amparo.lazaro@imedea.uib-csic.es
Amparo_Lázaro_Prunus_dulcis_several_years,EsRafal,Prunus dulcis,NA,NA,Spain,39.64775,2.76172222222222,NA,NA,NA,2,2,2016,1.30553,NA,NA,NA,NA,NA,NA,NA,NA,120.50023967827083,NA,NA,NA,NA,NA,NA,NA,NA,NA,347,332,0,1,0,0,14,0,0,0,NA,20 almond individuals; 5-10  meters separation between individuals,255,visits per 100 flowers and hour,0.4438305002366243,0.42464474374224576,0,0.0012790504329585714,0,0,0.017906706061420002,0,0,0,NA,10.1016/j.agee.2018.05.004; 10.1016/j.agee.2019.02.009,Amparo Lázaro; David Alomar; Miguel A. González-Estévez,amparo.lazaro@imedea.uib-csic.es
Amparo_Lázaro_Prunus_dulcis_several_years,FestivalPark,Prunus dulcis,NA,NA,Spain,39.6452222222222,2.74675,NA,NA,NA,2,2,2016,4.64483,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,340,275,0,43,0,0,21,1,0,0,NA,20 almond individuals; 5-10  meters separation between individuals,180,visits per 100 flowers and hour,0.7387129014035545,0.5974883761352279,0,0.09342545517750837,0,0,0.045626385086690126,0.0021726850041281012,0,0,NA,10.1016/j.agee.2018.05.004; 10.1016/j.agee.2019.02.009,Amparo Lázaro; David Alomar; Miguel A. González-Estévez,amparo.lazaro@imedea.uib-csic.es
Amparo_Lázaro_Prunus_dulcis_several_years,SaCanova,Prunus dulcis,Over 60 varieties,NA,Spain,39.74625,3.01677777777777,NA,NA,NA,2,2,2016,1.0971490000000004,NA,NA,NA,NA,NA,NA,NA,NA,301.9795566079822,NA,NA,NA,NA,NA,NA,NA,NA,NA,796,751,0,18,11,0,4,0,8,4,NA,20 almond individuals; 5-10  meters separation between individuals,295,visits per 100 flowers and hour,0.9098988651983687,0.8584598589999686,0,0.0205756024793601,0.012573979292942282,0,0.004572356106524466,0,0.009144712213048932,0.004572356106524466,NA,10.1016/j.agee.2018.05.004; 10.1016/j.agee.2019.02.009,Amparo Lázaro; David Alomar; Miguel A. González-Estévez,amparo.lazaro@imedea.uib-csic.es
Amparo_Lázaro_Prunus_dulcis_several_years,SaFillola,Prunus dulcis,"Pou, Pons, Canaleta",NA,Spain,39.7063055555555,3.08586111111111,NA,NA,NA,1,2,2016,1.17294,NA,NA,NA,NA,NA,NA,NA,NA,184.79048104562895,NA,NA,NA,NA,NA,NA,NA,NA,NA,799,643,0,127,2,0,14,0,10,3,NA,20 almond individuals; 5-10  meters separation between individuals,285,visits per 100 flowers and hour,0.4439912535390104,0.3573046007829583,0,0.07057182628217061,0.0011113673430263088,0,0.007779571401184161,0,0.005556836715131544,0.0016670510145394633,NA,10.1016/j.agee.2018.05.004; 10.1016/j.agee.2019.02.009,Amparo Lázaro; David Alomar; Miguel A. González-Estévez,amparo.lazaro@imedea.uib-csic.es
Amparo_Lázaro_Prunus_dulcis_several_years,SaMarineta,Prunus dulcis,NA,NA,Spain,39.5815833333333,3.34894444444444,NA,NA,NA,2,2,2016,4.2336599999999995,NA,NA,NA,NA,NA,NA,NA,NA,20.847151836018234,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,164,0,0,3,0,3,0,0,0,NA,20 almond individuals; 5-10  meters separation between individuals,100,visits per 100 flowers and hour,3.711790393013101,3.580786026200873,0,0,0.06550218340611352,0,0.06550218340611352,0,0,0,NA,10.1016/j.agee.2018.05.004; 10.1016/j.agee.2019.02.009,Amparo Lázaro; David Alomar; Miguel A. González-Estévez,amparo.lazaro@imedea.uib-csic.es
Amparo_Lázaro_Prunus_dulcis_several_years,SesCabanasses,Prunus dulcis,"Ferragnès, Masbovera, Glorieta, Pou",NA,Spain,39.6796666666666,3.22822222222222,NA,NA,NA,3,3,2016,30,NA,NA,NA,NA,NA,NA,NA,NA,210.30431071286156,NA,NA,NA,NA,NA,NA,NA,NA,NA,608,554,14,25,1,0,7,1,5,1,NA,20 almond individuals; 5-10  meters separation between individuals,300,visits per 100 flowers and hour,0.8155600268276325,0.7431254191817572,0.018779342723004695,0.0335345405767941,0.0013413816230717639,0,0.009389671361502348,0.0013413816230717639,0.00670690811535882,0.0013413816230717639,NA,10.1016/j.agee.2018.05.004; 10.1016/j.agee.2019.02.009,Amparo Lázaro; David Alomar; Miguel A. González-Estévez,amparo.lazaro@imedea.uib-csic.es
Amparo_Lázaro_Prunus_dulcis_several_years,Shospitalet,Prunus dulcis,"Pou, Canaleta",NA,Spain,39.4909444444444,3.25575,NA,NA,NA,1,2,2016,2.3775600000000003,NA,NA,NA,NA,NA,NA,NA,NA,100.86501915841059,NA,NA,NA,NA,NA,NA,NA,NA,NA,612,562,0,1,22,0,14,0,13,0,NA,20 almond individuals; 5-10  meters separation between individuals,240,visits per 100 flowers and hour,0.5120824687060713,0.4702456657072094,0,8.367360599772408e-4,0.018408193319499295,0,0.011714304839681371,0,0.01087756877970413,0,NA,10.1016/j.agee.2018.05.004; 10.1016/j.agee.2019.02.009,Amparo Lázaro; David Alomar; Miguel A. González-Estévez,amparo.lazaro@imedea.uib-csic.es
Amparo_Lázaro_Prunus_dulcis_several_years,Sindioteria,Prunus dulcis,"Canaleta, Agrills, Mollars, Potes",NA,Spain,39.6169166666666,2.67766666666666,NA,NA,NA,2,2,2016,1.4916599999999998,NA,NA,NA,NA,NA,NA,NA,NA,328.24514264036407,NA,NA,NA,NA,NA,NA,NA,NA,NA,455,405,0,39,1,0,1,1,8,0,NA,20 almond individuals; 5-10  meters separation between individuals,195,visits per 100 flowers and hour,1.0234666276774618,0.9109977674931253,0,0.08772571094378244,0.0022493772036867293,0,0.0022493772036867293,0.0022493772036867293,0.017995017629493834,0,NA,10.1016/j.agee.2018.05.004; 10.1016/j.agee.2019.02.009,Amparo Lázaro; David Alomar; Miguel A. González-Estévez,amparo.lazaro@imedea.uib-csic.es
