study_id,site_id,crop,variety,management,country,latitude,longitude,X_UTM,Y_UTM,zone_UTM,sampling_start_month,sampling_end_month,sampling_year,field_size,yield,yield_units,yield2,yield2_units,yield_treatments_no_pollinators,yield_treatments_pollen_supplement,yield_treatments_no_pollinators2,yield_treatments_pollen_supplement2,fruits_per_plant,fruit_weight,plant_density,seeds_per_fruit,seeds_per_plant,seed_weight,observed_pollinator_richness,other_pollinator_richness,other_richness_estimator_method,richness_restriction,abundance,ab_honeybee,ab_bombus,ab_wildbees,ab_syrphids,ab_humbleflies,ab_other_flies,ab_beetles,ab_lepidoptera,ab_nonbee_hymenoptera,ab_others,total_sampled_area,total_sampled_time,visitation_rate_units,visitation_rate,visit_honeybee,visit_bombus,visit_wildbees,visit_syrphids,visit_humbleflies,visit_other_flies,visit_beetles,visit_lepidoptera,visit_nonbee_hymenoptera,visit_others,Publication,Credit,Email_contact
Finbarr_G_Horgan_Abelmoschus_esculentus_Philippines_2015,Bukidnon01_dry,Abelmoschus esculentus,Smooth green,conventional,Philippines,7.03583288192749,125.20471954345703,NA,NA,NA,2,3,2015,0.0013481538461538461,26124.85939257593,kg per hectare,NA,NA,NA,NA,NA,NA,NA,NA,11.417322834645669,NA,NA,NA,1,1,Chao1,"Bees, including honeybees; butterflies and diurnal moths",3,0,0,0,0,0,0,0,3,0,0,12.7,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unpublished,Finbarr G. Horgan,f.horgan@ecolaverna.org
Finbarr_G_Horgan_Abelmoschus_esculentus_Philippines_2015,Bukidnon01_wet,Abelmoschus esculentus,Smooth green,conventional,Philippines,7.03583288192749,125.20471954345703,NA,NA,NA,7,8,2015,0.0013481538461538461,0,kg per hectare,NA,NA,NA,NA,NA,NA,NA,NA,12.88888888888889,NA,NA,NA,1,1,Chao1,"Bees, including honeybees; butterflies and diurnal moths",1,0,0,0,0,0,0,0,1,0,0,11.25,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unpublished,Finbarr G. Horgan,f.horgan@ecolaverna.org
Finbarr_G_Horgan_Abelmoschus_esculentus_Philippines_2015,Bukidnon02_dry,Abelmoschus esculentus,Smooth green,conventional,Philippines,7.0283331871032715,126.2074966430664,NA,NA,NA,2,3,2015,0.0011250000000000001,26296.2962962963,kg per hectare,NA,NA,NA,NA,NA,NA,NA,NA,11.417322834645669,NA,NA,NA,3,5,Chao1,"Bees, including honeybees; butterflies and diurnal moths",3,0,0,1,0,0,0,0,2,0,0,3.75,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unpublished,Finbarr G. Horgan,f.horgan@ecolaverna.org
Finbarr_G_Horgan_Abelmoschus_esculentus_Philippines_2015,Bukidnon02_wet,Abelmoschus esculentus,Smooth green,conventional,Philippines,7.0283331871032715,126.2074966430664,NA,NA,NA,7,8,2015,0.0011250000000000001,38933.33333333333,kg per hectare,NA,NA,NA,NA,NA,NA,NA,NA,12.88888888888889,NA,NA,NA,2,2,Chao1,"Bees, including honeybees; butterflies and diurnal moths",4,0,0,2,0,0,0,0,2,0,0,4.65,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unpublished,Finbarr G. Horgan,f.horgan@ecolaverna.org
Finbarr_G_Horgan_Abelmoschus_esculentus_Philippines_2015,Iloilo_dry,Abelmoschus esculentus,Smooth green,conventional,Philippines,10.894721984863281,121.7427749633789,NA,NA,NA,4,5,2015,3.75e-4,36155.555555555555,kg per hectare,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,1,1,Chao1,"Bees, including honeybees; butterflies and diurnal moths",2,0,0,0,0,0,0,0,2,0,0,4.65,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unpublished,Finbarr G. Horgan,f.horgan@ecolaverna.org
Finbarr_G_Horgan_Abelmoschus_esculentus_Philippines_2015,Iloilo_wet,Abelmoschus esculentus,Smooth green,conventional,Philippines,10.894721984863281,121.7427749633789,NA,NA,NA,9,10,2015,3.75e-4,37933.333333333336,kg per hectare,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,2,2,Chao1,"Bees, including honeybees; butterflies and diurnal moths",6,0,0,6,0,0,0,0,0,0,0,9.85,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unpublished,Finbarr G. Horgan,f.horgan@ecolaverna.org
Finbarr_G_Horgan_Abelmoschus_esculentus_Philippines_2015,IRRI500_dry,Abelmoschus esculentus,Smooth green,conventional,Philippines,14.286665916442871,121.28888702392578,NA,NA,NA,3,4,2015,5.723076923076924e-4,7170.184331797234,kg per hectare,NA,NA,NA,NA,NA,NA,NA,NA,18.451612903225804,NA,NA,NA,0,0,Chao1,"Bees, including honeybees; butterflies and diurnal moths",0,0,0,0,0,0,0,0,0,0,0,12.7,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unpublished,Finbarr G. Horgan,f.horgan@ecolaverna.org
Finbarr_G_Horgan_Abelmoschus_esculentus_Philippines_2015,IRRI500_wet,Abelmoschus esculentus,Smooth green,conventional,Philippines,14.286665916442871,121.28888702392578,NA,NA,NA,8,9,2015,5.723076923076924e-4,32732.580645161288,kg per hectare,NA,NA,NA,NA,NA,NA,NA,NA,18.451612903225804,NA,NA,NA,1,1,Chao1,"Bees, including honeybees; butterflies and diurnal moths",1,0,0,1,0,0,0,0,0,0,0,11.25,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unpublished,Finbarr G. Horgan,f.horgan@ecolaverna.org
Finbarr_G_Horgan_Abelmoschus_esculentus_Philippines_2015,IRRI700_dry,Abelmoschus esculentus,Smooth green,conventional,Philippines,14.150188446044922,121.30194091796875,NA,NA,NA,2,3,2015,4.650000000000001e-4,20688.473118279566,kg per hectare,NA,NA,NA,NA,NA,NA,NA,NA,11.10752688172043,NA,NA,NA,1,1,Chao1,"Bees, including honeybees; butterflies and diurnal moths",1,0,0,0,0,0,0,0,1,0,0,3.75,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unpublished,Finbarr G. Horgan,f.horgan@ecolaverna.org
Finbarr_G_Horgan_Abelmoschus_esculentus_Philippines_2015,IRRI700_wet,Abelmoschus esculentus,Smooth green,conventional,Philippines,14.150188446044922,121.30194091796875,NA,NA,NA,8,9,2015,4.650000000000001e-4,23395.569892473115,kg per hectare,NA,NA,NA,NA,NA,NA,NA,NA,11.10752688172043,NA,NA,NA,2,2.5,Chao1,"Bees, including honeybees; butterflies and diurnal moths",2,0,0,0,0,0,0,0,2,0,0,4.65,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unpublished,Finbarr G. Horgan,f.horgan@ecolaverna.org
Finbarr_G_Horgan_Abelmoschus_esculentus_Philippines_2015,Tanay_dry,Abelmoschus esculentus,Smooth green,conventional,Philippines,14.723610877990723,121.41055297851562,NA,NA,NA,4,5,2015,0.0013133333333333335,14340.101522842639,kg per hectare,NA,NA,NA,NA,NA,NA,NA,NA,10.152284263959391,NA,NA,NA,1,1,Chao1,"Bees, including honeybees; butterflies and diurnal moths",2,0,0,0,0,0,0,0,2,0,0,4.65,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unpublished,Finbarr G. Horgan,f.horgan@ecolaverna.org
Finbarr_G_Horgan_Abelmoschus_esculentus_Philippines_2015,Tanay_wet,Abelmoschus esculentus,Smooth green,conventional,Philippines,14.723610877990723,121.41055297851562,NA,NA,NA,9,10,2015,0.0013133333333333335,7250.9064539521405,kg per hectare,NA,NA,NA,NA,NA,NA,NA,NA,10.152284263959391,NA,NA,NA,4,8.5,Chao1,"Bees, including honeybees; butterflies and diurnal moths",4,0,0,0,0,0,0,0,4,0,0,9.85,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unpublished,Finbarr G. Horgan,f.horgan@ecolaverna.org
