study_id,site_id,crop,variety,management,country,latitude,longitude,X_UTM,Y_UTM,zone_UTM,sampling_start_month,sampling_end_month,sampling_year,field_size,yield,yield_units,yield2,yield2_units,yield_treatments_no_pollinators,yield_treatments_pollen_supplement,yield_treatments_no_pollinators2,yield_treatments_pollen_supplement2,fruits_per_plant,fruit_weight,plant_density,seeds_per_fruit,seeds_per_plant,seed_weight,observed_pollinator_richness,other_pollinator_richness,other_richness_estimator_method,richness_restriction,abundance,ab_honeybee,ab_bombus,ab_wildbees,ab_syrphids,ab_humbleflies,ab_other_flies,ab_beetles,ab_lepidoptera,ab_nonbee_hymenoptera,ab_others,total_sampled_area,total_sampled_time,visitation_rate_units,visitation_rate,visit_honeybee,visit_bombus,visit_wildbees,visit_syrphids,visit_humbleflies,visit_other_flies,visit_beetles,visit_lepidoptera,visit_nonbee_hymenoptera,visit_others,Publication,Credit,Email_contact
David_Kleijn_Malus_domestica_Netherlands_2014,E1,Malus domestica,Elstar,conventional,Netherlands,51.8601614,5.8062722,NA,NA,NA,NA,NA,2014,5,299200,kg/field,26,Fruit number on fixed branch length per tree,NA,NA,15,19,NA,NA,NA,NA,NA,NA,21,34.379,Chao1,NA,112,24,22,15,51,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"De Groot et al. 2015, Alterra report 2636 (Dutch)","G.A. (Arjen) de Groot, Wageningen Environmental Research (Alterra) + David Kleijn, Wageningen University",g.a.degroot@wur.nl
David_Kleijn_Malus_domestica_Netherlands_2014,E2,Malus domestica,Elstar,conventional,Netherlands,51.8698299,5.444991,NA,NA,NA,NA,NA,2014,1,50000,kg/field,30,Fruit number on fixed branch length per tree,NA,NA,35,34,NA,NA,NA,NA,NA,NA,13,44.373,Chao1,NA,51,15,16,2,18,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"De Groot et al. 2015, Alterra report 2636 (Dutch)","G.A. (Arjen) de Groot, Wageningen Environmental Research (Alterra) + David Kleijn, Wageningen University",g.a.degroot@wur.nl
David_Kleijn_Malus_domestica_Netherlands_2014,E3,Malus domestica,Elstar,conventional,Netherlands,51.9029796,5.5128768,NA,NA,NA,NA,NA,2014,NA,NA,NA,32,Fruit number on fixed branch length per tree,NA,NA,14,27,NA,NA,NA,NA,NA,NA,14,24.453,Chao1,NA,50,24,7,1,18,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"De Groot et al. 2015, Alterra report 2636 (Dutch)","G.A. (Arjen) de Groot, Wageningen Environmental Research (Alterra) + David Kleijn, Wageningen University",g.a.degroot@wur.nl
David_Kleijn_Malus_domestica_Netherlands_2014,E4,Malus domestica,Elstar,conventional,Netherlands,51.827383,5.2030751,NA,NA,NA,NA,NA,2014,4,220000,kg/field,21,Fruit number on fixed branch length per tree,NA,NA,15,21,NA,NA,NA,NA,NA,NA,21,45.338,Chao1,NA,151,23,44,22,62,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"De Groot et al. 2015, Alterra report 2636 (Dutch)","G.A. (Arjen) de Groot, Wageningen Environmental Research (Alterra) + David Kleijn, Wageningen University",g.a.degroot@wur.nl
David_Kleijn_Malus_domestica_Netherlands_2014,E6,Malus domestica,Elstar,conventional,Netherlands,52.0427288,5.1251719,NA,NA,NA,NA,NA,2014,3,150000,kg/field,27,Fruit number on fixed branch length per tree,NA,NA,17,23,NA,NA,NA,NA,NA,NA,20,30.554,Chao1,NA,95,22,11,6,56,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"De Groot et al. 2015, Alterra report 2636 (Dutch)","G.A. (Arjen) de Groot, Wageningen Environmental Research (Alterra) + David Kleijn, Wageningen University",g.a.degroot@wur.nl
David_Kleijn_Malus_domestica_Netherlands_2014,E7,Malus domestica,Elstar,conventional,Netherlands,51.8442913,5.6505153,NA,NA,NA,NA,NA,2014,5,300000,kg/field,30,Fruit number on fixed branch length per tree,NA,NA,15,25,NA,NA,NA,NA,NA,NA,15,21.17,Chao1,NA,78,24,21,4,29,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"De Groot et al. 2015, Alterra report 2636 (Dutch)","G.A. (Arjen) de Groot, Wageningen Environmental Research (Alterra) + David Kleijn, Wageningen University",g.a.degroot@wur.nl
David_Kleijn_Malus_domestica_Netherlands_2014,E8,Malus domestica,Elstar,conventional,Netherlands,51.9036084,5.2891051,NA,NA,NA,NA,NA,2014,1,49000,kg/field,30,Fruit number on fixed branch length per tree,NA,NA,17,29,NA,NA,NA,NA,NA,NA,9,12.907,Chao1,NA,43,21,7,1,14,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"De Groot et al. 2015, Alterra report 2636 (Dutch)","G.A. (Arjen) de Groot, Wageningen Environmental Research (Alterra) + David Kleijn, Wageningen University",g.a.degroot@wur.nl
David_Kleijn_Malus_domestica_Netherlands_2014,E9,Malus domestica,Elstar,conventional,Netherlands,52.0070327,5.2756257,NA,NA,NA,NA,NA,2014,3,130000,kg/field,29,Fruit number on fixed branch length per tree,NA,NA,7,11,NA,NA,NA,NA,NA,NA,17,66.405,Chao1,NA,84,24,19,7,34,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"De Groot et al. 2015, Alterra report 2636 (Dutch)","G.A. (Arjen) de Groot, Wageningen Environmental Research (Alterra) + David Kleijn, Wageningen University",g.a.degroot@wur.nl
David_Kleijn_Malus_domestica_Netherlands_2014,E11,Malus domestica,Elstar,conventional,Netherlands,51.8751675,5.2435112,NA,NA,NA,NA,NA,2014,5,250000,kg/field,33,Fruit number on fixed branch length per tree,NA,NA,10,31,NA,NA,NA,NA,NA,NA,12,13.471,Chao1,NA,52,24,4,2,22,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"De Groot et al. 2015, Alterra report 2636 (Dutch)","G.A. (Arjen) de Groot, Wageningen Environmental Research (Alterra) + David Kleijn, Wageningen University",g.a.degroot@wur.nl
David_Kleijn_Malus_domestica_Netherlands_2014,E13,Malus domestica,Elstar,conventional,Netherlands,51.8536685,5.2779504,NA,NA,NA,NA,NA,2014,3.5,110000,kg/field,31,Fruit number on fixed branch length per tree,NA,NA,24,31,NA,NA,NA,NA,NA,NA,16,24.033,Chao1,NA,61,20,19,7,15,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"De Groot et al. 2015, Alterra report 2636 (Dutch)","G.A. (Arjen) de Groot, Wageningen Environmental Research (Alterra) + David Kleijn, Wageningen University",g.a.degroot@wur.nl
