study_id,site_id,crop,variety,management,country,latitude,longitude,X_UTM,Y_UTM,zone_UTM,sampling_start_month,sampling_end_month,sampling_year,field_size,yield,yield_units,yield2,yield2_units,yield_treatments_no_pollinators,yield_treatments_pollen_supplement,yield_treatments_no_pollinators2,yield_treatments_pollen_supplement2,fruits_per_plant,fruit_weight,plant_density,seeds_per_fruit,seeds_per_plant,seed_weight,observed_pollinator_richness,other_pollinator_richness,other_richness_estimator_method,richness_restriction,abundance,ab_honeybee,ab_bombus,ab_wildbees,ab_syrphids,ab_humbleflies,ab_other_flies,ab_beetles,ab_lepidoptera,ab_nonbee_hymenoptera,ab_others,total_sampled_area,total_sampled_time,visitation_rate_units,visitation_rate,visit_honeybee,visit_bombus,visit_wildbees,visit_syrphids,visit_humbleflies,visit_other_flies,visit_beetles,visit_lepidoptera,visit_nonbee_hymenoptera,visit_others,Publication,Credit,Email_contact
David_Crowder_Fragaria_ananassa_USA_2016,site_3,Fragaria x ananassa,Albion,organic,USA,47.57,-122.316,NA,NA,NA,7,8,2016,NA,5.611885714285714,g,NA,NA,6.142188888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,Chao 1,Only bees,31,18,12,1,0,0,0,0,0,0,0,50,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Elias H. Bloom (bloomel1@msu.edu); Elisabeth C. Oeller (elisabeth.oeller@wsu.edu),dcrowder@wsu.edu
David_Crowder_Fragaria_ananassa_USA_2016,site_5,Fragaria x ananassa,Albion,organic,USA,47.57,-122.316,NA,NA,NA,7,8,2016,NA,10.862214285714286,g,NA,NA,7.747675,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4.976,Chao 1,Only bees,42,30,11,1,0,0,0,0,0,0,0,50,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Elias H. Bloom (bloomel1@msu.edu); Elisabeth C. Oeller (elisabeth.oeller@wsu.edu),dcrowder@wsu.edu
David_Crowder_Fragaria_ananassa_USA_2016,site_6,Fragaria x ananassa,Albion,organic,USA,47.057,-122.97,NA,NA,NA,7,8,2016,NA,5.854522222222221,g,NA,NA,5.289811111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6.988,Chao 1,Only bees,81,49,30,2,0,0,0,0,0,0,0,50,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Elias H. Bloom (bloomel1@msu.edu); Elisabeth C. Oeller (elisabeth.oeller@wsu.edu),dcrowder@wsu.edu
David_Crowder_Fragaria_ananassa_USA_2016,site_7,Fragaria x ananassa,Albion,organic,USA,47.057,-122.97,NA,NA,NA,7,8,2016,NA,8.819636363636365,g,NA,NA,6.226699999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,Chao 1,Only bees,29,21,8,0,0,0,0,0,0,0,0,50,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Elias H. Bloom (bloomel1@msu.edu); Elisabeth C. Oeller (elisabeth.oeller@wsu.edu),dcrowder@wsu.edu
David_Crowder_Fragaria_ananassa_USA_2016,site_8,Fragaria x ananassa,Albion,organic,USA,47.678,-121.949,NA,NA,NA,7,8,2016,NA,9.24552,g,NA,NA,10.522675,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3.983,Chao 1,Only bees,58,56,1,1,0,0,0,0,0,0,0,50,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Elias H. Bloom (bloomel1@msu.edu); Elisabeth C. Oeller (elisabeth.oeller@wsu.edu),dcrowder@wsu.edu
David_Crowder_Fragaria_ananassa_USA_2016,site_13,Fragaria x ananassa,Albion,organic,USA,47.678,-121.949,NA,NA,NA,7,8,2016,NA,3.883588888888889,g,NA,NA,6.737471428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5.971,Chao 1,Only bees,34,16,16,2,0,0,0,0,0,0,0,50,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Elias H. Bloom (bloomel1@msu.edu); Elisabeth C. Oeller (elisabeth.oeller@wsu.edu),dcrowder@wsu.edu
David_Crowder_Fragaria_ananassa_USA_2016,site_18,Fragaria x ananassa,Albion,organic,USA,47.063,-122.926,NA,NA,NA,7,8,2016,NA,3.768675,g,NA,NA,3.5709999999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7.87,Chao 1,Only bees,23,9,12,2,0,0,0,0,0,0,0,50,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Elias H. Bloom (bloomel1@msu.edu); Elisabeth C. Oeller (elisabeth.oeller@wsu.edu),dcrowder@wsu.edu
David_Crowder_Fragaria_ananassa_USA_2016,site_23,Fragaria x ananassa,Albion,organic,USA,47.063,-122.926,NA,NA,NA,7,8,2016,NA,7.950277777777779,g,NA,NA,6.390371428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5.962,Chao 1,Only bees,52,48,3,1,0,0,0,0,0,0,0,50,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Elias H. Bloom (bloomel1@msu.edu); Elisabeth C. Oeller (elisabeth.oeller@wsu.edu),dcrowder@wsu.edu
David_Crowder_Fragaria_ananassa_USA_2016,site_24,Fragaria x ananassa,Albion,organic,USA,48.543,-122.413,NA,NA,NA,7,8,2016,NA,5.2620499999999995,g,NA,NA,3.910571428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6.919,Chao 1,Only bees,37,34,2,1,0,0,0,0,0,0,0,50,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Elias H. Bloom (bloomel1@msu.edu); Elisabeth C. Oeller (elisabeth.oeller@wsu.edu),dcrowder@wsu.edu
David_Crowder_Fragaria_ananassa_USA_2016,site_25,Fragaria x ananassa,Albion,organic,USA,48.543,-122.413,NA,NA,NA,7,8,2016,NA,10.254822222222224,g,NA,NA,6.5193111111111115,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,Chao 1,Only bees,75,62,13,0,0,0,0,0,0,0,0,50,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Elias H. Bloom (bloomel1@msu.edu); Elisabeth C. Oeller (elisabeth.oeller@wsu.edu),dcrowder@wsu.edu
David_Crowder_Fragaria_ananassa_USA_2016,site_26,Fragaria x ananassa,Albion,organic,USA,47.562,-122.303,NA,NA,NA,7,8,2016,NA,6.573636363636362,g,NA,NA,6.082818181818182,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6.906,Chao 1,Only bees,32,29,2,1,0,0,0,0,0,0,0,50,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Elias H. Bloom (bloomel1@msu.edu); Elisabeth C. Oeller (elisabeth.oeller@wsu.edu),dcrowder@wsu.edu
