study_id,site_id,crop,variety,management,country,latitude,longitude,X_UTM,Y_UTM,zone_UTM,sampling_start_month,sampling_end_month,sampling_year,field_size,yield,yield_units,yield2,yield2_units,yield_treatments_no_pollinators,yield_treatments_pollen_supplement,yield_treatments_no_pollinators2,yield_treatments_pollen_supplement2,fruits_per_plant,fruit_weight,plant_density,seeds_per_fruit,seeds_per_plant,seed_weight,pollinator_richness,richness_estimator_method,abundance,ab_honeybee,ab_bombus,ab_wildbees,ab_syrphids,ab_humbleflies,ab_other_flies,ab_beetles,ab_lepidoptera,ab_nonbee_hymenoptera,ab_others,total_sampled_area,total_sampled_time,visitation_rate_units,visitation_rate,visit_honeybee,visit_bombus,visit_wildbees,visit_syrphids,visit_humbleflies,visit_other_flies,visit_beetles,visit_lepidoptera,visit_nonbee_hymenoptera,visit_others,Publication,Credit,Email_contact
pott01,UK1,Vicia faba,NA,conventional,UK,51.60611743,-0.922647887,NA,NA,NA,NA,NA,2005,NA,30.692500000000003,mean weight per plant,NA,NA,6.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Chao1,16,12,4,0,0,0,0,0,0,0,0,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.agee.2009.05.001,Simon Potts (University of Reading),s.g.potts@reading.ac.uk
pott01,UK10,Vicia faba,NA,conventional,UK,51.56583333,-1.404444444,NA,NA,NA,NA,NA,2005,NA,63.3825,mean weight per plant,NA,NA,35.207499999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.233,Chao1,15,7,7,1,0,0,0,0,0,0,0,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.agee.2009.05.001,Simon Potts (University of Reading),s.g.potts@reading.ac.uk
pott01,UK2,Vicia faba,NA,conventional,UK,51.59605473,-1.00518756,NA,NA,NA,NA,NA,2005,NA,29.24,mean weight per plant,NA,NA,25.8325,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.913,Chao1,23,3,18,2,0,0,0,0,0,0,0,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.agee.2009.05.001,Simon Potts (University of Reading),s.g.potts@reading.ac.uk
pott01,UK3,Vicia faba,NA,conventional,UK,51.4137184,-1.280954732,NA,NA,NA,NA,NA,2005,NA,47.985,mean weight per plant,NA,NA,9.7225,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Chao1,1,0,1,0,0,0,0,0,0,0,0,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.agee.2009.05.001,Simon Potts (University of Reading),s.g.potts@reading.ac.uk
pott01,UK4,Vicia faba,NA,conventional,UK,51.37410504,-1.025811658,NA,NA,NA,NA,NA,2005,NA,48.4025,mean weight per plant,NA,NA,26.195,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,Chao1,14,8,4,2,0,0,0,0,0,0,0,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.agee.2009.05.001,Simon Potts (University of Reading),s.g.potts@reading.ac.uk
pott01,UK5,Vicia faba,NA,conventional,UK,51.63855379,-1.033162478,NA,NA,NA,NA,NA,2005,NA,26.28,mean weight per plant,NA,NA,15.3525,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.227,Chao1,11,0,11,0,0,0,0,0,0,0,0,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.agee.2009.05.001,Simon Potts (University of Reading),s.g.potts@reading.ac.uk
pott01,UK6,Vicia faba,NA,conventional,UK,51.52910488,-1.328157573,NA,NA,NA,NA,NA,2005,NA,48.05,mean weight per plant,NA,NA,27.677500000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.971,Chao1,34,16,13,5,0,0,0,0,0,0,0,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.agee.2009.05.001,Simon Potts (University of Reading),s.g.potts@reading.ac.uk
pott01,UK7,Vicia faba,NA,conventional,UK,51.70090625,-1.520986138,NA,NA,NA,NA,NA,2005,NA,21.7425,mean weight per plant,NA,NA,20.9725,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,Chao1,16,1,15,0,0,0,0,0,0,0,0,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.agee.2009.05.001,Simon Potts (University of Reading),s.g.potts@reading.ac.uk
pott01,UK8,Vicia faba,NA,conventional,UK,51.57394151,-1.480470686,NA,NA,NA,NA,NA,2005,NA,35.1275,mean weight per plant,NA,NA,15.0175,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.889,Chao1,9,1,8,0,0,0,0,0,0,0,0,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.agee.2009.05.001,Simon Potts (University of Reading),s.g.potts@reading.ac.uk
pott01,UK9,Vicia faba,NA,conventional,UK,51.51361111,-1.430277778,NA,NA,NA,NA,NA,2005,NA,33.6775,mean weight per plant,NA,NA,33.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Chao1,2,0,2,0,0,0,0,0,0,0,0,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.agee.2009.05.001,Simon Potts (University of Reading),s.g.potts@reading.ac.uk
