study_id,site_id,crop,variety,management,country,latitude,longitude,X_UTM,Y_UTM,zone_UTM,sampling_start_month,sampling_end_month,sampling_year,field_size,yield,yield_units,yield2,yield2_units,yield_treatments_no_pollinators,yield_treatments_pollen_supplement,yield_treatments_no_pollinators2,yield_treatments_pollen_supplement2,fruits_per_plant,fruit_weight,plant_density,seeds_per_fruit,seeds_per_plant,seed_weight,observed_pollinator_richness,other_pollinator_richness,other_richness_estimator_method,abundance,ab_honeybee,ab_bombus,ab_wildbees,ab_syrphids,ab_humbleflies,ab_other_flies,ab_beetles,ab_lepidoptera,ab_nonbee_hymenoptera,ab_others,total_sampled_area,total_sampled_time,visitation_rate_units,visitation_rate,visit_honeybee,visit_bombus,visit_wildbees,visit_syrphids,visit_humbleflies,visit_other_flies,visit_beetles,visit_lepidoptera,visit_nonbee_hymenoptera,visit_others,Publication,Credit,Email_contact
Pablo_Cavigliasso_Vaccinium_corymbosum_Argentina_2016,AB,Vaccinium corymbosum,Emerald,conventional,Argentina,-31.3265,-58.08404444,-4052629.6964398,3912847.66766197,NA,7,9,2016,92.8,75.9,fruitset (%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,31.82,Chao1,100,63,6,0,26,0,2,0,0,3,0,NA,150,visits per hour and plant,1.3333333333333333,0.84,0.08,0,0.3466666666666667,0,0.02666666666666667,0,0,0.04,0,NA,Pablo Cavigliasso. Instituto Nacional de Tecnologia Agropecuaria (INTA) - Programa Nacional Apicola (PNAPI),pablo.cavigliaso@gmail.com; cavigliasso.pablo@inta.gob.ar
Pablo_Cavigliasso_Vaccinium_corymbosum_Argentina_2016,AR,Vaccinium corymbosum,Emerald,conventional,Argentina,-31.4065083,-58.12713056,-4060011.61419303,3904795.2426268,NA,7,9,2016,21,77.3,fruitset (%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,15.852,Chao1,54,39,1,0,10,0,0,0,3,1,0,NA,150,visits per hour and plant,0.72,0.52,0.013333333333333334,0,0.13333333333333333,0,0,0,0.04,0.013333333333333334,0,NA,Pablo Cavigliasso. Instituto Nacional de Tecnologia Agropecuaria (INTA) - Programa Nacional Apicola (PNAPI),pablo.cavigliaso@gmail.com; cavigliasso.pablo@inta.gob.ar
Pablo_Cavigliasso_Vaccinium_corymbosum_Argentina_2016,BB,Vaccinium corymbosum,Emerald,conventional,Argentina,-31.4587111,-58.14964167,-4065419.62093741,3900210.85705669,NA,7,9,2016,11.5,75.3,fruitset (%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,55.128,Chao1,109,77,0,1,24,0,0,0,5,2,0,NA,150,visits per hour and plant,1.4533333333333334,1.0266666666666666,0,0.013333333333333334,0.32,0,0,0,0.06666666666666667,0.02666666666666667,0,NA,Pablo Cavigliasso. Instituto Nacional de Tecnologia Agropecuaria (INTA) - Programa Nacional Apicola (PNAPI),pablo.cavigliaso@gmail.com; cavigliasso.pablo@inta.gob.ar
Pablo_Cavigliasso_Vaccinium_corymbosum_Argentina_2016,BBR3,Vaccinium corymbosum,Emerald,conventional,Argentina,-31.2228194,-58.06592778,-4040367.67528183,3919017.59549694,NA,7,9,2016,1168,72.6,fruitset (%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7.973,Chao1,37,24,0,0,11,0,0,0,0,2,0,NA,150,visits per hour and plant,0.49333333333333335,0.32,0,0,0.14666666666666667,0,0,0,0,0.02666666666666667,0,NA,Pablo Cavigliasso. Instituto Nacional de Tecnologia Agropecuaria (INTA) - Programa Nacional Apicola (PNAPI),pablo.cavigliaso@gmail.com; cavigliasso.pablo@inta.gob.ar
Pablo_Cavigliasso_Vaccinium_corymbosum_Argentina_2016,BBR4,Vaccinium corymbosum,Emerald,conventional,Argentina,-31.2238583,-58.04071389,-4041377.16361866,3921564.62769114,NA,7,9,2016,89,68.10000000000001,fruitset (%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,13.224,Chao1,86,56,3,0,18,0,0,0,1,8,0,NA,150,visits per hour and plant,1.1466666666666667,0.7466666666666667,0.04,0,0.24,0,0,0,0.013333333333333334,0.10666666666666667,0,NA,Pablo Cavigliasso. Instituto Nacional de Tecnologia Agropecuaria (INTA) - Programa Nacional Apicola (PNAPI),pablo.cavigliaso@gmail.com; cavigliasso.pablo@inta.gob.ar
Pablo_Cavigliasso_Vaccinium_corymbosum_Argentina_2016,BBR5,Vaccinium corymbosum,Emerald,conventional,Argentina,-31.2207528,-58.05311944,-4040587.2650392,3920455.07407482,NA,7,9,2016,1168,62.4,fruitset (%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,65.242,Chao1,66,33,7,0,18,0,1,1,2,4,0,NA,150,visits per hour and plant,0.88,0.44,0.09333333333333334,0,0.24,0,0.013333333333333334,0.013333333333333334,0.02666666666666667,0.05333333333333334,0,NA,Pablo Cavigliasso. Instituto Nacional de Tecnologia Agropecuaria (INTA) - Programa Nacional Apicola (PNAPI),pablo.cavigliaso@gmail.com; cavigliasso.pablo@inta.gob.ar
Pablo_Cavigliasso_Vaccinium_corymbosum_Argentina_2016,BM,Vaccinium corymbosum,Emerald,conventional,Argentina,-31.3840306,-58.14605556,-4056650.04426293,3903865.66882679,NA,7,9,2016,33.8,79.9,fruitset (%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,18.839,Chao1,56,34,0,0,19,0,1,0,0,2,0,NA,150,visits per hour and plant,0.7466666666666667,0.4533333333333333,0,0,0.25333333333333335,0,0.013333333333333334,0,0,0.02666666666666667,0,NA,Pablo Cavigliasso. Instituto Nacional de Tecnologia Agropecuaria (INTA) - Programa Nacional Apicola (PNAPI),pablo.cavigliaso@gmail.com; cavigliasso.pablo@inta.gob.ar
Pablo_Cavigliasso_Vaccinium_corymbosum_Argentina_2016,BSA,Vaccinium corymbosum,Emerald,conventional,Argentina,-31.1934417,-58.04826111,-4037460.27671745,3922122.29084683,NA,7,9,2016,29.7,77.4,fruitset (%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,28.723,Chao1,65,42,0,2,17,0,0,0,0,4,0,NA,150,visits per hour and plant,0.8666666666666667,0.56,0,0.02666666666666667,0.22666666666666666,0,0,0,0,0.05333333333333334,0,NA,Pablo Cavigliasso. Instituto Nacional de Tecnologia Agropecuaria (INTA) - Programa Nacional Apicola (PNAPI),pablo.cavigliaso@gmail.com; cavigliasso.pablo@inta.gob.ar
Pablo_Cavigliasso_Vaccinium_corymbosum_Argentina_2016,BSF,Vaccinium corymbosum,Emerald,conventional,Argentina,-31.1856028,-58.04411944,-4036698.4460166,3922891.03815274,NA,7,9,2016,29.7,74,fruitset (%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,13.447,Chao1,85,63,6,1,13,0,1,0,1,0,0,NA,150,visits per hour and plant,1.1333333333333333,0.84,0.08,0.013333333333333334,0.17333333333333334,0,0.013333333333333334,0,0.013333333333333334,0,0,NA,Pablo Cavigliasso. Instituto Nacional de Tecnologia Agropecuaria (INTA) - Programa Nacional Apicola (PNAPI),pablo.cavigliaso@gmail.com; cavigliasso.pablo@inta.gob.ar
Pablo_Cavigliasso_Vaccinium_corymbosum_Argentina_2016,PSE,Vaccinium corymbosum,Emerald,conventional,Argentina,-31.372975,-58.12293889,-4056162.94034695,3906649.61689608,NA,7,9,2016,68.6,75.4,fruitset (%),NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,28.804,Chao1,92,64,9,0,17,0,1,0,0,1,0,NA,150,visits per hour and plant,1.2266666666666666,0.8533333333333334,0.12,0,0.22666666666666666,0,0.013333333333333334,0,0,0.013333333333333334,0,NA,Pablo Cavigliasso. Instituto Nacional de Tecnologia Agropecuaria (INTA) - Programa Nacional Apicola (PNAPI),pablo.cavigliaso@gmail.com; cavigliasso.pablo@inta.gob.ar
Pablo_Cavigliasso_Vaccinium_corymbosum_Argentina_2016,PSO,Vaccinium corymbosum,Emerald,conventional,Argentina,-31.3703806,-58.12677222,-4055693.43430782,3906418.09852594,NA,7,9,2016,68.6,68.10000000000001,fruitset (%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,23.338,Chao1,77,39,7,0,27,0,2,0,1,1,0,NA,150,visits per hour and plant,1.0266666666666666,0.52,0.09333333333333334,0,0.36,0,0.02666666666666667,0,0.013333333333333334,0.013333333333333334,0,NA,Pablo Cavigliasso. Instituto Nacional de Tecnologia Agropecuaria (INTA) - Programa Nacional Apicola (PNAPI),pablo.cavigliaso@gmail.com; cavigliasso.pablo@inta.gob.ar
