study_id,site_id,crop,variety,management,country,latitude,longitude,X_UTM,Y_UTM,zone_UTM,sampling_start_month,sampling_end_month,sampling_year,field_size,yield,yield_units,yield2,yield2_units,yield_treatments_no_pollinators,yield_treatments_pollen_supplement,yield_treatments_no_pollinators2,yield_treatments_pollen_supplement2,fruits_per_plant,fruit_weight,plant_density,seeds_per_fruit,seeds_per_plant,seed_weight,pollinator_richness,richness_estimator_method,abundance,ab_honeybee,ab_bombus,ab_wildbees,ab_syrphids,ab_humbleflies,ab_other_flies,ab_beetles,ab_lepidoptera,ab_nonbee_hymenoptera,ab_others,total_sampled_area,total_sampled_time,visitation_rate_units,visitation_rate,visit_honeybee,visit_bombus,visit_wildbees,visit_syrphids,visit_humbleflies,visit_other_flies,visit_beetles,visit_lepidoptera,visit_nonbee_hymenoptera,visit_others,Publication,Credit,Email_contact
Bommarco_Rundlof_2009,1,Brassica napus,NA,conventional,Sweden,NA,NA,NA,NA,NA,5,6,2009,NA,11.934999999999999,fruitset(%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Chao1,244,182,53,0,0,0,0,0,9,0,0,4800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Riccardo Bommarco,Riccardo.Bommarco@slu.se
Bommarco_Rundlof_2009,2,Brassica napus,NA,conventional,Sweden,NA,NA,NA,NA,NA,5,6,2009,NA,17.786666666666665,fruitset(%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,Chao1,287,235,31,2,12,0,0,0,7,0,0,4800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Riccardo Bommarco,Riccardo.Bommarco@slu.se
Bommarco_Rundlof_2009,3,Brassica napus,NA,conventional,Sweden,NA,NA,NA,NA,NA,5,6,2009,NA,10.716666666666667,fruitset(%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,Chao1,152,124,17,0,9,0,0,0,2,0,0,4800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Riccardo Bommarco,Riccardo.Bommarco@slu.se
Bommarco_Rundlof_2009,4,Brassica napus,NA,conventional,Sweden,NA,NA,NA,NA,NA,5,6,2009,NA,14.93,fruitset(%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,Chao1,193,152,37,0,3,0,0,0,1,0,0,4800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Riccardo Bommarco,Riccardo.Bommarco@slu.se
Bommarco_Rundlof_2009,5,Brassica napus,NA,conventional,Sweden,NA,NA,NA,NA,NA,5,6,2009,NA,11.451666666666666,fruitset(%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Chao1,103,95,5,0,0,0,0,0,3,0,0,4800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Riccardo Bommarco,Riccardo.Bommarco@slu.se
Bommarco_Rundlof_2009,6,Brassica napus,NA,conventional,Sweden,NA,NA,NA,NA,NA,5,6,2009,NA,9.45,fruitset(%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,Chao1,503,399,83,1,16,0,0,0,4,0,0,4800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Riccardo Bommarco,Riccardo.Bommarco@slu.se
Bommarco_Rundlof_2009,7,Brassica napus,NA,conventional,Sweden,NA,NA,NA,NA,NA,5,6,2009,NA,10.248333333333333,fruitset(%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.999,Chao1,806,660,139,1,1,0,0,0,5,0,0,4800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Riccardo Bommarco,Riccardo.Bommarco@slu.se
Bommarco_Rundlof_2009,8,Brassica napus,NA,conventional,Sweden,NA,NA,NA,NA,NA,5,6,2009,NA,14.228333333333333,fruitset(%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,Chao1,318,285,25,2,3,0,0,0,3,0,0,4800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Riccardo Bommarco,Riccardo.Bommarco@slu.se
Bommarco_Rundlof_2009,9,Brassica napus,NA,conventional,Sweden,NA,NA,NA,NA,NA,5,6,2009,NA,14.248333333333335,fruitset(%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,Chao1,63,39,15,2,0,0,0,0,7,0,0,4800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Riccardo Bommarco,Riccardo.Bommarco@slu.se
Bommarco_Rundlof_2009,10,Brassica napus,NA,conventional,Sweden,NA,NA,NA,NA,NA,5,6,2009,NA,14.69,fruitset(%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,Chao1,253,186,56,3,3,0,0,0,5,0,0,4800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Riccardo Bommarco,Riccardo.Bommarco@slu.se
