study_id,site_id,crop,variety,management,country,latitude,longitude,X_UTM,Y_UTM,zone_UTM,sampling_start_month,sampling_end_month,sampling_year,field_size,yield,yield_units,yield2,yield2_units,yield_treatments_no_pollinators,yield_treatments_pollen_supplement,yield_treatments_no_pollinators2,yield_treatments_pollen_supplement2,fruits_per_plant,fruit_weight,plant_density,seeds_per_fruit,seeds_per_plant,seed_weight,observed_pollinator_richness,other_pollinator_richness,other_richness_estimator_method,richness_restriction,abundance,ab_honeybee,ab_bombus,ab_wildbees,ab_syrphids,ab_humbleflies,ab_other_flies,ab_beetles,ab_lepidoptera,ab_nonbee_hymenoptera,ab_others,total_sampled_area,total_sampled_time,visitation_rate_units,visitation_rate,visit_honeybee,visit_bombus,visit_wildbees,visit_syrphids,visit_humbleflies,visit_other_flies,visit_beetles,visit_lepidoptera,visit_nonbee_hymenoptera,visit_others,Publication,Credit,Email_contact
Marcos_Miñarro_Malus_domestica_Spain_2016,Sel01,Malus domestica,Regona,organic,Spain,43.5168,-5.34763,NA,NA,NA,6,6,2016,"c(""2.4"", ""5.6"", ""2"", ""1.4"", ""5.4"", ""0.8"", ""1.7"", ""6.8"", ""0.8"", ""20.6"", ""1.6"", ""0.5"", ""2.4"", ""0.6"", ""2.9"", ""4.9"", ""1.3"", ""1.8"", ""1.8"", ""1.4"", ""1.6"")",NA,NA,NA,NA,NA,51.666666666666664,NA,NA,83.1,NA,NA,4,NA,NA,15,NA,NA,NA,123.001,60,0,2,38.001,0,21,1,1,0,0,47.12,75,visits per 100 flowers and hour,4.861699604743084,2.3715415019762847,0,0.07905138339920949,1.5020158102766799,0,0.8300395256916996,0.039525691699604744,0.039525691699604744,0,0,10.1007/s13592-018-0600-4,"Marcos Miñarro, Daniel García",mminarro@serida.org
Marcos_Miñarro_Malus_domestica_Spain_2016,Tor03,Malus domestica,Regona,IPM,Spain,43.5043,-5.40742,NA,NA,NA,5,5,2016,"c(""2.4"", ""5.6"", ""2"", ""1.4"", ""5.4"", ""0.8"", ""1.7"", ""6.8"", ""0.8"", ""20.6"", ""1.6"", ""0.5"", ""2.4"", ""0.6"", ""2.9"", ""4.9"", ""1.3"", ""1.8"", ""1.8"", ""1.4"", ""1.6"")",40,early fruit set (%),NA,NA,NA,63.333333333333336,NA,NA,646.1,NA,NA,5.533068783068782,NA,NA,9,NA,NA,NA,89,74,1,1,9,0,2,2,0,0,0,47.12,75,visits per 100 flowers and hour,4.820582261340556,4.008124576844956,0.05416384563303995,0.05416384563303995,0.48747461069735953,0,0.1083276912660799,0.1083276912660799,0,0,0,10.1007/s13592-018-0600-4,"Marcos Miñarro, Daniel García",mminarro@serida.org
Marcos_Miñarro_Malus_domestica_Spain_2016,Gai04,Malus domestica,Regona,IPM,Spain,43.4925,-5.41947,NA,NA,NA,5,5,2016,"c(""2.4"", ""5.6"", ""2"", ""1.4"", ""5.4"", ""0.8"", ""1.7"", ""6.8"", ""0.8"", ""20.6"", ""1.6"", ""0.5"", ""2.4"", ""0.6"", ""2.9"", ""4.9"", ""1.3"", ""1.8"", ""1.8"", ""1.4"", ""1.6"")",43.333333333333336,early fruit set (%),NA,NA,NA,53.333333333333336,NA,NA,543.6,NA,NA,6.795454545454546,NA,NA,9,NA,NA,NA,43,19,0,2,20,0,2,0,0,0,0,47.12,75,visits per 100 flowers and hour,2.88107202680067,1.273031825795645,0,0.13400335008375208,1.340033500837521,0,0.13400335008375208,0,0,0,0,10.1007/s13592-018-0600-4,"Marcos Miñarro, Daniel García",mminarro@serida.org
Marcos_Miñarro_Malus_domestica_Spain_2016,Sor05,Malus domestica,Regona,IPM,Spain,43.4804,-5.44583,NA,NA,NA,6,6,2016,"c(""2.4"", ""5.6"", ""2"", ""1.4"", ""5.4"", ""0.8"", ""1.7"", ""6.8"", ""0.8"", ""20.6"", ""1.6"", ""0.5"", ""2.4"", ""0.6"", ""2.9"", ""4.9"", ""1.3"", ""1.8"", ""1.8"", ""1.4"", ""1.6"")",31.666666666666668,early fruit set (%),NA,NA,NA,61.666666666666664,NA,NA,209.2,NA,NA,6.232142857142857,NA,NA,13,NA,NA,NA,79,66,1,5,5,0,1,1,0,0,0,47.12,75,visits per 100 flowers and hour,6.165853658536586,5.151219512195122,0.07804878048780488,0.3902439024390244,0.3902439024390244,0,0.07804878048780488,0.07804878048780488,0,0,0,10.1007/s13592-018-0600-4,"Marcos Miñarro, Daniel García",mminarro@serida.org
Marcos_Miñarro_Malus_domestica_Spain_2016,Bus06,Malus domestica,Regona,IPM,Spain,43.4557,-5.46659,NA,NA,NA,6,6,2016,"c(""2.4"", ""5.6"", ""2"", ""1.4"", ""5.4"", ""0.8"", ""1.7"", ""6.8"", ""0.8"", ""20.6"", ""1.6"", ""0.5"", ""2.4"", ""0.6"", ""2.9"", ""4.9"", ""1.3"", ""1.8"", ""1.8"", ""1.4"", ""1.6"")",41.666666666666664,early fruit set (%),NA,NA,NA,61.666666666666664,NA,NA,331.7,NA,NA,6.3418803418803416,NA,NA,10,NA,NA,NA,75.033,60,0,3,10.033,0,1,1,0,0,0,47.12,75,visits per 100 flowers and hour,6.454451612903226,5.161290322580645,0,0.25806451612903225,0.8630537634408602,0,0.08602150537634409,0.08602150537634409,0,0,0,10.1007/s13592-018-0600-4,"Marcos Miñarro, Daniel García",mminarro@serida.org
Marcos_Miñarro_Malus_domestica_Spain_2016,Cam07,Malus domestica,Regona,organic,Spain,43.4525,-5.48311,NA,NA,NA,5,5,2016,"c(""2.4"", ""5.6"", ""2"", ""1.4"", ""5.4"", ""0.8"", ""1.7"", ""6.8"", ""0.8"", ""20.6"", ""1.6"", ""0.5"", ""2.4"", ""0.6"", ""2.9"", ""4.9"", ""1.3"", ""1.8"", ""1.8"", ""1.4"", ""1.6"")",43.333333333333336,early fruit set (%),NA,NA,NA,50,NA,NA,195.1,NA,NA,6.51111111111111,NA,NA,10,NA,NA,NA,80,61,1,3,14,0,1,0,0,0,0,47.12,75,visits per 100 flowers and hour,5.186385737439222,3.9546191247974067,0.06482982171799027,0.19448946515397084,0.9076175040518638,0,0.06482982171799027,0,0,0,0,10.1007/s13592-018-0600-4,"Marcos Miñarro, Daniel García",mminarro@serida.org
Marcos_Miñarro_Malus_domestica_Spain_2016,Cay09,Malus domestica,Regona,IPM,Spain,43.4551,-5.41109,NA,NA,NA,6,6,2016,"c(""2.4"", ""5.6"", ""2"", ""1.4"", ""5.4"", ""0.8"", ""1.7"", ""6.8"", ""0.8"", ""20.6"", ""1.6"", ""0.5"", ""2.4"", ""0.6"", ""2.9"", ""4.9"", ""1.3"", ""1.8"", ""1.8"", ""1.4"", ""1.6"")",18.65079365079365,early fruit set (%),NA,NA,NA,64.68253968253968,NA,NA,36.3,NA,NA,9.777777777777779,NA,NA,6,NA,NA,NA,45,22,0,1,19,0,3,0,0,0,0,47.12,75,visits per 100 flowers and hour,4.147465437788019,2.0276497695852536,0,0.09216589861751152,1.7511520737327189,0,0.2764976958525346,0,0,0,0,10.1007/s13592-018-0600-4,"Marcos Miñarro, Daniel García",mminarro@serida.org
Marcos_Miñarro_Malus_domestica_Spain_2016,Por10,Malus domestica,Regona,IPM,Spain,43.4379,-5.44868,NA,NA,NA,6,6,2016,"c(""2.4"", ""5.6"", ""2"", ""1.4"", ""5.4"", ""0.8"", ""1.7"", ""6.8"", ""0.8"", ""20.6"", ""1.6"", ""0.5"", ""2.4"", ""0.6"", ""2.9"", ""4.9"", ""1.3"", ""1.8"", ""1.8"", ""1.4"", ""1.6"")",41.38009049773756,early fruit set (%),NA,NA,NA,50.24886877828055,NA,NA,61,NA,NA,5.642857142857143,NA,NA,11,NA,NA,NA,45,30,0,2,10,0,2,1,0,0,0,47.12,75,visits per 100 flowers and hour,4.166666666666666,2.7777777777777777,0,0.18518518518518517,0.9259259259259259,0,0.18518518518518517,0.09259259259259259,0,0,0,10.1007/s13592-018-0600-4,"Marcos Miñarro, Daniel García",mminarro@serida.org
Marcos_Miñarro_Malus_domestica_Spain_2016,Ver11,Malus domestica,Regona,IPM,Spain,43.4039,-5.50077,NA,NA,NA,6,6,2016,"c(""2.4"", ""5.6"", ""2"", ""1.4"", ""5.4"", ""0.8"", ""1.7"", ""6.8"", ""0.8"", ""20.6"", ""1.6"", ""0.5"", ""2.4"", ""0.6"", ""2.9"", ""4.9"", ""1.3"", ""1.8"", ""1.8"", ""1.4"", ""1.6"")",65.47619047619048,early fruit set (%),NA,NA,NA,73.80952380952381,NA,NA,62.8,NA,NA,7,NA,NA,16,NA,NA,NA,51.067,11,1,7.067,16,1,13,1,0,0,1,47.12,75,visits per 100 flowers and hour,6.474421553090333,1.3946117274167988,0.12678288431061807,0.8959746434231379,2.028526148969889,0.12678288431061807,1.6481774960380349,0.12678288431061807,0,0,0.12678288431061807,10.1007/s13592-018-0600-4,"Marcos Miñarro, Daniel García",mminarro@serida.org
Marcos_Miñarro_Malus_domestica_Spain_2016,Mas12,Malus domestica,Regona,IPM,Spain,43.4052,-5.5242000000000004,NA,NA,NA,5,5,2016,"c(""2.4"", ""5.6"", ""2"", ""1.4"", ""5.4"", ""0.8"", ""1.7"", ""6.8"", ""0.8"", ""20.6"", ""1.6"", ""0.5"", ""2.4"", ""0.6"", ""2.9"", ""4.9"", ""1.3"", ""1.8"", ""1.8"", ""1.4"", ""1.6"")",18.333333333333332,early fruit set (%),NA,NA,NA,26.666666666666668,NA,NA,310.5,NA,NA,7.976190476190477,NA,NA,9,NA,NA,NA,70.93,38,2,2,19.93,0,9,0,0,0,0,47.12,75,visits per 100 flowers and hour,3.7981258366800534,2.034805890227577,0.107095046854083,0.107095046854083,1.0672021419009372,0,0.4819277108433735,0,0,0,0,10.1007/s13592-018-0600-4,"Marcos Miñarro, Daniel García",mminarro@serida.org
