study_id,site_id,crop,variety,management,country,latitude,longitude,X_UTM,Y_UTM,zone_UTM,sampling_start_month,sampling_end_month,sampling_year,field_size (ha),yield,yield_units,yield2,yield2_units,yield_treatments_no_pollinators,yield_treatments_pollen_supplement,yield_treatments_no_pollinators2,yield_treatments_pollen_supplement2,fruits_per_plant,fruit_weight,plant_density,seeds_per_fruit,seeds_per_plant,seed_weight,observed_pollinator_richness,other_pollinator_richness,other_richness_estimator_method,richness_restriction,abundance,ab_honeybee,ab_bombus,ab_wildbees,ab_syrphids,ab_humbleflies,ab_other_flies,ab_beetles,ab_lepidoptera,ab_nonbee_hymenoptera,ab_others,total_sampled_area,total_sampled_time,visitation_rate_units,visitation_rate,visit_honeybee,visit_bombus,visit_wildbees,visit_syrphids,visit_humbleflies,visit_other_flies,visit_beetles,visit_lepidoptera,visit_nonbee_hymenoptera,visit_others,Publication,Credit,Email_contact
Blande_Viana_Passiflora_edulis_Brazil_2005,13,Passiflora edulis,Yellow passion fruit,Conventional,Brazil,-9.305453473037861,-40.305807355341535,356624,8971156,24,3,6,2005,20.06,NA,NA,NA,NA,NA,NA,NA,NA,33.33,NA,NA,308.5,NA,NA,NA,NA,NA,NA,4228.2,1530.8999999999999,0,2697.2999999999997,0,0,0,0,0,0,0,450,135,counts per flower and hour,2.32,0.8399999999999999,0,1.4799999999999998,0,0,0,0,0,0,0,10.1111/j.1461-0248.2011.01669.x ,Blande Viana,blande.viana@gmail.com
Blande_Viana_Passiflora_edulis_Brazil_2005,19,Passiflora edulis,Yellow passion fruit,Conventional,Brazil,-9.310974367752362,-40.29456653048576,357861,8970550,24,3,6,2005,19.65,NA,NA,NA,NA,NA,NA,NA,NA,10.34,NA,NA,126,NA,NA,NA,NA,NA,NA,834.3,0,0,834.3,0,0,0,0,0,0,0,450,135,counts per flower and hour,0.4577777777777778,0,0,0.4577777777777778,0,0,0,0,0,0,0,10.1111/j.1461-0248.2011.01669.x ,Blande Viana,blande.viana@gmail.com
Blande_Viana_Passiflora_edulis_Brazil_2005,43,Passiflora edulis,Yellow passion fruit,Conventional,Brazil,-9.333321809403639,-40.296287667898184,357681,8968078,24,3,6,2005,19.94,NA,NA,NA,NA,NA,NA,NA,NA,11.53,NA,NA,119,NA,NA,NA,NA,NA,NA,453.59999999999997,0,0,453.59999999999997,0,0,0,0,0,0,0,450,135,counts per flower and hour,0.24888888888888885,0,0,0.24888888888888885,0,0,0,0,0,0,0,10.1111/j.1461-0248.2011.01669.x ,Blande Viana,blande.viana@gmail.com
Blande_Viana_Passiflora_edulis_Brazil_2005,67,Passiflora edulis,Yellow passion fruit,Conventional,Brazil,-9.314784754203421,-40.286141276302644,358788,8970132,24,3,6,2005,19.50,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,332.1,64.8,0,267.3,0,0,0,0,0,0,0,450,135,counts per flower and hour,0.18222222222222223,0.035555555555555556,0,0.14666666666666667,0,0,0,0,0,0,0,10.1111/j.1461-0248.2011.01669.x ,Blande Viana,blande.viana@gmail.com
Blande_Viana_Passiflora_edulis_Brazil_2005,112,Passiflora edulis,Yellow passion fruit,Conventional,Brazil,-9.28694547489311,-40.287678158706235,358608,8973210,24,3,6,2005,19.75,NA,NA,NA,NA,NA,NA,NA,NA,13.79,NA,NA,0,NA,NA,NA,NA,NA,NA,388.79999999999995,0,0,388.79999999999995,0,0,0,0,0,0,0,450,135,counts per flower and hour,0.2133333333333333,0,0,0.2133333333333333,0,0,0,0,0,0,0,10.1111/j.1461-0248.2011.01669.x ,Blande Viana,blande.viana@gmail.com
Blande_Viana_Passiflora_edulis_Brazil_2005,117,Passiflora edulis,Yellow passion fruit,Conventional,Brazil,-9.306396433222929,-40.2751224616872,359995,8971064,24,3,6,2005,19.83,NA,NA,NA,NA,NA,NA,NA,NA,16.67,NA,NA,177.67,NA,NA,NA,NA,NA,NA,64.8,0,0,64.8,0,0,0,0,0,0,0,450,135,counts per flower and hour,0.035555555555555556,0,0,0.035555555555555556,0,0,0,0,0,0,0,10.1111/j.1461-0248.2011.01669.x ,Blande Viana,blande.viana@gmail.com
Blande_Viana_Passiflora_edulis_Brazil_2005,129,Passiflora edulis,Yellow passion fruit,Conventional,Brazil,-9.296269135283127,-40.25964631208272,361691,8972190,24,3,6,2005,19.55,NA,NA,NA,NA,NA,NA,NA,NA,7.69,NA,NA,176,NA,NA,NA,NA,NA,NA,202.5,0,0,202.5,0,0,0,0,0,0,0,450,135,counts per flower and hour,0.1111111111111111,0,0,0.1111111111111111,0,0,0,0,0,0,0,10.1111/j.1461-0248.2011.01669.x ,Blande Viana,blande.viana@gmail.com
Blande_Viana_Passiflora_edulis_Brazil_2005,149,Passiflora edulis,Yellow passion fruit,Conventional,Brazil,-9.27434794777951,-40.28036812432881,359406,8974606,24,3,6,2005,19.76,NA,NA,NA,NA,NA,NA,NA,NA,3.33,NA,NA,0,NA,NA,NA,NA,NA,NA,801.9000000000001,170.1,0,631.8000000000001,0,0,0,0,0,0,0,450,135,counts per flower and hour,0.44000000000000006,0.09333333333333334,0,0.34666666666666673,0,0,0,0,0,0,0,10.1111/j.1461-0248.2011.01669.x ,Blande Viana,blande.viana@gmail.com
Blande_Viana_Passiflora_edulis_Brazil_2005,155,Passiflora edulis,Yellow passion fruit,Conventional,Brazil,-9.273109505752002,-40.26754683213678,360814,8974748,24,3,6,2005,19.50,NA,NA,NA,NA,NA,NA,NA,NA,3.57,NA,NA,112,NA,NA,NA,NA,NA,NA,980.1,234.9,0,745.2,0,0,0,0,0,0,0,450,135,counts per flower and hour,0.5377777777777778,0.1288888888888889,0,0.4088888888888889,0,0,0,0,0,0,0,10.1111/j.1461-0248.2011.01669.x ,Blande Viana,blande.viana@gmail.com
Blande_Viana_Passiflora_edulis_Brazil_2005,163,Passiflora edulis,Yellow passion fruit,Conventional,Brazil,-9.263619525622762,-40.291452573970496,358184,8975788,24,3,6,2005,19.79,NA,NA,NA,NA,NA,NA,NA,NA,46.15,NA,NA,224,NA,NA,NA,NA,NA,NA,696.6,129.6,0,567,0,0,0,0,0,0,0,450,135,counts per flower and hour,0.38222222222222224,0.07111111111111111,0,0.3111111111111111,0,0,0,0,0,0,0,10.1111/j.1461-0248.2011.01669.x ,Blande Viana,blande.viana@gmail.com
